timestep,episode,hip_pos_l,hip_pos_r,exo_pos_l,exo_pos_r,hip_vel_l,hip_vel_r,exo_vel_l,exo_vel_r,act_iliopsoas_l,act_iliopsoas_r,act_glut_l,act_glut_r,muscle_length_iliopsoas_l,muscle_length_iliopsoas_r,muscle_length_glut_l,muscle_length_glut_r,muscle_force_iliopsoas_l,muscle_force_iliopsoas_r,muscle_force_glut_l,muscle_force_glut_r,motor_torque_l,motor_torque_r,pid_output_l,pid_output_r,hip_pos_target_l,hip_pos_target_r,hip_vel_target_l,hip_vel_target_r
110001,110,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.009999999776482582,1.068040132522583,1.0680404901504517,0.723372220993042,0.723372220993042,0.0,0.0,0.0,0.0,0.0,0.0,0.00023616055873571117,0.0,0.0,0.00011691116769094612,0.0,-1.0447034592521818
110002,110,0.009354910813272,0.006310989148914814,0.007009508088231087,0.006818939000368118,-0.3891376852989197,-0.942401647567749,-0.8008967638015747,-0.8603250980377197,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.01933828741312027,1.0557183027267456,1.0557186603546143,0.7169662714004517,0.7140271067619324,0.0,0.0,0.0,0.0,0.0,0.0,-0.020864511094805666,0.0,0.0,-0.010330123424831429,0.0,-1.0447034592521813
110003,110,0.006562634836882353,-0.005158308427780867,9.435461834073067e-05,-0.0027558489236980677,0.3928472399711609,-0.7368230819702148,0.05478397011756897,-0.48069700598716736,0.035284388810396194,0.07423920929431915,0.009999999776482582,0.01817954145371914,1.0376818180084229,1.0314117670059204,0.7106481790542603,0.7036082744598389,0.0,0.0,0.0,0.0,0.0,0.0,0.0866134729275644,0.03947373295202851,0.0,-0.020690253406756048,0.0,-0.9984746488223865
110004,110,0.00992288626730442,-0.012988749891519547,0.003318041330203414,-0.008085232228040695,0.3394051492214203,-0.8101062774658203,0.5251739025115967,-0.594823956489563,0.03201993927359581,0.07196654379367828,0.06285382062196732,0.017166774719953537,1.017973780632019,1.003447413444519,0.6930943727493286,0.6938679218292236,0.0,0.0115987379103899,0.0,0.0,0.0,0.0,0.05823545643553256,-0.07237070658244192,0.0,-0.03067499989498059,0.0,-0.9984746488223865
110005,110,0.012206768617033958,-0.02186044119298458,0.008619018830358982,-0.015980761498212814,0.1138249933719635,-0.984405517578125,0.48661449551582336,-0.9772429466247559,0.029199622571468353,0.07090453058481216,0.06981729716062546,0.016281817108392715,0.9998469352722168,0.9977542161941528,0.6852704882621765,0.6847464442253113,0.0,0.0737706869840622,0.0398162305355072,0.0,0.0,0.0,0.06445748822686051,-0.07127335355617107,0.0,-0.040614408538753366,0.0,-0.951121543448045
110006,110,0.013215447776019573,-0.031772010028362274,0.013796341605484486,-0.026511140167713165,0.03755694627761841,-1.0066617727279663,0.5129172801971436,-1.1278363466262817,0.026760607957839966,0.08545530587434769,0.06595554947853088,0.015508873388171196,0.9900961518287659,0.9988217949867249,0.6853988766670227,0.676189124584198,0.02400079555809498,0.08891544491052628,0.038031429052352905,0.0,0.0,0.0,0.08884234128118093,-0.0422482302505523,0.0,-0.050083881914268207,0.0,-0.9469473375514328
110007,110,0.013732343912124634,-0.04148634523153305,0.018364008516073227,-0.037801824510097504,0.09802071750164032,-0.9305909276008606,0.3610216975212097,-1.111454725265503,0.024639420211315155,0.09119223058223724,0.06138554587960243,0.014830966480076313,0.9894806742668152,1.0003925561904907,0.6858459115028381,0.6691184043884277,0.02317255362868309,0.09569817781448364,0.036236174404621124,0.005467006471008062,0.0,0.0,0.0925093435681544,-0.03308969045989216,0.0,-0.05955335528978305,0.0,-0.9217848711986326
110008,110,0.015348900109529495,-0.04979269579052925,0.02089764177799225,-0.048401590436697006,0.17370986938476562,-0.7872053980827332,0.1430480182170868,-1.0474265813827515,0.0227949321269989,0.08985830098390579,0.058912891894578934,0.01423707790672779,0.9892690181732178,1.0026181936264038,0.6861752867698669,0.6666228175163269,0.022063087671995163,0.09768559783697128,0.03408791497349739,0.004977899137884378,0.0,0.0,0.08217180382516831,-0.043467695293948054,0.0,-0.06846139646755374,0.0,-0.8901215254393259
110009,110,0.016217505559325218,-0.05838608369231224,0.020834947004914284,-0.05928071215748787,0.04833788424730301,-0.8827345967292786,-0.0816076397895813,-1.0734952688217163,0.021190738305449486,0.08531412482261658,0.05883702635765076,0.013717157766222954,0.9891161918640137,1.0054444074630737,0.6864926815032959,0.6643331050872803,0.020260708406567574,0.09415972977876663,0.0344633124768734,0.004971969872713089,0.0,0.0,0.05892284668802577,-0.05836115847341716,0.0,-0.07736261172194747,0.0,-0.8901215254393259
110010,110,0.017493190243840218,-0.0664101168513298,0.020319929346442223,-0.06860419362783432,0.12584590911865234,-0.8010101914405823,-0.07921046018600464,-0.8664760589599609,0.01979110762476921,0.08354315161705017,0.056471578776836395,0.01326096523553133,0.989101767539978,1.0082874298095703,0.686813235282898,0.6621154546737671,0.0194455124437809,0.09149923920631409,0.032746847718954086,0.004719228018075228,0.0,0.0,0.07319336291612863,-0.04161692171357573,0.0,-0.0857121705396961,0.0,-0.8279972124860561
