#{"t_start": 1780840970.439018, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
706.772711,1000,1.033071
706.22568,1000,1.279586
707.676589,1000,1.522576
712.628706,1000,1.768837
702.715879,1000,2.016062
699.567769,1000,2.261133
715.829405,1000,2.503963
697.033534,1000,2.747685
701.317548,1000,2.993688
713.900456,1000,3.237055
696.341889,1000,8.10405
706.75607,1000,12.702734
709.918569,1000,17.324725
731.865145,1000,21.934585
745.471525,1000,26.541714
769.231858,1000,31.137855
785.328435,1000,35.742601
806.473282,1000,40.343694
818.605895,1000,44.951969
831.956939,1000,49.547624
843.070651,1000,53.590629
848.728561,1000,57.589223
852.638492,1000,61.90658
849.059978,1000,66.519781
851.088501,1000,71.127009
849.543879,1000,75.739265
855.620766,1000,80.358006
854.768682,1000,84.974185
859.351093,1000,89.592932
859.230819,1000,94.21452
861.704342,1000,98.872478
861.852695,1000,103.515604
866.283908,1000,108.146092
866.691939,1000,112.563198
865.8199,1000,116.834866
866.788879,1000,121.461465
866.205821,1000,126.088998
866.426189,1000,130.719645
866.990305,1000,135.023258
867.744187,1000,139.022649
866.467578,1000,143.106517
865.368414,1000,147.363041
866.410558,1000,151.415941
867.577704,1000,155.413712
866.860057,1000,159.487807
868.789314,1000,163.508526
868.630089,1000,167.526707
868.03605,1000,171.640926
868.206616,1000,175.887738
869.494254,1000,180.609259
869.134061,1000,185.394538
869.726171,1000,190.257525
870.305892,1000,194.963521
869.059066,1000,199.679977
870.360437,1000,203.823547
869.049384,1000,207.893451
868.665106,1000,211.982444
868.2852,1000,215.994029
870.189933,1000,220.00403
870.423637,1000,224.315474
870.336966,1000,228.333384
870.545966,1000,232.342337
870.537277,1000,236.352666
869.661068,1000,240.505807
869.620421,1000,244.553893
870.168695,1000,248.921222
870.58817,1000,253.634055
870.611619,1000,258.352511
870.858323,1000,262.648094
870.545583,1000,266.660877
871.335942,1000,270.723294
871.488658,1000,274.736796
871.249431,1000,278.755456
871.22706,1000,282.981886
870.767821,1000,287.10509
870.911692,1000,291.119922
872.190906,1000,295.249908
872.407919,1000,299.405456
871.362791,1000,303.427452
872.13245,1000,307.44114
871.810467,1000,311.491701
871.805934,1000,315.631329
872.038936,1000,320.097609
871.715545,1000,324.820365
871.999664,1000,329.550856
872.19243,1000,334.277137
871.9167,1000,339.003464
871.26927,1000,343.703973
871.768147,1000,348.43289
872.208665,1000,353.153514
870.93557,1000,357.870417
871.234479,1000,362.585801
871.881796,1000,367.308464
872.127313,1000,372.035035
871.718712,1000,376.747915
871.854644,1000,381.479664
872.259709,1000,386.197591
871.589854,1000,390.906013
871.706928,1000,395.626989
872.210439,1000,400.348626
871.579034,1000,405.103746
871.918554,1000,409.147123
872.202608,1000,413.325284
872.426,1000,417.345885
872.541517,1000,421.365014
