time_s,q_rad,qd_rad_s,q_des_rad,torque_raw_nm,torque_clip_nm,torque_cmd_nm,torque_scale_gain,u_flex_0,u_flex_1,u_ext_0,u_ext_1,a_flex_0,a_flex_1,a_ext_0,a_ext_1
0.0004570484161376953,0.02190161868929863,-0.005425401963293552,0.4474109570660292,0.06099192095955075,0.06099192095955075,0.06099192095955075,1.0,0.2507753635078712,0.22225381334941824,0.24970243175463647,0.07795563423418186,0.1253876817539356,0.11112690667470912,0.12485121587731823,0.03897781711709093
0.010210275650024414,0.021944228559732437,0.00966028030961752,0.5198604311718849,0.11338662261154639,0.11338662261154639,0.11338662261154639,1.0,0.2673117023041858,0.2293902204310515,0.23316531934639662,0.07081257431582594,0.19634969202906072,0.17025856355288033,0.17900826761185742,0.054895195716458435
0.02011418342590332,0.02190161868929863,-0.008063596673309803,0.592512806893614,0.16676210999456015,0.16676210999456015,0.16676210999456015,1.0,0.2840493784715326,0.23638971076156862,0.21642537318164962,0.06380569739556466,0.24019953525029666,0.20332413715722447,0.19771682039675353,0.059350446556011544
0.030110836029052734,0.021986840292811394,0.02437690459191799,0.6646790888382632,0.21106712937798516,0.21106712937798516,0.21106712937798516,1.0,0.30083535311582166,0.2431799646069952,0.1996355976268177,0.05700736647745187,0.2705174441830592,0.22325205088210984,0.19867620901178562,0.05817890651673171
0.04007434844970703,0.02207206003367901,0.04522009938955307,0.7352121413485107,0.2555994607131802,0.2555994607131802,0.2555994607131802,1.0,0.317404138603774,0.24965152198009377,0.18306152671021964,0.05052716327305172,0.2939607913934166,0.2364517864311018,0.19086886786100263,0.05435303489489171
0.05008840560913086,0.021944228559732437,-0.05300822854042053,0.804475016538772,0.31874274908262684,0.31874274908262684,0.31874274908262684,1.0,0.333841342912119,0.25583720915097735,0.16661752108597344,0.04433221505838347,0.3139010671527678,0.24614449779103958,0.17874319447348802,0.04934262497663759
0.06006908416748047,0.022242499515414238,0.03811660781502724,0.8716631678754762,0.34958349413670553,0.34958349413670553,0.34958349413670553,1.0,0.34995637283872094,0.2616646913104206,0.1504942487640195,0.03849496224653903,0.33192871999574436,0.25390459455073006,0.16461872161875377,0.04391879361158831
0.07010984420776367,0.022327719256281853,0.02249295450747013,0.9371821406895817,0.3970869616990148,0.3970869616990148,0.3970869616990148,1.0,0.36584711201538705,0.26716839728702246,0.1345937696187683,0.032980913839193965,0.3488879160055657,0.2605364959188763,0.149606245618761,0.03844985372539114
0.08009219169616699,0.022327719256281853,0.005917956121265888,1.0000500098095937,0.4434782008814893,0.4434782008814893,0.4434782008814893,1.0,0.38127537872531403,0.27226577198054325,0.11915441094710577,0.02787277977654143,0.36508164736543985,0.26640113394970977,0.1343803282829334,0.033161316750966285
0.09006023406982422,0.022455550730228424,-0.013864205218851566,1.0603694170751654,0.48898483240488916,0.48898483240488916,0.48898483240488916,1.0,0.3962642632913804,0.2769671930344932,0.10415308408860882,0.023160174329447836,0.38067295532841017,0.27168416349210145,0.11926670618577111,0.02816074554020706
0.10006308555603027,0.022455550730228424,-0.02142752893269062,1.1182372271490244,0.530979257550369,0.530979257550369,0.530979257550369,1.0,0.41083839003141454,0.2812795884841104,0.0895651389985303,0.018836148767957278,0.39575567267991235,0.2764818759881059,0.10441592259215071,0.02349844715408217
0.1100919246673584,0.02266860194504261,0.004289707168936729,1.1733924490826615,0.5657628801495247,0.5657628801495247,0.5657628801495247,1.0,0.424933857107333,0.28518161161819766,0.07545452190129415,0.014922093684489601,0.4103447648936227,0.2808317438031518,0.08993522224672243,0.019210270419285885
0.12006092071533203,0.02300948277115822,0.046901583671569824,1.2252022856160525,0.5958303797006483,0.5958303797006483,0.5958303797006483,1.0,0.4383878509468909,0.2886295987846885,0.06198423071666992,0.011461815815269366,0.4243663079202568,0.28473067129392016,0.07595972648169617,0.015336043117277626
