#{"t_start": 1782062668.7464552, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
-1327.692653,1000,8.435586
-509.750636,1000,15.000994
-390.31139,1000,21.108831
-300.896727,1000,27.461069
-229.592338,1000,33.527913
-192.980927,1000,39.837195
-150.495959,1000,46.2435
-128.008176,1000,52.923155
-100.758971,1000,60.031402
-87.290505,1000,67.184064
-69.046746,1000,73.877018
-57.046538,1000,80.911713
-57.661045,1000,88.144598
-52.345781,1000,95.007848
-46.043989,1000,101.7654
-44.258971,1000,108.536333
-46.745283,1000,114.792354
-44.965502,1000,120.940511
-47.165559,1000,127.692069
-47.336136,1000,134.712066
-46.590518,1000,141.319981
-44.957408,1000,147.486737
-46.416528,1000,153.487196
-45.612505,1000,160.494318
-45.377855,1000,167.784115
-46.718112,1000,174.505922
-43.660604,1000,181.399543
-46.026691,1000,188.582417
-43.666452,1000,195.115401
-42.314574,1000,201.85178
-44.761172,1000,208.238444
-43.166138,1000,215.271348
-42.472878,1000,222.242963
-42.115696,1000,229.490083
-45.71878,1000,236.535361
-43.462967,1000,243.688513
-43.064533,1000,251.017782
-43.379503,1000,257.732528
-45.937113,1000,263.905837
-45.547592,1000,270.144802
-45.786282,1000,276.70263
-43.562244,1000,283.007247
-43.656151,1000,290.146636
-43.193788,1000,296.477448
-44.800744,1000,303.359886
-44.618564,1000,310.51225
-44.948812,1000,317.551666
-44.101142,1000,324.698186
-42.965032,1000,331.780148
-43.982149,1000,338.063813
