#{"t_start": 1781980968.140046, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
-112.52992,1000,3.524475
-106.520407,1000,3.801883
-113.675036,1000,4.075225
-116.034567,1000,4.347123
-122.576596,1000,4.615719
-124.911144,1000,4.886172
-105.865874,1000,5.154745
-126.831924,1000,5.422597
-116.021848,1000,5.693793
-82.611838,1000,5.965238
-100.964691,1000,6.237552
-92.310044,1000,6.510782
-125.542136,1000,6.776186
-119.647548,1000,7.041655
-116.699873,1000,7.308471
-99.737215,1000,7.573245
-137.795761,1000,7.844613
-126.265543,1000,8.118026
-104.172431,1000,8.412307
-97.928439,1000,8.683616
-119.361043,1000,8.951961
-129.578849,1000,9.218304
-108.608759,1000,9.484298
-134.261587,1000,9.751133
-119.661819,1000,10.01514
-96.389209,1000,15.463677
-2.056371,1000,20.567297
37.380925,1000,25.734045
105.539104,1000,30.873774
155.932921,1000,35.728765
208.936504,1000,40.044513
271.786005,1000,44.346397
308.185483,1000,48.691642
337.397973,1000,52.98091
340.691639,1000,57.251295
354.758255,1000,61.559479
376.529036,1000,65.852698
401.364952,1000,70.149969
416.666653,1000,74.448783
426.524476,1000,78.800111
435.273247,1000,83.098236
443.955739,1000,87.434086
452.469555,1000,91.792727
457.908126,1000,96.133049
461.039734,1000,101.02369
463.064861,1000,105.533717
464.635624,1000,110.163028
464.502994,1000,115.181871
468.861122,1000,119.556668
469.907643,1000,124.029829
469.584497,1000,128.54898
470.396926,1000,133.07275
471.908713,1000,137.547971
472.145911,1000,142.409593
473.417721,1000,147.601367
474.71459,1000,152.911752
475.629298,1000,157.431374
475.191592,1000,161.896186
475.609438,1000,166.270203
475.797632,1000,171.080948
475.727703,1000,175.662265
477.283219,1000,180.160852
478.381967,1000,184.537987
477.320294,1000,189.002761
478.694318,1000,193.47977
480.651958,1000,198.05433
479.868449,1000,202.568595
480.286556,1000,207.18052
480.577736,1000,211.730229
478.888245,1000,216.496359
478.951426,1000,221.753851
480.007033,1000,226.555049
480.404435,1000,231.102388
480.885237,1000,235.666026
479.742194,1000,240.189632
481.668879,1000,245.107007
481.244943,1000,250.426007
480.666139,1000,255.639667
481.855526,1000,261.087597
479.350479,1000,266.219341
479.763107,1000,270.768149
481.294199,1000,275.277959
482.894472,1000,279.85764
481.072626,1000,284.520227
481.115717,1000,289.053573
480.530337,1000,294.182472
482.645793,1000,299.47029
481.441619,1000,304.00421
482.181203,1000,308.525114
481.217657,1000,313.220321
482.021134,1000,317.874522
480.516323,1000,322.414123
483.011202,1000,327.110765
482.828772,1000,331.77623
482.388798,1000,336.928886
481.726396,1000,342.286653
483.198586,1000,346.914065
482.638354,1000,351.504589
482.625618,1000,356.13032
483.027935,1000,360.72853
483.028158,1000,365.304338
483.261657,1000,369.937388
481.745124,1000,374.675769
483.552221,1000,379.273753
481.425116,1000,384.180996
484.57231,1000,389.472048
483.866338,1000,394.788997
483.217491,1000,399.857496
483.002732,1000,404.454999
482.740997,1000,409.271632
483.141882,1000,413.95304
483.022477,1000,418.541357
483.437829,1000,423.857982
481.840907,1000,429.094534
484.664443,1000,433.763476
482.97134,1000,438.378381
483.965909,1000,442.973332
482.979409,1000,447.80562
484.057216,1000,453.182699
484.108046,1000,458.118137
482.531583,1000,462.702521
483.65696,1000,467.30037
486.14858,1000,471.889359
484.013316,1000,476.539933
483.406798,1000,481.381142
484.296985,1000,486.529472
484.032296,1000,491.286085
483.877109,1000,496.642814
482.610292,1000,501.774151
483.720206,1000,506.363545
485.115393,1000,511.119439
483.39736,1000,516.440821
484.886448,1000,521.018794
485.131937,1000,526.025521
483.799302,1000,531.423637
484.95046,1000,536.053735
485.195689,1000,540.623001
485.296402,1000,545.211557
485.501827,1000,550.03343
485.66944,1000,554.645901
485.214742,1000,559.237322
486.002737,1000,563.829659
485.927616,1000,568.745758
485.803867,1000,573.469973
485.95939,1000,578.105118
485.860247,1000,583.307696
485.990864,1000,588.689803
486.915662,1000,594.154802
485.812051,1000,599.403298
487.002112,1000,604.014906
487.792313,1000,608.636931
486.808871,1000,613.287772
486.621573,1000,617.998741
487.664243,1000,622.614913
487.1357,1000,627.240188
487.31155,1000,631.864532
487.328597,1000,636.480917
485.633236,1000,641.147073
488.56258,1000,645.825156
485.378973,1000,650.442666
487.950254,1000,655.084618
488.185973,1000,660.142234
487.267971,1000,665.563114
488.035208,1000,670.359988
487.208122,1000,674.972799
488.423124,1000,679.617638
489.144758,1000,684.294962
489.641816,1000,688.896303
488.881915,1000,693.489012
488.851999,1000,698.130573
488.358261,1000,702.781048
487.467356,1000,707.395028
488.256841,1000,712.12925
489.167189,1000,716.773019
489.601154,1000,721.366124
490.125679,1000,726.025689
489.266003,1000,730.629796
488.498831,1000,735.245414
490.500699,1000,739.857535
489.541239,1000,744.414476
490.675558,1000,749.02129
490.996136,1000,753.504807
489.727071,1000,758.001557
489.788877,1000,763.050071
489.35508,1000,768.502439
488.843279,1000,773.987314
490.020864,1000,778.670085
490.634633,1000,783.385609
489.021523,1000,788.002506
489.940446,1000,792.597215
489.601338,1000,797.191728
489.586596,1000,801.807874
490.145402,1000,806.41097
491.029221,1000,811.318512
489.909328,1000,816.095123
490.088227,1000,820.82178
489.093307,1000,825.80775
490.076596,1000,830.413587
490.485954,1000,835.110737
490.726135,1000,839.762671
