#{"t_start": 1782115459.207241, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
-3333.731925,1000,1.396086
-3243.025228,1000,2.026913
-3376.457681,1000,2.457879
-3397.217599,1000,2.835891
-3328.95175,1000,3.219147
-3334.203265,1000,3.574144
-3344.957024,1000,3.983586
-3357.147973,1000,4.344912
-3269.963675,1000,4.663475
-3206.861557,1000,5.077423
-3248.332644,1000,5.494917
-3152.95113,1000,6.06918
-3349.029325,1000,6.410245
-3493.834007,1000,6.804299
-3414.536776,1000,7.383086
-3295.015351,1000,7.688622
-3525.519826,1000,8.182976
-3519.170359,1000,8.495015
-3340.553996,1000,8.801127
-3282.309853,1000,9.15064
