time_s,q_rad,qd_rad_s,q_des_rad,torque_raw_nm,torque_clip_nm,torque_cmd_nm,torque_scale_gain,u_flex_0,u_flex_1,u_flex_2,u_ext_0,u_ext_1,u_ext_2,a_flex_0,a_flex_1,a_flex_2,a_ext_0,a_ext_1,a_ext_2
0.0006871223449707031,-0.030849751085042953,0.013661906123161316,-0.029899263388448734,0.00076134064497197,0.00076134064497197,0.00076134064497197,1.0,0.00032327751266741244,0.00025862201013392996,0.0001939665076004475,0.0,0.0,0.0,0.00016163875633370622,0.00012931100506696498,9.698325380022375e-05,0.0,0.0,0.0
0.010201692581176758,-0.030934972688555717,-0.019796086475253105,-0.015557816115939607,0.0123180529023621,0.0123180529023621,0.0123180529023621,1.0,0.005194939612545535,0.004155951690036429,0.003116963767527321,0.0,0.0,0.0,0.0026782891844396206,0.002142631347551697,0.0016069735106637726,0.0,0.0,0.0
0.020096778869628906,-0.03089236095547676,0.013162631541490555,-0.0006428115766120152,0.024246216696739875,0.024246216696739875,0.024246216696739875,1.0,0.010294235247370652,0.008235388197896522,0.006176541148422392,0.0,0.0,0.0,0.006486262215905136,0.00518900977272411,0.003891757329543082,0.0,0.0,0.0
0.03007030487060547,-0.03089236095547676,-0.009436314925551414,0.01587522547221331,0.03750741392222782,0.03750741392222782,0.03750741392222782,1.0,0.015851350828624516,0.012681080662899611,0.00951081049717471,0.0,0.0,0.0,0.011168806522264825,0.008935045217811861,0.006701283913358896,0.0,0.0,0.0
0.04007148742675781,-0.030807141214609146,0.031713321805000305,0.032587333322913775,0.050872318884631625,0.050872318884631625,0.050872318884631625,1.0,0.021681219880633706,0.01734497590450696,0.01300873192838022,0.0,0.0,0.0,0.016425013201449266,0.013140010561159411,0.009855007920869558,0.0,0.0,0.0
0.05007433891296387,-0.03089236095547676,-0.02197105623781681,0.05041840099897035,0.06528665958012543,0.06528665958012543,0.06528665958012543,1.0,0.027521686079843705,0.022017348863874967,0.016513011647906223,0.0,0.0,0.0,0.021973349640646483,0.01757867971251719,0.013184009784387891,0.0,0.0,0.0
0.060075998306274414,-0.03089236095547676,-0.01238668616861105,0.06851390334701546,0.07986246772286401,0.07986246772286401,0.07986246772286401,1.0,0.03373124868095398,0.02698499894476318,0.020238749208572385,0.0,0.0,0.0,0.02785229916080023,0.022281839328640186,0.01671137949648014,0.0,0.0,0.0
0.0700674057006836,-0.03089236095547676,-0.0180763341486454,0.08734482676423078,0.09504544364435598,0.09504544364435598,0.09504544364435598,1.0,0.04009795055238709,0.03207836044190966,0.02405877033143225,0.0,0.0,0.0,0.03397512485659366,0.027180099885274922,0.020385074913956195,0.0,0.0,0.0
0.0801839828491211,-0.030849751085042953,-0.0007330503431148827,0.10672750721999244,0.11065507737092328,0.11065507737092328,0.11065507737092328,1.0,0.04684801042239115,0.03747840833791292,0.028108806253434687,0.0,0.0,0.0,0.040411567639492406,0.032329254111593916,0.02424694058369544,0.0,0.0,0.0
0.09020423889160156,-0.030849751085042953,-0.01073868665844202,0.12639175777143957,0.12654371932093747,0.12654371932093747,0.12654371932093747,1.0,0.05346594061603515,0.042772752492828116,0.03207956436962109,0.0,0.0,0.0,0.04693875412776378,0.03755100330221102,0.028163252476658265,0.0,0.0,0.0
0.10023975372314453,-0.03076453134417534,0.018987955525517464,0.146373080955476,0.14263773968777219,0.14263773968777219,0.14263773968777219,1.0,0.060632837894217265,0.04850627031537381,0.03637970273653036,0.0,0.0,0.0,0.053785796010990525,0.04302863680879242,0.03227147760659431,0.0,0.0,0.0
0.11020469665527344,-0.030807141214609146,-0.017505550757050514,0.1664406819744329,0.15892315622247377,0.15892315622247377,0.15892315622247377,1.0,0.06705514849145672,0.05364411879316537,0.040233089094874025,0.0,0.0,0.0,0.06042047225122362,0.048336377800978894,0.03625228335073417,0.0,0.0,0.0
0.12019515037536621,-0.03072192147374153,0.022752540186047554,0.18676761234729097,0.17533401426188722,0.17533401426188722,0.17533401426188722,1.0,0.07458921877287225,0.059671375018297806,0.04475353126372335,0.0,0.0,0.0,0.06750484551204794,0.05400387640963835,0.04050290730722876,0.0,0.0,0.0
0.1302018165588379,-0.030807141214609146,-0.009058020077645779,0.2071780352922554,0.19196851358705969,0.19196851358705969,0.19196851358705969,1.0,0.08113655996170122,0.06490924796936098,0.048681935977020724,0.0,0.0,0.0,0.07432070273687458,0.05945656218949967,0.04459242164212474,0.0,0.0,0.0
0.1400754451751709,-0.030807141214609146,-0.03956350311636925,0.2273859508660778,0.20839303913819832,0.20839303913819832,0.20839303913819832,1.0,0.08754123027886562,0.0700329842230925,0.05252473816731937,0.0,0.0,0.0,0.0809309665078701,0.06474477320629608,0.04855857990472205,0.0,0.0,0.0
0.15015125274658203,-0.030636699870228767,0.03606951981782913,0.2479461001375654,0.22498338827989187,0.22498338827989187,0.22498338827989187,1.0,0.09597283346101887,0.07677826676881508,0.05758370007661131,0.0,0.0,0.0,0.08845189998444448,0.07076151998755559,0.05307113999066668,0.0,0.0,0.0
0.16014981269836426,-0.03076453134417534,-0.04044429212808609,0.2682143940105966,0.24159926748282887,0.24159926748282887,0.24159926748282887,1.0,0.10147317591519003,0.08117854073215204,0.06088390554911402,0.0,0.0,0.0,0.09496253794981727,0.07597003035985381,0.05697752276989035,0.0,0.0,0.0
0.17018938064575195,-0.03072192147374153,-0.029470961540937424,0.28845396430073317,0.2580760117043655,0.2580760117043655,0.2580760117043655,1.0,0.10863102368869322,0.08690481895095459,0.06517861421321594,0.0,0.0,0.0,0.10179678081925525,0.0814374246554042,0.061078068491553145,0.0,0.0,0.0
0.1801927089691162,-0.030679309740662575,-0.018020400777459145,0.3082208710699605,0.27419434791409486,0.27419434791409486,0.27419434791409486,1.0,0.11568167687090737,0.0925453414967259,0.06940900612254443,0.0,0.0,0.0,0.1087392288450813,0.08699138307606505,0.0652435373070488,0.0,0.0,0.0
0.19019341468811035,-0.030551480129361153,0.03189815580844879,0.32788396870834147,0.2901809977845962,0.2901809977845962,0.2901809977845962,1.0,0.12368013681060258,0.09894410944848206,0.07420808208636154,0.0,0.0,0.0,0.11620968282784194,0.09296774626227355,0.06972580969670517,0.0,0.0,0.0
0.20008397102355957,-0.030636699870228767,-0.0235028974711895,0.34661065396802965,0.3056077691388791,0.3056077691388791,0.3056077691388791,1.0,0.1287934487165251,0.10303475897322008,0.07727606922991505,0.0,0.0,0.0,0.12250156577218352,0.09800125261774681,0.0735009394633101,0.0,0.0,0.0
0.21016502380371094,-0.030508868396282196,0.032478488981723785,0.36567917821067775,0.3211565114004473,0.3211565114004473,0.3211565114004473,1.0,0.13689935016455573,0.10951948013164459,0.08213961009873344,0.0,0.0,0.0,0.12970045796836963,0.1037603663746957,0.07782027478102177,0.0,0.0,0.0
0.2201533317565918,-0.030636699870228767,-0.04971686005592346,0.3834503136995805,0.3358897719842966,0.3358897719842966,0.3358897719842966,1.0,0.1408195336134235,0.1126556268907388,0.0844917201680541,0.0,0.0,0.0,0.13525999579089656,0.10820799663271724,0.08115599747453794,0.0,0.0,0.0
0.23018503189086914,-0.03046625852584839,0.027025217190384865,0.401298652288187,0.35046385469049146,0.35046385469049146,0.35046385469049146,1.0,0.1492262230290908,0.11938097842327267,0.0895357338174545,0.0,0.0,0.0,0.14224310940999368,0.11379448752799495,0.08534586564599622,0.0,0.0,0.0
