time_s,target_right_rad,actual_right_rad,torque_right_nm,right_flex,right_ext,target_left_rad,actual_left_rad,torque_left_nm,left_flex,left_ext
0.0,-0.00011691116769094612,-4.134026803501918e-06,-0.000693622302066898,8.183781738366228e-05,0.0,0.0,-3.757240569918036e-06,-0.0001208409492277486,0.0,0.0
0.01,0.010330123424831429,2.3954710464847718e-05,0.05043924397134312,0.0,0.0072339802161444505,0.0,-8.658925902714787e-06,-0.0001024056013624443,0.0,2.630068398942625e-06
0.02,0.020690253406756048,0.00014774732650830796,0.10729565453873534,0.0,0.01446640908740384,0.0,-1.2516046329902558e-05,-7.605969042487261e-05,0.0,6.06124813190035e-06
0.03,0.03067499989498059,0.0006106139447278544,0.16172760509150422,0.0,0.021369076797930597,0.0,-1.5733775237054022e-05,-5.3850632842053156e-05,0.0,8.761232430931789e-06
0.04,0.040614408538753366,0.0016671060757483046,0.21226076652264395,0.0,0.028002656215817857,0.0,-2.0169382397616074e-05,-3.528846298869563e-05,0.0,1.1013642665937815e-05
0.05,0.050083881914268207,0.003521058303509292,0.2550539755332901,0.0,0.03389174308696393,0.0,-2.687220249080196e-05,-1.1201863126170881e-05,0.0,1.411856767833125e-05
0.06,0.05955335528978305,0.006325538749916749,0.2908762165661591,0.0,0.03922260789039162,0.0,-3.5926736842648266e-05,2.4700584443554632e-05,0.0,1.8810541743561372e-05
0.07,0.06846139646755374,0.01017455306884158,0.3168119228251946,0.0,0.043495100402345895,0.0,-4.6889952512489216e-05,7.36185791946481e-05,0.0,2.5148715789853785e-05
0.08,0.07736261172194747,0.01510760024882047,0.33523603590408246,0.0,0.047031641057174126,0.0,-5.9136306357146084e-05,0.00013352743597335202,0.0,3.282296675874245e-05
0.09,0.0857121705396961,0.021109038066859355,0.3445888828549586,0.0,0.04942319920361294,0.0,-7.201798771361647e-05,0.00020110375066648248,0.0,4.139541445000226e-05
0.1,0.09399214266455713,0.02811736511743226,0.34767694571604374,0.0,0.051018173218388446,0.0,-8.494480534748959e-05,0.00027275212390426263,0.0,5.041259139953153e-05
0.11,0.10174083111555474,0.03602955832944969,0.34387995227752227,0.0,0.05153642619868573,0.0,-9.740964653143284e-05,0.00034512616272683577,0.0,5.9461363743242705e-05
0.12,0.10934657510247155,0.04471163845263944,0.3357866373208267,0.0,0.05132191174111529,0.0,-0.00010900602193577574,0.0004153186783448341,0.0,6.818675257200298e-05
0.13,0.11645200517998859,0.054004548193491465,0.32323667485933616,0.0,0.050218256709144406,0.0,-0.00011942745711061343,0.0004809718417984619,0.0,7.630421535504301e-05
0.14,0.12333053602054957,0.06373318938650203,0.30819707096783794,0.0,0.04852819147894066,0.0,-0.0001284651975969131,0.0005402877098308263,0.0,8.35992199774294e-05
0.15,0.12975031971785705,0.07371208208329517,0.2907689756875966,0.0,0.04621199123194851,0.0,-0.0001359977322744424,0.0005920186436492885,0.0,8.992563831783917e-05
0.16,0.13584865240365068,0.0837518391526276,0.2721670647444567,0.0,0.04349559922424885,0.0,-0.0001419790979069824,0.0006354137985108847,0.0,9.519841259210967e-05
0.17,0.14154040171401913,0.09366432870237609,0.25278091276426257,0.0,0.04045199379297407,0.0,-0.0001464283106671722,0.000670155562046788,0.0,9.938536853488768e-05
0.18,0.14680555123663377,0.10326656781149489,0.2330808914168708,0.0,0.037198855773980376,0.0,-0.0001494159261527026,0.0006962990677101555,0.0,0.00010249981746702054
0.19,0.15172687815333405,0.11238580341416957,0.21388312592489436,0.0,0.03392221723928741,0.0,-0.00015105881473686703,0.0007141987774135062,0.0,0.00010459114830689181
0.2,0.15610585950435826,0.12086109298694177,0.19493883667219783,0.0,0.030604039263132085,0.0,-0.00015150696921402944,0.0007244736709740648,0.0,0.00010574117031580691
0.21,0.1602143760206611,0.12854887999494793,0.17766095234254414,0.0,0.02754729812360353,0.0,-0.00015094456615719602,0.0007279379166210688,0.0,0.0001060548784498206
0.22,0.16365420419168317,0.1353224100512255,0.16105382190532935,0.0,0.02457372693771466,0.0,-0.00014957566989582476,0.000725597514935708,0.0,0.00010566119631003721
0.23,0.16690752230085934,0.141078274953041,0.1472890913950596,0.0,0.022109578574743688,0.0,-0.00014763100877127048,0.0007185797620990283,0.0,0.00010470296892707733
0.24,0.16935521228346778,0.14573350714240438,0.1345103518705423,0.0,0.019793856131298738,0.0,-0.00014535016764555123,0.000708157728060521,0.0,0.00010334170613988933
