time_s,target_right_rad,actual_right_rad,torque_right_nm,right_flex,right_ext,target_left_rad,actual_left_rad,torque_left_nm,left_flex,left_ext
0.0,-0.00011691116769094612,-7.063779160687509e-06,-0.000857235821695769,0.00010522005092185152,0.0,0.0,-6.5959194639605775e-06,-0.00012083683873550808,0.0,0.0
0.01,0.010330123424831429,2.520891072705923e-05,0.06490122884610632,0.0,0.009303468483592904,0.0,-1.527717890544401e-05,-7.923162647753809e-05,0.0,5.9363275175645195e-06
0.02,0.020690253406756048,0.00023988965134517224,0.1378007506641627,0.0,0.018598540046426092,0.0,-2.1050712748762337e-05,-1.9293403591851555e-05,0.0,1.374946101489961e-05
0.03,0.03067499989498059,0.0009201811470477521,0.2065786162127228,0.0,0.027391599219271878,0.0,-2.4133302216986057e-05,2.4589117577097545e-05,0.0,1.8945641473886104e-05
0.04,0.040614408538753366,0.002327365899473589,0.2691058564885746,0.0,0.03572480465253505,0.0,-2.7879074993294962e-05,4.9511840782910614e-05,0.0,2.1719971995287453e-05
0.05,0.050083881914268207,0.004661879475033525,0.32052725196471155,0.0,0.042980864413315154,0.0,-3.4343159375315184e-05,7.626141760577893e-05,0.0,2.5091167493965465e-05
0.06,0.05955335528978305,0.00806529925873976,0.36204517514979545,0.0,0.04940232823327457,0.0,-4.3954307809517315e-05,0.0001203887191210989,0.0,3.090884343778367e-05
0.07,0.06846139646755374,0.012612928235800208,0.39026997288715987,0.0,0.05435648748793258,0.0,-5.625422792016682e-05,0.00018653900474404717,0.0,3.9558877028565585e-05
0.08,0.07736261172194747,0.018320201040879183,0.40856605198129775,0.0,0.05827471513753254,0.0,-7.04197703331359e-05,0.00027240077372047203,0.0,5.0628805128150135e-05
0.09,0.0857121705396961,0.02514340259831758,0.4152954131808646,0.0,0.060652772548935224,0.0,-8.558650372394601e-05,0.00037249103565858266,0.0,6.33777932998223e-05
0.1,0.09399214266455713,0.03299073193398119,0.4142848771579671,0.0,0.0619638660596156,0.0,-0.00010096380075723739,0.00048066906518034086,0.0,7.702785335155142e-05
0.11,0.10174083111555474,0.04172783339099559,0.4049654288095184,0.0,0.06187508926341619,0.0,-0.00011590692409502804,0.000591178090157644,0.0,9.086742068151365e-05
0.12,0.10934657510247155,0.051189697340832986,0.3907393170866648,0.0,0.06085686754032836,0.0,-0.000129912115601873,0.0006992303546825324,0.0,0.00010431623168552524
0.13,0.11645200517998859,0.0611873609819066,0.3714835222821209,0.0,0.05873607705524004,0.0,-0.0001426267120727767,0.0008010499100330728,0.0,0.00011692090404168571
0.14,0.12333053602054957,0.07151780388171476,0.3497094978198295,0.0,0.05592885753477867,0.0,-0.00015382288379269776,0.0008939413702469772,0.0,0.00012836404086549903
0.15,0.12975031971785705,0.08197014831682163,0.32554992061065396,0.0,0.052409264252528065,0.0,-0.00016339065660607628,0.0009761328765620666,0.0,0.000138440595413428
0.16,0.13584865240365068,0.09233268960457705,0.3005342496714303,0.0,0.048490653678146145,0.0,-0.00017131188311929696,0.001046711910098887,0.0,0.00014705159094546865
0.17,0.14154040171401913,0.10239854068070099,0.2751553391972326,0.0,0.04428694089849788,0.0,-0.00017764764540844388,0.0011054527726812949,0.0,0.00015418069480736726
0.18,0.14680555123663377,0.11196997288767221,0.25002296694156,0.0,0.039966309500339504,0.0,-0.00018252008691967174,0.0011527149546180994,0.0,0.0001598828808675995
0.19,0.15172687815333405,0.12086411484473883,0.22621503247398259,0.0,0.03578121473909565,0.0,-0.00018609817643283201,0.001189316070173195,0.0,0.00016426807822770458
0.2,0.15610585950435826,0.12891495846944953,0.2034676842851266,0.0,0.03171757019365749,0.0,-0.0001885896373314986,0.0012164260691362849,0.0,0.0001674883587895488
0.21,0.1602143760206611,0.13597977159032817,0.18368175527570174,0.0,0.028169475796090415,0.0,-0.00019022441688397156,0.0012355024457183987,0.0,0.00016973067359834875
0.22,0.16365420419168317,0.1419388423003742,0.16565716003635786,0.0,0.024906989341219495,0.0,-0.00019125577380990202,0.0012481787352261373,0.0,0.00017120197519557442
0.23,0.16690752230085934,0.14670301135281114,0.15231207484285744,0.0,0.02247181200043662,0.0,-0.00019193851753604758,0.0012562565092342805,0.0,0.0001721301964289118
0.24,0.16935521228346778,0.1502107321817063,0.1412934639136569,0.0,0.02038698083759098,0.0,-0.00019253734632338124,0.0012615684468170647,0.0,0.00017274466578244283
0.25,0.171710943978788,0.15243673605366045,0.13665654257472726,0.0,0.019350190617373527,0.0,-0.00019329666397245875,0.0012660121449097686,0.0,0.00017328361169104313
0.26,0.1731135107645712,0.15339931539956092,0.13451642039184053,0.0,0.01860909723981968,0.0,-0.00019445870952513754,0.0012713662747894188,0.0,0.00017396699757521287
0.27,0.17451607755035445,0.15447375004279865,0.13607470930914223,0.0,0.019005085935714174,0.0,0.0008331970516141041,0.001246740788984763,0.0,0.0001750128385726238
0.28,0.17483422086211478,0.15439272462694512,0.13491983858635212,0.0,0.01832442373738452,0.0,0.0012622924498217245,-0.005263193106649676,0.0007498773464526937,0.0
0.29,0.17513917969394777,0.15307297383655225,0.14042653204036543,0.0,0.018671809560302385,0.0,0.001272224696499669,-0.008725111720351394,0.001136063204839552,0.0
0.3,0.17442464688180706,0.15087875786652286,0.14713331121800982,0.0,0.019216505740729334,0.0,0.0011713857466838804,-0.009193617526279212,0.0011450022268497022,0.0
