time_s,hip_pos_target_r,hip_pos_target_l,hip_pos_r,hip_pos_l,hip_vel_target_r,hip_vel_target_l,hip_vel_r,hip_vel_l,pid_output_r,pid_output_l,agent_torque_r,agent_torque_l,combined_torque_r,combined_torque_l
0.0,0.0,0.0,0.025566091760993004,-0.02373385615646839,1.6710131783785793,0.0,0.036056093871593475,0.077323317527771,-0.05113218352198601,0.04746771231293678,0.988692045211792,-0.816831111907959,0.937559861689806,-0.7693633995950222
0.01,0.016710131783785793,0.0,0.02565131150186062,-0.0237764660269022,1.6710131783785793,0.0,-0.007976996712386608,0.06948527693748474,0.14836676099303214,0.04797903075814247,0.8502065539360046,-0.7968387603759766,0.9985733149290368,-0.7488597296178341
0.02,0.033420263567571586,0.0,0.02565131150186062,-0.0237764660269022,1.733219752188944,0.0,-0.007976996712386608,0.06948527693748474,0.1826392219692799,0.0475529320538044,0.9032007455825806,-0.855133056640625,1.0858399675518604,-0.8075801245868206
0.03,0.051374526827564666,0.0,0.025693921372294426,-0.02394690550863743,1.8023381675337942,0.0,0.0013417338486760855,-0.005909058731049299,0.2304777448061332,0.04959820583462715,0.9129253029823303,-0.8986058235168457,1.1434030477884636,-0.8490076176822186
0.04,0.06946702691824747,0.0,0.025693921372294426,-0.02394690550863743,1.8519230650782323,0.0,0.0013417338486760855,-0.005909058731049299,0.2684712119987341,0.04789381101727486,0.9291936755180359,-0.9285502433776855,1.19766488751677,-0.8806564323604107
0.05,0.08841298812912933,0.0,0.025693921372294426,-0.02394690550863743,1.905264385090676,0.0,0.0013417338486760855,-0.005909058731049299,0.3148977456224885,0.04789381101727486,0.9440326690673828,-0.94991135597229,1.2589304146898712,-0.9020175449550152
0.06,0.10757231462006098,0.0,0.025693921372294426,-0.024032125249505043,1.9422276063692152,0.0,0.00579719478264451,-0.04303758963942528,0.3553500514048496,0.048916447907686234,0.9565325975418091,-0.965442419052124,1.3118826489466586,-0.9165259711444378
0.07,0.12725754025651365,0.0,0.025693921372294426,-0.024032125249505043,1.9797918310492921,0.0,0.00579719478264451,-0.04303758963942528,0.39997949413296513,0.048064250499010086,0.9664202928543091,-0.9752521514892578,1.3663997869872742,-0.9271879009902477
0.08,0.14716815124104682,0.0,0.025693921372294426,-0.024032125249505043,2.0041333760619144,0.0,0.00579719478264451,-0.04303758963942528,0.4420545695828365,0.048064250499010086,0.9737528562545776,-0.9813189506530762,1.4158074258374143,-0.9332547001540661
0.09,0.1673402077777519,0.0,0.02594958245754242,-0.024159956723451614,2.025920505409574,0.0,0.09503712505102158,-0.07018537819385529,0.48194520515498995,0.04959822818636894,0.9813722968101501,-0.9850335121154785,1.46331750196514,-0.9354352839291096
0.1,0.1876865613492383,0.0,0.02594958245754242,-0.024159956723451614,2.037640374156288,0.0,0.09503712505102158,-0.07018537819385529,0.5269374934982558,0.04831991344690323,0.9835497736930847,-0.9873096942901611,1.5,-0.9389897808432579
0.11,0.20809301526087767,0.0,0.02594958245754242,-0.024159956723451614,2.0436504081715867,0.0,0.09503712505102158,-0.07018537819385529,0.5683514047230642,0.04831991344690323,0.9851706624031067,-0.9892827272415161,1.5,-0.9409628137946129
0.12,0.22855956951267,0.0,0.026929616928100586,-0.025267820805311203,2.0427486006523736,0.0,0.2547335922718048,-0.3336751461029053,0.5981251029814805,0.06161428242921829,0.9890310764312744,-0.9912817478179932,1.5,-0.9296674653887749
0.13,0.24894798727392514,0.0,0.0328950397670269,-0.032383717596530914,2.0329815393353012,0.0,0.6032402515411377,-0.762560248374939,0.5763358442370847,0.13592640310525894,0.9924831390380859,-0.9979699850082397,1.5,-0.8620435819029808
0.14,0.26921920029937607,0.0,0.037369102239608765,-0.0405222587287426,2.019458055550194,0.0,0.5397029519081116,-0.7621651887893677,0.6216717016482253,0.16242992877960205,0.9922212362289429,-0.9980933666229248,1.5,-0.8356634378433228
0.15,0.289337148384929,0.0,0.046487677842378616,-0.04491110146045685,1.9939138989006597,0.0,1.011009693145752,-0.376024454832077,0.5956926659129318,0.13371063023805618,0.9958820939064026,-0.997208833694458,1.5,-0.8634982034564018
0.16,0.30909747827738926,0.0,0.05858895927667618,-0.049896489828825,1.9677687388496476,0.0,1.3098472356796265,-0.6740153431892395,0.5776075225830529,0.14964686334133148,0.9981229305267334,-0.9994964599609375,1.5,-0.849849596619606
0.17,0.328692523161922,0.0,0.07128679007291794,-0.05952638387680054,1.9264474868677812,0.0,1.1634663343429565,-1.040285587310791,0.5837836070609178,0.21535170823335648,0.9970349073410034,-0.9997292757034302,1.5,-0.7843775674700737
0.18,0.34762642801474486,0.0,0.08266369998455048,-0.07213898748159409,1.887680650550859,0.0,1.1591145992279053,-1.1930965185165405,0.6054954054722921,0.27040401101112366,0.9970861673355103,-0.9997907876968384,1.5,-0.7293867766857147
0.19,0.3664461361729392,0.0,0.09817378968000412,-0.0810445174574852,1.8305823032365787,0.0,1.7429609298706055,-0.7517868876457214,0.5696408776132771,0.25114433467388153,0.9993987083435059,-0.9999396800994873,1.5,-0.7487953454256058
0.2,0.38423807407947647,0.0,0.11632571369409561,-0.08781952410936356,1.7791937906537285,0.0,1.7142512798309326,-0.7340453267097473,0.5322248596952195,0.24338911473751068,0.9992194771766663,-0.9999357461929321,1.5,-0.7565466314554214
0.21,0.40203001198601374,0.0,0.1315375417470932,-0.09770508110523224,1.706318348007077,0.0,1.5193177461624146,-1.105303168296814,0.5667860390132379,0.2942657321691513,0.9988914728164673,-0.9998676776885986,1.5,-0.7056019455194473
0.22,0.41836444103961795,0.0,0.14960424602031708,-0.11031768471002579,1.6334429053604183,0.0,1.9184595346450806,-1.2414264678955078,0.5201976378424051,0.34676140546798706,0.999878466129303,-0.9999637603759766,1.5,-0.6532023549079895
0.23,0.43469887009322217,0.0,0.17048323154449463,-0.1209276095032692,1.556675915030631,0.0,2.168867588043213,-0.9428430199623108,0.4829857123917217,0.3479544669389725,0.9999438524246216,-0.9999849796295166,1.4829295648163434,-0.6520305126905441
0.24,0.4494979593402306,0.0,0.19097870588302612,-0.12940704822540283,1.4713792591086552,0.0,1.9958451986312866,-0.9216380715370178,0.4600746559991786,0.34360848367214203,0.9998533725738525,-0.9999713897705078,1.4599280285730312,-0.6563629060983658
