time_s,hip_pos_target_r,hip_pos_target_l,hip_pos_r,hip_pos_l,hip_vel_target_r,hip_vel_target_l,hip_vel_r,hip_vel_l,pid_output_r,pid_output_l,agent_torque_r,agent_torque_l,combined_torque_r,combined_torque_l
4.76837158203125e-07,0.5585056516283676,-0.17517329854257385,0.04439977928996086,-0.1674152910709381,0.10515986216849982,0.6724821198226587,0.011703993193805218,-0.045616090297698975,0.4626952851045661,0.0069822067244721675,0.0,0.0,0.4626952851045661,0.0069822067244721675
0.20656919479370117,0.5802283895370014,-0.03625952920210892,0.04444238916039467,-0.16728746891021729,-0.3573179364493626,1.3365083285451291,0.01794041134417057,0.02613188326358795,0.48220740033894605,-0.11792514573729752,0.0,0.0,0.48220740033894605,-0.11792514573729752
0.20843982696533203,0.5795521447566271,-0.033748165151194345,0.04444238916039467,-0.1673300713300705,-0.36150601418597716,1.342521575861232,0.016123846173286438,0.013178345747292042,0.48159878003660916,-0.12022371556098856,0.0,0.0,0.48159878003660916,-0.12022371556098856
0.20987844467163086,0.5790320758036857,-0.03181678984107217,0.04439977928996086,-0.16745789349079132,-0.39902769310947406,1.4147477483243733,-0.0024258943740278482,-0.04991653561592102,0.48116906686235233,-0.12207699328474723,0.0,0.0,0.48116906686235233,-0.12207699328474723
0.2114717960357666,0.5783300689369976,-0.029435140056471024,0.04439977928996086,-0.16745789349079132,-0.44382280342935587,1.5009746831602708,-0.0024258943740278482,-0.04991653561592102,0.48053726068233305,-0.12422047809088828,0.0,0.0,0.48053726068233305,-0.12422047809088828
0.21309256553649902,0.5776053965995999,-0.026992131096676586,0.044314559549093246,-0.16728746891021729,-0.4471162229238814,1.5073142471464607,-0.03759884834289551,0.02360748127102852,0.479961753345456,-0.12626580403218662,0.0,0.0,0.479961753345456,-0.12626580403218662
0.21455144882202148,0.5769531062152903,-0.024793135535484744,0.044484999030828476,-0.16720224916934967,-0.4471162229238814,1.5073142471464598,0.019793188199400902,0.06280595064163208,0.47922129646601563,-0.12816820227047845,0.0,0.0,0.47922129646601563,-0.12816820227047845
0.2163372039794922,0.5761546661142152,-0.022101441344713882,0.044655438512563705,-0.16745789349079132,-0.4471162229238814,1.5073142471464633,0.04068564251065254,-0.051077619194984436,0.47834930484148636,-0.13082080693146972,0.0,0.0,0.47834930484148636,-0.13082080693146972
0.21795344352722168,0.5754320191922941,-0.01966526044761966,0.04499632120132446,-0.16745789349079132,-0.44711622292390985,1.5073142471464607,0.10340914875268936,-0.02973748743534088,0.4773921281918727,-0.1330133697388545,0.0,0.0,0.4773921281918727,-0.1330133697388545
0.21942901611328125,0.5747722667509652,-0.017441108865953327,0.04542241990566254,-0.16750051081180573,-0.447116222923853,1.5073142471464616,0.17931661009788513,-0.03145238012075424,0.4764148621607724,-0.13505346175126717,0.0,0.0,0.4764148621607724,-0.13505346175126717
0.22092914581298828,0.5741015344257363,-0.015179941997017374,0.04542241990566254,-0.16750051081180573,-0.44711622292390985,1.5073142471464624,0.17931661009788513,-0.03145238012075424,0.4758112030680664,-0.1370885119333095,0.0,0.0,0.4758112030680664,-0.1370885119333095
0.22238731384277344,0.5734495638438704,-0.012982024550988722,0.04563547298312187,-0.16762833297252655,-0.4471162229238814,1.5073142471464624,0.13415221869945526,-0.05137072876095772,0.47503268177467367,-0.13918167757938404,0.0,0.0,0.47503268177467367,-0.13918167757938404
0.2239687442779541,0.5727424806408756,-0.010598311925169877,0.04614679515361786,-0.16762833297252655,-0.4471162229238246,1.5073142471464602,0.20427864789962769,-0.026299554854631424,0.473936116938532,-0.141327018942621,0.0,0.0,0.473936116938532,-0.141327018942621
0.22541332244873047,0.5720965863054398,-0.008420878667241886,0.04614679515361786,-0.16762833297252655,-0.447116222923853,1.5073142471464607,0.20427864789962769,-0.026299554854631424,0.47335481203663976,-0.1432867088747562,0.0,0.0,0.47335481203663976,-0.1432867088747562
0.22688508033752441,0.5714385394771438,-0.0062024770331125766,0.046530287712812424,-0.16771355271339417,-0.44711622292390985,1.5073142471464605,0.20837676525115967,-0.04692350700497627,0.4724174265878983,-0.14535996811225343,0.0,0.0,0.4724174265878983,-0.14535996811225343
0.22812128067016602,0.5708858142536358,-0.0043391346593946965,0.04674333706498146,-0.16771355271339417,-0.44711622292393827,1.5073142471464622,0.17888759076595306,-0.03828512132167816,0.47172822946978893,-0.14703697624859952,0.0,0.0,0.47172822946978893,-0.14703697624859952
0.22946429252624512,0.5702853318652038,-0.002314793754640051,0.04674333706498146,-0.16771355271339417,-0.4471162229238246,1.5073142471464627,0.17888759076595306,-0.03828512132167816,0.4711877953202001,-0.1488588830628787,0.0,0.0,0.4711877953202001,-0.1488588830628787
0.23099946975708008,0.5695989292202341,-7.992427076622399e-07,0.0469990000128746,-0.16775617003440857,-0.487386671312521,1.5885617161336079,0.10493317246437073,-0.0434374138712883,0.47033993628662357,-0.15097983371253082,0.0,0.0,0.47033993628662357,-0.15097983371253082
