#{"t_start": 1780748593.0751226, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
997.759529,1000,1.014825
996.185499,1000,1.249347
997.382115,1000,1.481621
1005.171662,1000,1.714008
993.048689,1000,1.949503
990.041319,1000,2.18245
1007.650861,1000,2.416823
985.635014,1000,2.658473
990.199397,1000,2.910085
1004.043572,1000,3.147864
988.614649,1000,7.812586
995.771972,1000,11.803233
999.913881,1000,15.813747
1026.13491,1000,19.834783
1043.499991,1000,23.936371
1071.571953,1000,27.979011
1088.915056,1000,32.02897
1112.130085,1000,36.082792
1126.193139,1000,40.13767
1141.375517,1000,44.192494
1153.858977,1000,48.247019
1158.373165,1000,52.300851
1158.345503,1000,56.354763
1158.969241,1000,60.412016
1158.496132,1000,64.4673
1161.064205,1000,68.518256
1162.615889,1000,72.881998
1160.411512,1000,77.553907
1161.444897,1000,82.229929
1163.945509,1000,86.909192
1166.894489,1000,91.498198
1164.474605,1000,95.55166
1171.169847,1000,99.627744
1168.702144,1000,103.685136
1170.572656,1000,107.746042
1171.933276,1000,111.853764
1169.725894,1000,115.933239
1168.979158,1000,119.999331
1171.129384,1000,124.185573
1172.740517,1000,128.403972
1170.741523,1000,133.013753
1170.898968,1000,137.721187
1170.34137,1000,142.415184
1170.622676,1000,147.120977
1171.223054,1000,151.843253
1171.512436,1000,156.554068
1173.243884,1000,161.051585
1173.195082,1000,165.509085
1174.940093,1000,169.872551
1176.636834,1000,174.593328
1175.486265,1000,179.327999
1175.877172,1000,184.051074
1176.632236,1000,188.777676
1175.758747,1000,193.505047
1176.096236,1000,198.232911
1175.738923,1000,202.966917
1175.567572,1000,207.69578
1175.779165,1000,212.42943
1175.91544,1000,217.151195
1177.591097,1000,221.884365
1177.833456,1000,226.617992
1177.411704,1000,231.356899
1176.854448,1000,236.091156
1177.041324,1000,240.829801
1177.741437,1000,245.556473
1178.572057,1000,250.306814
1177.563907,1000,255.042663
1179.194115,1000,259.780936
1178.888783,1000,264.516288
1177.74584,1000,269.255275
1178.969735,1000,273.998854
1178.581209,1000,278.73139
1178.643757,1000,283.481815
1178.564675,1000,288.255718
1179.134346,1000,293.012671
1178.597608,1000,297.77007
1178.408443,1000,302.526567
1178.537441,1000,307.277656
1179.114485,1000,312.029712
1180.403218,1000,316.772104
1179.464675,1000,321.546912
1179.75602,1000,325.895077
1179.779088,1000,330.115871
1177.956147,1000,334.338454
1179.478772,1000,338.564602
1179.170847,1000,342.788082
1179.252623,1000,347.014403
1178.556423,1000,351.49908
1180.059971,1000,356.241906
1179.777647,1000,360.464686
1178.012965,1000,364.707362
1178.764947,1000,368.931219
1179.746619,1000,373.674808
1180.649996,1000,378.432703
1178.961575,1000,383.185637
1178.55843,1000,387.938362
1179.369171,1000,392.7052
1179.260423,1000,397.453398
1178.91932,1000,402.197313
1179.195978,1000,406.946159
1178.894735,1000,411.458487
1178.433369,1000,415.846737
1179.376869,1000,420.085417
1179.841183,1000,424.717835
1179.61827,1000,429.473683
1178.529222,1000,434.222093
1177.838165,1000,438.979009
1178.451641,1000,443.726971
1177.666646,1000,448.477326
1178.2134,1000,453.230254
1179.298908,1000,457.983873
1179.068957,1000,462.72741
1177.644404,1000,467.462196
1179.353087,1000,472.192853
1180.246441,1000,476.919258
1178.589392,1000,481.654391
1179.796846,1000,486.387102
1180.097482,1000,491.119606
1181.07761,1000,495.840296
1179.63455,1000,500.566665
1180.84919,1000,505.3239
1179.782981,1000,510.056413
1180.153385,1000,514.783284
1180.5922,1000,519.519919
1180.634858,1000,524.255528
1181.167656,1000,528.986651
1181.068348,1000,533.708883
1181.221258,1000,538.008003
1181.999199,1000,542.732784
1181.01247,1000,547.464033
1181.465087,1000,552.187903
1180.891502,1000,556.912464
1181.922789,1000,561.63575
1182.064118,1000,566.382172
1181.925401,1000,571.101954
1181.164461,1000,575.828669
1182.277365,1000,580.553177
1181.893556,1000,585.277861
1182.562871,1000,590.01347
1182.247408,1000,594.730136
1181.444271,1000,599.450925
1182.836401,1000,604.178594
1181.844225,1000,608.907233
1182.406623,1000,613.626411
1182.837121,1000,617.992241
1182.286153,1000,622.223179
1182.922213,1000,626.454432
1182.805566,1000,630.790108
1182.853575,1000,635.038729
1183.127009,1000,639.262985
1183.0401,1000,643.546573
1183.012404,1000,647.786318
1182.520796,1000,652.035024
1183.552982,1000,656.259073
1182.517735,1000,660.482902
1183.341143,1000,664.85857
1182.865737,1000,669.585007
1183.052384,1000,674.309594
1182.338762,1000,678.804151
1183.472396,1000,683.036029
1183.085696,1000,687.384889
1183.279248,1000,691.605837
1182.905937,1000,696.174098
1183.125145,1000,700.485138
1183.309123,1000,704.702954
1182.666409,1000,708.964139
1183.469091,1000,713.696966
1183.297905,1000,718.429739
1182.835745,1000,722.881857
1183.381235,1000,727.374836
1182.957101,1000,732.100399
1183.599233,1000,736.492433
1183.816836,1000,741.176443
1183.804007,1000,745.392018
1183.895295,1000,749.61727
1183.665942,1000,753.83422
1183.560871,1000,758.041596
1183.137703,1000,762.248206
1183.852151,1000,766.464263
1183.707976,1000,770.674699
1183.894098,1000,774.894968
1183.576459,1000,779.112942
1183.331465,1000,783.320536
1183.713044,1000,787.529557
1183.345895,1000,791.739742
1183.107103,1000,795.956173
1183.476931,1000,800.175293
1184.067951,1000,804.398359
1183.96029,1000,808.630362
1184.016431,1000,812.945826
1183.805154,1000,817.166852
1184.140928,1000,821.382523
1183.347057,1000,825.743585
1182.920842,1000,829.955841
1183.37122,1000,834.215922
1184.150573,1000,838.520346
1184.246452,1000,843.241134
1183.025544,1000,847.727469
1183.773182,1000,852.218566
1183.483989,1000,856.948977
1183.794909,1000,861.672473
1183.51382,1000,866.401909
1183.82852,1000,871.267263
1183.983354,1000,875.778367
1183.707472,1000,880.012725
1183.472148,1000,884.240594
1183.912101,1000,888.462262
1183.782472,1000,892.76453
1183.392611,1000,897.013824
1183.476408,1000,901.238358
1183.796133,1000,938.9014
1183.205439,1000,943.028686
1183.841793,1000,947.182549
1183.527831,1000,951.465851
1183.942621,1000,955.562236
1183.481629,1000,959.873189
