time_s,q_l_rad,q_r_rad,qd_l_rad_s,qd_r_rad_s,q_des_l_rad,q_des_r_rad,applied_torque_l_nm,applied_torque_r_nm
2.384185791015625e-07,-0.03459944576025009,-0.019984161481261253,0.046242084354162216,0.00869376678019762,0.0,-0.00011666209097660872,-0.0001208440733706925,0.0006924274986873605
0.01005697250366211,-0.034684665501117706,-0.02002677135169506,-0.019278258085250854,-0.023128530010581017,0.0,0.010389147679164941,-0.00011313411113846165,-0.05074805396027926
0.02007269859313965,-0.034684665501117706,-0.019941551610827446,-0.00019810264348052442,0.0153057174757123,0.0,0.020762841109011044,-0.0001012561057859754,-0.10762236131203826
0.030055999755859375,-0.034727275371551514,-0.019856330007314682,-0.019850218668580055,0.06972775608301163,0.0,0.030730660340724376,-8.783907185955619e-05,-0.16161547662331424
0.040078163146972656,-0.03476988524198532,-0.020111992955207825,-0.03473522141575813,-0.029102345928549767,0.0,0.040688424922673765,-6.740901975571066e-05,-0.2111411904642799
0.05008959770202637,-0.03459944576025009,-0.020069383084774017,0.02812482975423336,0.022207416594028473,0.0,0.05016872621965281,-3.470996875536784e-05,-0.25180134238569896
0.060149192810058594,-0.034727275371551514,-0.020282434299588203,-0.024772463366389275,-0.032070863991975784,0.0,0.05968625685932598,1.179922244580807e-05,-0.28438127763527404
0.07015013694763184,-0.034727275371551514,-0.020282434299588203,-0.019861025735735893,0.01752486824989319,0.0,0.06859503659640459,6.968632525029649e-05,-0.305912098535829
0.08015084266662598,-0.03459944576025009,-0.02032504417002201,0.027921514585614204,0.013740413822233677,0.0,0.07748855869366944,0.00013570192117391962,-0.31917113076954085
0.09015536308288574,-0.03481249511241913,-0.020410262048244476,-0.06598781794309616,0.010940361768007278,0.0,0.08584081073924875,0.00020598584499945214,-0.3230581842937346
0.10014820098876953,-0.0346420556306839,-0.020623313263058662,0.02591550722718239,-0.0523509606719017,0.0,0.09410697899356761,0.000276577540813592,-0.32063922888879953
0.11014175415039062,-0.034684665501117706,-0.020452873781323433,0.011739171110093594,0.049051132053136826,0.0,0.10184864569325014,0.00034420426978740333,-0.3116539996436072
0.12015748023986816,-0.034684665501117706,-0.020538093522191048,0.002701099496334791,0.003945664037019014,0.0,0.10945847158576893,0.0004061199605219423,-0.29875755427363154
0.13005685806274414,-0.0346420556306839,-0.020538093522191048,0.018522348254919052,-0.00024139143351931125,0.0,0.1164911151738006,0.00045946681707621215,-0.28219302924799966
0.14015889167785645,-0.03476988524198532,-0.020623313263058662,-0.037584833800792694,-0.044619280844926834,0.0,0.12343254104086362,0.0005040937830469084,-0.26331578757703195
0.15016436576843262,-0.03451422601938248,-0.020623313263058662,0.08726456016302109,-0.04003646969795227,0.0,0.12985055543166288,0.0005376919198774664,-0.24280986745894176
0.16015625,-0.03481249511241913,-0.020623313263058662,-0.05104251578450203,-0.04620368406176567,0.0,0.1359375859866252,0.0005601974961566993,-0.2216815141373181
0.1701803207397461,-0.034684665501117706,-0.02049548365175724,0.0015635705785825849,0.0220880676060915,0.0,0.1416353432796983,0.0005716281796300292,-0.20019546280834408
0.18016719818115234,-0.034684665501117706,-0.020452873781323433,0.00897317286580801,0.03997929021716118,0.0,0.1468878349275666,0.0005722787456441319,-0.17895270257396548
0.19016098976135254,-0.034684665501117706,-0.02049548365175724,-0.002779956441372633,0.010440041311085224,0.0,0.1517973752696009,0.0005627841264186679,-0.1586469694763034
0.20015811920166016,-0.0346420556306839,-0.020452873781323433,0.03206181153655052,0.01550020556896925,0.0,0.1561708230395148,0.000544007523858629,-0.13908883346828155
0.21016883850097656,-0.034684665501117706,-0.02049548365175724,0.006916005164384842,-0.027453120797872543,0.0,0.16027245356386233,0.0005169376518004599,-0.12166831289705156
0.22017216682434082,-0.03459944576025009,-0.020538093522191048,0.0468260794878006,-0.0709448978304863,0.0,0.1637102155364259,0.0004828948823494799,-0.10553723226522221
0.2301478385925293,-0.03476988524198532,-0.020410262048244476,-0.04447556659579277,-0.017643572762608528,0.0,0.16694370860505703,0.0004433176590941591,-0.09287920261352114
0.24014639854431152,-0.03481249511241913,-0.020282434299588203,-0.056738365441560745,0.030406026169657707,0.0,0.16938969985256613,0.0003995548865375729,-0.08189607774265405
0.25014686584472656,-0.03476988524198532,-0.02036765217781067,-0.03618443012237549,-0.008652130141854286,0.0,0.17173154289436596,0.00035324395450079583,-0.07565097894355428
0.2601487636566162,-0.0346420556306839,-0.02036765217781067,0.03189521282911301,-0.012849587947130203,0.0,0.17313437586094135,0.0003061696490318124,-0.0712748800099803
