time_s,q_l_rad,q_r_rad,qd_l_rad_s,qd_r_rad_s,q_des_l_rad,q_des_r_rad,applied_torque_l_nm,applied_torque_r_nm
4.76837158203125e-07,0.017001450061798096,0.05015214905142784,0.031351324170827866,-0.005750776268541813,0.0,-0.00011641301426227131,-0.00012084007016185994,0.0006911840970024387
0.010178565979003906,0.017044061794877052,0.050066933035850525,0.03616879880428314,-0.04450473561882973,0.0,0.010515120100114437,-0.00010193515302451258,-0.05145450603290456
0.02007913589477539,0.01708667166531086,0.05015214905142784,0.07009007036685944,0.0027080741710960865,0.0,0.020769268591501158,-7.588393706047916e-05,-0.10772640664987165
0.03006601333618164,0.017044061794877052,0.05010954290628433,0.03157949075102806,-0.019556812942028046,0.0,0.030740613247405398,-5.3728097766174115e-05,-0.16206119134889171
0.04008674621582031,0.01691623032093048,0.050066933035850525,-0.01297807414084673,0.004900234751403332,0.0,0.04069655263686708,-3.5079520849690425e-05,-0.21263198141709208
0.05009007453918457,0.016873620450496674,0.049939099699258804,-0.03421800211071968,-0.022522002458572388,0.0,0.05016917775933021,-1.0878473484126769e-05,-0.2553766427186495
0.060199737548828125,0.016831010580062866,0.04972605034708977,-0.05706255882978439,-0.022924255579710007,0.0,0.059731282320753844,2.567766048007169e-05,-0.2913942500056897
0.07021307945251465,0.017001450061798096,0.04968344047665596,0.01682036742568016,0.008868582546710968,0.0,0.06865106307486586,7.489511383496654e-05,-0.31720450281798634
0.08005952835083008,0.017044061794877052,0.04942777752876282,0.02995745837688446,-0.04981398209929466,0.0,0.0774123152686054,0.00013392970663023767,-0.33529171185953766
0.09017038345336914,0.01708667166531086,0.04955560714006424,0.06915637105703354,0.058695465326309204,0.0,0.0858532475641395,0.0002023245203925359,-0.34464149833640784
0.10017251968383789,0.01695884019136429,0.04938516765832901,0.007521627005189657,-0.005519297905266285,0.0,0.09412582279272957,0.00027400071853383675,-0.34761144010528894
0.11017155647277832,0.017001450061798096,0.049470387399196625,0.019128771498799324,0.03493966534733772,0.0,0.10187131257667978,0.00034633036076632187,-0.3437411062208168
0.12021613121032715,0.01695884019136429,0.049470387399196625,-0.0016310091596096754,0.03842781111598015,0.0,0.10950014562272642,0.000416737648112738,-0.3355153934631905
0.13016629219055176,0.017044061794877052,0.049299947917461395,0.03859514370560646,-0.04522576183080673,0.0,0.11656638977611405,0.00048195821836142,-0.32298657799172137
0.14017152786254883,0.017044061794877052,0.0493425577878952,0.036774978041648865,-0.026647644117474556,0.0,0.12344065319811205,0.0005411750394813797,-0.30789813057466625
0.15017986297607422,0.016873620450496674,0.049470387399196625,-0.06309264898300171,0.040019240230321884,0.0,0.1298600061444528,0.0005927991618193493,-0.2904343961813065
0.1600809097290039,0.01695884019136429,0.049470387399196625,0.0076500424183905125,0.042862504720687866,0.0,0.1358947041930767,0.0006356948931781655,-0.2720102119141421
0.17017912864685059,0.01695884019136429,0.04942777752876282,-0.0014180488651618361,0.0071562714874744415,0.0,0.14163471562496432,0.0006706238671261289,-0.252428028947574
0.18008136749267578,0.017001450061798096,0.049470387399196625,0.016358327120542526,0.03682737424969673,0.0,0.14684559483981874,0.0006964447131599741,-0.2329246840125648
0.1901710033416748,0.01695884019136429,0.049470387399196625,0.010661838576197624,0.026348907500505447,0.0,0.15180176019774974,0.000714374481526927,-0.21355917224810786
0.20016956329345703,0.01695884019136429,0.0493425577878952,0.0016177166253328323,-0.03604821488261223,0.0,0.15617552486353095,0.0007245324118641898,-0.1946458671751073
0.21017217636108398,0.016873620450496674,0.04938516765832901,-0.03937341645359993,-0.013097455725073814,0.0,0.16027360173038518,0.0007278976204365028,-0.17737501681387147
0.2201695442199707,0.017044061794877052,0.04942777752876282,0.029014086350798607,0.007756303995847702,0.0,0.16370936231979685,0.0007254785329926438,-0.1608204488555823
0.23016858100891113,0.017001450061798096,0.04951299726963043,0.020054619759321213,0.03783315792679787,0.0,0.1669487857055363,0.0007184040663977165,-0.14707366611489406
0.24017739295959473,0.016873620450496674,0.04942777752876282,-0.03863247483968735,-0.01565331593155861,0.0,0.16939700130521218,0.0007079361271653997,-0.13435551735829365
0.2501821517944336,0.017129281535744667,0.04955560714006424,0.07869942486286163,0.04631622135639191,0.0,0.17173649198447233,0.0006954266831101899,-0.12564348121302818
0.26024627685546875,0.01695884019136429,0.04942777752876282,0.00014650255616288632,-0.02745051681995392,0.0,0.17314805273832998,0.0006822442002432763,-0.11811528200861532
0.2700772285461426,0.01691623032093048,0.04951299726963043,-0.02338869497179985,0.02050875313580036,0.0,0.17451853452489768,0.0006701658451996218,-0.11567630069650363
0.2800590991973877,0.01691623032093048,0.049470387399196625,-0.027370883151888847,-0.017022063955664635,0.0,0.17483602314433455,0.0006602620839868388,-0.11379044368261715
0.2900583744049072,0.017001450061798096,0.049470387399196625,0.014999662525951862,-0.016705283895134926,0.0,0.17513500865117823,0.0006598249685622163,-0.11426212358320227
0.3001375198364258,0.017129281535744667,0.04959821701049805,0.056673675775527954,0.04236692935228348,0.0,0.17441305213231398,0.000654806944427959,-0.11190209137523276
0.3100852966308594,0.017044061794877052,0.04972605034708977,0.03743799030780792,0.10444008558988571,0.0,0.17356626977895423,-0.0010183156311749293,-0.10749245718131152
0.3201446533203125,0.01708667166531086,0.04955560714006424,0.054316990077495575,0.01593898981809616,0.0,0.17176478550945848,-0.0032856213402403444,-0.10171756467868942
0.33008337020874023,0.01695884019136429,0.04951299726963043,-0.004391693044453859,-0.004167487844824791,0.0,0.16972892800903383,-0.003945629749003289,-0.09817545238978771
0.3401494026184082,0.017001450061798096,0.04938516765832901,0.022250035777688026,-0.06123259663581848,0.0,0.1668041041946427,-0.0038622281668982293,-0.09375579452076856
0.35015201568603516,0.017001450061798096,0.04955560714006424,0.017140468582510948,0.024024037644267082,0.0,0.16350237555670674,-0.0036457269279775105,-0.08938769133134514
0.36014747619628906,0.01695884019136429,0.04951299726963043,0.001443481189198792,-0.004538494627922773,0.0,0.15944382801125487,-0.0035008272435232152,-0.08277327737496015
0.370089054107666,0.01708667166531086,0.04959821701049805,0.04718360677361488,0.027573678642511368,0.0,0.15487746087203125,-0.003445476376505239,-0.07449136884353602
0.38008856773376465,0.017044061794877052,0.04964083060622215,0.039404142647981644,0.050784431397914886,0.0,0.149626473639637,-0.0034463815756095853,-0.06385846579820004
0.39015889167785645,0.017001450061798096,0.049470387399196625,0.004093398340046406,-0.038988713175058365,0.0,0.14364078086440957,-0.0034713212304197613,-0.050657462889709154
0.4001576900482178,0.017001450061798096,0.04955560714006424,0.027923112735152245,-0.00815811101347208,0.0,0.1371503218286772,-0.003499626239415939,-0.0358973612615825
0.41008639335632324,0.01691623032093048,0.04959821701049805,-0.022033924236893654,0.010953163728117943,0.0,0.12986565958881305,-0.0035221331797518777,-0.018363852195097865
0.4201531410217285,0.017001450061798096,0.04968344047665596,0.005076915491372347,0.02372128702700138,0.0,0.1220477907424905,-0.003536709121422364,1.3964008618133378e-05
0.43015456199645996,0.017044061794877052,0.04968344047665596,0.03924578055739403,0.02243548072874546,0.0,0.11326085382300717,-0.0035439040923220554,0.01883036984269876
0.4401586055755615,0.01695884019136429,0.04959821701049805,0.009032067842781544,-0.03448186814785004,0.0,0.10417495861357452,-0.0035457777567829093,0.036469167693009695
