#{"t_start": 1782233722.9546225, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
236.619857,1000,1.112248
235.657903,1000,1.427217
218.237672,1000,1.723591
222.584521,1000,2.019199
245.498489,1000,2.316726
232.979278,1000,2.632342
272.068846,1000,2.941987
245.882955,1000,3.262514
263.817255,1000,3.560351
277.725038,1000,3.858682
248.451638,1000,4.159962
264.096469,1000,4.460626
254.571478,1000,4.759625
256.628574,1000,5.056299
253.167186,1000,5.360145
231.85401,1000,5.665646
247.756928,1000,5.969047
243.5075,1000,6.276054
252.909433,1000,6.590193
255.429607,1000,6.890335
228.737749,1000,7.190144
246.804888,1000,7.490564
244.705364,1000,7.789307
242.160274,1000,8.088023
236.608877,1000,8.388352
236.610731,1000,12.889573
242.644434,1000,17.013448
239.797982,1000,21.187987
235.975557,1000,25.787729
242.507288,1000,30.484045
230.330826,1000,34.765487
249.805797,1000,39.14775
254.211467,1000,44.261622
216.599255,1000,48.97494
256.853362,1000,53.923112
254.234228,1000,58.952868
239.525746,1000,63.138585
264.597107,1000,67.349362
272.790528,1000,71.553906
283.999003,1000,75.715916
214.06935,1000,80.600698
297.510088,1000,85.341408
240.009493,1000,90.156147
257.014032,1000,95.384741
374.447547,1000,100.815261
341.335448,1000,106.961663
503.648801,1000,112.802631
566.425726,1000,117.916719
565.888489,1000,122.767519
585.453109,1000,127.777296
432.177562,1000,132.818751
645.19132,1000,138.010925
541.550114,1000,142.792903
666.988138,1000,147.453502
662.535501,1000,152.177437
629.771944,1000,156.969765
624.129695,1000,161.643483
639.913221,1000,166.416527
571.400232,1000,170.874464
638.193744,1000,175.337106
647.602483,1000,180.186121
545.44943,1000,185.63839
630.031654,1000,191.87676
661.522913,1000,197.487555
668.907473,1000,202.717042
614.30769,1000,208.085535
662.108089,1000,213.484586
634.264563,1000,217.974749
660.669238,1000,222.535579
637.050266,1000,227.536703
661.626093,1000,232.456528
639.968937,1000,237.51872
495.90483,1000,242.129214
599.474992,1000,246.607218
653.723054,1000,251.131786
621.212417,1000,255.57532
640.002748,1000,260.010992
656.741685,1000,264.454851
648.562578,1000,268.884955
636.10199,1000,273.327369
638.462276,1000,277.833944
641.739919,1000,282.281785
663.602123,1000,286.73485
437.293161,1000,291.169103
658.095549,1000,295.614952
644.585592,1000,300.063982
508.412346,1000,304.495877
649.859723,1000,308.927496
589.133105,1000,313.549818
650.89617,1000,318.240513
654.609938,1000,322.932672
649.324927,1000,327.414489
614.25486,1000,331.838835
641.874051,1000,336.279136
644.663404,1000,341.338943
444.221308,1000,346.069371
655.762945,1000,350.892251
657.416262,1000,355.593012
294.392932,1000,360.335528
633.454571,1000,364.9968
323.42505,1000,369.9406
624.632683,1000,375.326227
425.629827,1000,380.917818
308.7454,1000,386.720745
545.316441,1000,391.948719
436.721039,1000,397.34105
417.439751,1000,402.496783
634.150122,1000,407.580045
643.076895,1000,412.564775
576.528769,1000,417.276079
347.719765,1000,421.857539
663.099015,1000,426.457593
466.213418,1000,431.208817
663.032443,1000,437.023242
626.240944,1000,442.493166
432.154006,1000,447.793312
504.67769,1000,453.271298
627.45027,1000,458.166545
552.032359,1000,463.266564
646.043941,1000,467.853473
409.563234,1000,472.640036
411.172241,1000,477.16905
666.814493,1000,481.939883
359.531143,1000,486.909643
650.550638,1000,492.4398
325.860281,1000,497.506981
652.128481,1000,502.276631
456.290975,1000,506.915153
642.249024,1000,511.594302
657.999034,1000,516.150767
448.469702,1000,520.845172
387.779201,1000,525.396233
629.970866,1000,529.868772
664.361099,1000,535.557719
370.470617,1000,540.693965
650.309453,1000,546.23559
561.446419,1000,551.863973
325.88762,1000,557.365767
464.370852,1000,562.705687
386.780833,1000,567.646431
334.380036,1000,572.399486
404.321022,1000,578.301446
664.01423,1000,584.087614
655.284667,1000,589.394517
667.40078,1000,594.515334
657.426496,1000,600.158991
494.3443,1000,605.306257
534.968174,1000,610.07079
428.078093,1000,615.000401
358.800188,1000,619.812464
600.53395,1000,624.477155
656.622367,1000,629.373498
656.883404,1000,634.347168
657.662074,1000,639.319076
346.448591,1000,644.486967
509.211852,1000,649.694885
546.753712,1000,655.209373
339.409608,1000,660.639871
654.657273,1000,666.033586
466.681496,1000,671.75107
664.733772,1000,677.124318
557.280901,1000,682.301964
542.04671,1000,687.824328
656.663127,1000,693.536006
651.225796,1000,699.206697
651.965767,1000,705.322032
378.356768,1000,710.856091
546.052731,1000,716.891918
650.568306,1000,721.781935
519.728751,1000,726.469759
461.027796,1000,732.088202
661.052062,1000,737.463098
467.434502,1000,742.734881
397.645637,1000,747.87059
659.32994,1000,753.111966
600.78827,1000,758.365612
528.274731,1000,763.588453
452.905136,1000,768.685301
651.985788,1000,773.89791
378.582095,1000,778.810738
651.370568,1000,784.147816
646.856772,1000,790.060852
414.49482,1000,796.076409
447.912445,1000,801.166438
530.258144,1000,806.304933
432.566706,1000,811.280121
576.583776,1000,816.116016
656.406557,1000,821.527711
576.101753,1000,826.925346
