#{"t_start": 1782232301.863184, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
35.158752,1000,1.130483
33.502908,1000,1.448417
12.770602,1000,1.747111
20.906079,1000,2.047747
52.988126,1000,2.347412
35.346577,1000,2.693569
78.168436,1000,3.039613
47.624077,1000,3.370203
66.609522,1000,3.697652
91.902204,1000,4.033123
52.834028,1000,4.345094
72.50818,1000,4.68097
58.978182,1000,4.990086
59.641754,1000,5.284331
60.060609,1000,5.597473
28.436039,1000,5.901211
50.008926,1000,6.199023
40.621261,1000,6.496533
59.535908,1000,6.79769
60.894584,1000,7.099114
27.625306,1000,7.419527
53.156909,1000,7.740898
46.408382,1000,8.043123
48.079149,1000,8.340754
39.230039,1000,8.647757
44.244048,1000,14.061216
44.138006,1000,18.884482
38.919247,1000,23.322069
38.14686,1000,27.752817
54.518178,1000,32.028441
30.741639,1000,36.338697
56.878874,1000,40.53127
57.997067,1000,44.70396
37.130532,1000,49.154113
32.121802,1000,53.499442
38.946761,1000,57.864497
75.923123,1000,62.290475
74.688067,1000,66.764017
84.891597,1000,71.243806
106.989,1000,76.435199
53.772235,1000,81.757849
103.798375,1000,86.952426
137.559409,1000,91.66634
101.748816,1000,96.147953
165.836934,1000,101.030858
160.20173,1000,105.516543
181.852746,1000,110.228087
212.666044,1000,115.34962
171.019079,1000,120.764624
188.45588,1000,126.276634
182.681819,1000,131.1581
219.91067,1000,135.832518
67.590114,1000,140.496896
173.372198,1000,144.966494
96.707863,1000,149.922406
281.489968,1000,154.851923
156.302602,1000,159.508506
202.829166,1000,164.844868
173.746685,1000,169.875495
251.119152,1000,175.086297
281.356012,1000,180.419381
188.879728,1000,185.856344
237.375404,1000,190.8883
183.826159,1000,195.647683
322.289526,1000,201.016149
143.941096,1000,206.252807
313.620806,1000,211.776356
220.814193,1000,216.455192
266.365767,1000,221.507105
250.235607,1000,227.039688
327.260186,1000,232.830894
306.254052,1000,237.573091
291.859959,1000,242.691113
262.519527,1000,247.253682
302.089102,1000,251.926728
310.168469,1000,257.49455
309.716996,1000,262.607374
268.588938,1000,267.772027
286.44194,1000,272.930735
320.275855,1000,278.144682
324.535958,1000,282.702798
338.400359,1000,287.160729
353.167893,1000,291.93877
310.826577,1000,296.381624
320.816446,1000,301.380038
335.722681,1000,306.731167
332.161173,1000,311.614596
349.101965,1000,316.155202
352.057264,1000,321.177388
345.580319,1000,326.061675
333.351323,1000,331.011145
346.386806,1000,335.8994
297.101907,1000,340.531033
351.558963,1000,345.005048
354.690623,1000,349.619905
315.889136,1000,354.278659
352.044463,1000,359.163173
360.035513,1000,363.809113
310.885515,1000,368.918204
361.451887,1000,373.836648
346.598012,1000,378.459599
359.702838,1000,383.089479
320.562143,1000,388.358569
297.776589,1000,393.2703
346.656595,1000,398.530417
