#{"t_start": 1781976404.8227673, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
759.828669,1000,3.989182
759.592052,1000,4.273188
758.455847,1000,4.542419
764.387745,1000,4.813457
755.239764,1000,5.08607
752.990315,1000,5.373483
767.050221,1000,5.668041
748.876994,1000,5.960311
753.443278,1000,6.234941
768.342168,1000,6.508913
766.326986,1000,6.78809
761.50427,1000,7.062598
754.290954,1000,7.339204
757.319132,1000,7.659608
760.033938,1000,7.963239
765.911352,1000,8.269773
751.517658,1000,8.562345
759.683996,1000,8.836134
765.012963,1000,9.118554
764.97769,1000,9.401832
755.627331,1000,9.690872
751.771974,1000,9.991613
761.50991,1000,10.271254
755.527369,1000,10.548378
762.606843,1000,10.823606
750.004527,1000,15.49376
759.974679,1000,19.54231
765.149627,1000,23.599603
785.751912,1000,27.851903
800.014723,1000,32.020796
826.958446,1000,36.172012
844.292081,1000,40.369414
866.255357,1000,44.549882
884.742193,1000,48.833355
901.687963,1000,53.066691
917.488389,1000,57.526865
923.299764,1000,61.752599
925.264852,1000,65.99956
925.42776,1000,70.135977
925.398097,1000,74.70442
923.83715,1000,79.255522
927.537478,1000,83.6441
928.051789,1000,87.946283
928.627656,1000,92.190802
930.363866,1000,96.477566
927.652758,1000,100.807874
924.99308,1000,105.547371
927.777571,1000,110.690481
926.740411,1000,115.735432
929.989422,1000,120.980418
944.328857,1000,126.141057
948.097896,1000,131.199071
949.712325,1000,136.354582
954.3281,1000,141.6049
956.37849,1000,146.822273
954.532448,1000,152.025234
954.380606,1000,157.226455
955.057995,1000,162.063329
955.642707,1000,167.280904
956.321658,1000,172.547603
957.285043,1000,177.747995
956.570588,1000,182.504812
956.866038,1000,186.973136
957.268297,1000,191.348051
958.331664,1000,195.772877
958.265331,1000,200.107925
960.670012,1000,204.488486
960.957348,1000,209.409127
960.470045,1000,214.670925
961.592823,1000,219.255523
960.851317,1000,223.724013
960.898698,1000,228.215749
962.036027,1000,232.697597
961.508631,1000,237.242206
962.155588,1000,241.737662
963.127379,1000,246.221556
962.696815,1000,250.548316
962.362666,1000,254.872368
962.418594,1000,259.262651
962.885304,1000,263.942392
962.189015,1000,268.685672
963.032145,1000,274.001708
964.299511,1000,279.263656
963.431567,1000,284.493469
963.619966,1000,289.633864
963.011073,1000,294.131977
963.817764,1000,298.663524
963.21394,1000,303.129858
963.890181,1000,307.801738
963.59543,1000,312.806801
964.107655,1000,317.369098
964.417763,1000,322.604133
965.085167,1000,328.10468
964.454638,1000,332.865481
964.630235,1000,337.410533
964.051285,1000,341.965893
964.743925,1000,346.544355
964.882598,1000,351.153415
964.353751,1000,355.725529
964.685086,1000,360.255351
965.045584,1000,364.798252
964.50353,1000,369.329725
965.096004,1000,373.885412
965.404688,1000,378.472143
964.603409,1000,383.026196
964.694913,1000,388.241287
964.878547,1000,392.908433
965.495545,1000,397.439219
965.527404,1000,402.061496
965.265226,1000,406.919673
965.205973,1000,412.335512
965.16584,1000,417.488416
964.905786,1000,422.065976
965.249974,1000,426.618881
965.93136,1000,431.821229
964.797609,1000,436.807492
965.048582,1000,441.356805
965.492518,1000,445.857946
965.095017,1000,450.3617
965.583589,1000,454.901052
965.157359,1000,459.44564
965.383718,1000,463.972668
965.944235,1000,468.532939
965.864245,1000,473.117206
965.19585,1000,477.854379
965.740211,1000,483.201281
965.299949,1000,487.827392
965.426934,1000,492.313134
965.193733,1000,496.706753
965.410874,1000,501.170457
965.480929,1000,505.819353
965.65193,1000,510.552934
965.759606,1000,515.073952
965.68377,1000,519.61372
965.909838,1000,524.175416
966.177478,1000,528.845314
965.8913,1000,533.382836
965.500741,1000,537.997786
965.547231,1000,542.722894
965.253109,1000,547.34271
966.490661,1000,551.912355
965.839088,1000,556.492773
966.182261,1000,561.040584
966.754522,1000,565.614922
966.264099,1000,570.25632
966.306936,1000,575.714552
966.324364,1000,581.019044
966.326389,1000,586.127512
966.117983,1000,590.868502
966.884326,1000,595.792887
966.238134,1000,601.179676
966.587774,1000,606.526963
966.239497,1000,611.834421
966.635864,1000,617.180152
966.821222,1000,622.168216
966.518609,1000,627.115796
966.516328,1000,632.506185
966.068593,1000,637.861891
966.41907,1000,643.22036
966.246086,1000,648.524498
966.355744,1000,653.927983
966.645022,1000,659.409469
966.528946,1000,664.591361
966.488511,1000,669.223328
966.33726,1000,673.773216
966.639224,1000,678.413843
966.873555,1000,683.619411
966.53076,1000,688.929098
966.79797,1000,694.214265
966.730374,1000,699.526375
966.492707,1000,704.102178
966.281561,1000,708.504269
966.840579,1000,712.915059
966.641701,1000,717.477617
966.451781,1000,722.339249
966.474015,1000,727.349845
966.640008,1000,732.676321
966.319647,1000,737.684098
966.572039,1000,742.3091
966.777303,1000,746.940389
966.650933,1000,751.546441
966.564577,1000,756.157492
966.295418,1000,760.772208
966.721482,1000,765.357833
966.782871,1000,770.148798
966.445522,1000,774.801442
966.244059,1000,779.431343
966.325681,1000,784.007596
966.460573,1000,788.551687
966.71218,1000,793.066395
966.767244,1000,797.669791
966.667257,1000,802.287052
966.763295,1000,806.909301
967.056429,1000,811.454969
966.849745,1000,816.027063
966.875614,1000,820.730243
966.75359,1000,825.600479
967.035118,1000,830.192774
965.973062,1000,834.803849
967.173381,1000,839.427483
