#{"t_start": 1781187074.8386433, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
265.637467,1000,3.525811
269.952162,1000,3.796218
264.554733,1000,4.062643
265.484024,1000,4.358348
256.180973,1000,4.660295
253.254334,1000,4.952122
274.409662,1000,5.234638
250.174727,1000,5.529417
260.371612,1000,5.822431
291.460652,1000,6.10173
263.550344,1000,10.763072
337.578779,1000,15.644231
370.622006,1000,19.725348
442.798474,1000,24.097147
486.166033,1000,28.445891
543.122294,1000,33.036295
593.65349,1000,38.310064
634.217195,1000,43.752988
658.013901,1000,49.087429
667.647393,1000,53.519583
676.650053,1000,57.885026
681.636599,1000,62.254981
689.636323,1000,66.681936
702.646971,1000,71.691074
718.694809,1000,77.025168
718.009187,1000,81.793585
730.653385,1000,86.034002
741.923901,1000,90.436286
748.019461,1000,95.681969
752.134011,1000,100.343597
753.199285,1000,104.950716
753.497272,1000,109.170805
755.904568,1000,113.453911
757.575155,1000,118.058004
761.542123,1000,123.306143
764.310673,1000,128.62337
767.416999,1000,134.034734
766.727003,1000,138.998748
770.122004,1000,143.296239
770.105424,1000,147.497789
771.281201,1000,151.974777
773.052081,1000,156.579188
771.721006,1000,161.094949
773.963681,1000,165.805152
774.474469,1000,170.52441
775.237853,1000,176.265928
774.223567,1000,181.27577
775.45553,1000,185.523582
774.878146,1000,189.669677
776.891937,1000,194.019093
775.492374,1000,198.300231
776.420263,1000,202.62223
776.493306,1000,207.216421
777.47402,1000,211.528259
777.197561,1000,216.00109
776.102877,1000,220.389498
778.244143,1000,224.531988
777.15244,1000,228.821161
779.487206,1000,232.994776
778.494645,1000,237.378872
779.579519,1000,241.800038
778.191715,1000,246.017521
779.268088,1000,250.479589
778.693353,1000,255.07445
778.975344,1000,260.284744
779.796111,1000,265.065367
780.177574,1000,269.542274
780.534288,1000,274.15259
779.982908,1000,279.228849
779.038064,1000,283.709553
779.737468,1000,288.161892
779.76542,1000,293.315912
780.39455,1000,298.665648
777.8968,1000,302.810421
779.976466,1000,307.231957
780.711417,1000,311.742815
780.925537,1000,316.98111
782.302998,1000,322.222993
781.319218,1000,327.655614
782.212969,1000,333.029544
782.480045,1000,338.230623
782.234467,1000,343.680793
782.562771,1000,348.638904
782.068764,1000,352.975077
781.820156,1000,357.153695
782.934295,1000,361.522607
781.215097,1000,365.937523
782.312571,1000,371.060897
782.106997,1000,375.632905
780.74135,1000,380.945255
783.159425,1000,385.817232
783.385058,1000,390.151917
783.647527,1000,394.513018
782.91045,1000,398.787807
782.613328,1000,403.146656
782.992345,1000,407.382605
784.647153,1000,411.957898
784.545645,1000,417.404595
783.641661,1000,422.822923
783.87629,1000,427.91634
783.412493,1000,432.859987
783.543233,1000,437.136043
782.959801,1000,441.376459
783.900403,1000,445.721699
784.057527,1000,450.190894
783.782215,1000,454.614035
783.604623,1000,459.162381
785.307224,1000,463.918013
784.62772,1000,468.796317
783.565165,1000,474.300038
784.829217,1000,478.864471
785.332457,1000,483.452128
784.634113,1000,488.524993
783.596015,1000,493.163005
784.976209,1000,497.73996
784.549024,1000,502.03743
784.25286,1000,506.294621
785.231838,1000,510.56604
785.161532,1000,515.130489
785.278025,1000,519.347999
786.294374,1000,523.514189
785.310906,1000,527.94515
786.169441,1000,532.262911
784.696663,1000,536.515406
785.127463,1000,540.739918
785.545512,1000,545.417932
787.009269,1000,550.288097
786.097166,1000,555.014927
786.329972,1000,559.497965
787.001989,1000,564.03947
785.383169,1000,568.329626
786.570403,1000,572.551341
786.838285,1000,577.165991
786.392692,1000,581.656705
786.860649,1000,586.125561
788.353305,1000,590.475088
786.886619,1000,594.759163
787.494448,1000,599.612174
787.96035,1000,605.04158
786.746296,1000,609.540873
787.496846,1000,614.026353
787.350879,1000,618.247785
786.037454,1000,622.534108
787.065236,1000,626.833009
785.732228,1000,631.213675
787.499423,1000,635.445365
786.961742,1000,639.69594
786.704658,1000,644.15258
787.844857,1000,648.571748
786.308887,1000,652.946484
787.554693,1000,657.353206
788.602801,1000,661.711417
788.094178,1000,666.438272
787.426519,1000,670.76777
787.915543,1000,675.072111
788.74209,1000,679.361924
787.104846,1000,683.673229
788.152852,1000,688.1465
787.709093,1000,692.515408
786.811653,1000,696.945987
788.013848,1000,701.364229
787.751057,1000,705.781954
787.189805,1000,710.236034
789.806881,1000,714.685133
788.445776,1000,719.151622
788.263689,1000,723.459753
788.811379,1000,727.785166
787.627644,1000,732.138045
787.675628,1000,736.433163
788.25312,1000,740.982249
787.373667,1000,745.139472
787.772911,1000,749.529687
788.175047,1000,753.905586
787.317822,1000,758.27058
788.732027,1000,762.621251
788.159001,1000,767.405962
788.57784,1000,771.948224
788.271587,1000,776.33529
788.491157,1000,781.116933
787.844442,1000,785.803485
787.752325,1000,790.201108
787.550287,1000,794.506368
788.400793,1000,798.749232
788.081391,1000,802.99077
788.343423,1000,807.321106
788.413485,1000,811.707327
789.246327,1000,816.22109
789.206906,1000,820.975427
788.223423,1000,825.705259
789.605935,1000,830.435887
789.063648,1000,835.4192
788.393883,1000,839.763297
788.548592,1000,844.207823
788.373399,1000,848.511368
789.408857,1000,853.855258
789.254959,1000,858.440902
788.996546,1000,863.682955
788.615384,1000,868.414539
789.561449,1000,872.873914
789.63667,1000,877.146822
