time_s,q_l_rad,q_r_rad,qd_l_rad_s,qd_r_rad_s,q_des_l_rad,q_des_r_rad,pid_torque_l_nm,pid_torque_r_nm,agent_torque_l_nm,agent_torque_r_nm,combined_torque_l_nm,combined_torque_r_nm
1.6689300537109375e-06,0.020282434299588203,-0.2055087685585022,-0.017449038103222847,-0.013116310350596905,-0.17517319803330292,0.558506379103823,-0.17591006909960202,0.6876136328960927,0.2907525897026062,-0.8656895160675049,0.46666265880220825,-0.1780758831714122
0.11473298072814941,0.020538093522191048,-0.20563659071922302,0.06755810230970383,-0.029956946149468422,-0.1329736812157762,0.5973394006828028,-0.13816059726417054,0.7226783922618233,0.23775935173034668,-0.9836757183074951,0.3759199489945172,-0.26099732604567183
0.11566352844238281,0.020452873781323433,-0.2055513709783554,0.021673625335097313,0.002898454898968339,-0.13229127857407844,0.597363278841425,-0.13746973711986168,0.7226231848378024,0.2729560136795044,-0.9878349900245667,0.41042575079936605,-0.26521180518676424
0.11621379852294922,0.020452873781323433,-0.2055513709783554,0.021673625335097313,0.002898454898968339,-0.13188774659943367,0.5973773989516223,-0.1371065583426814,0.7226358929369799,0.25190722942352295,-0.9880034923553467,0.3890137877662043,-0.26536759941836674
0.11680197715759277,0.020282434299588203,-0.2055939882993698,-0.0633712112903595,-0.01554314699023962,-0.13145641497835542,0.5973924918077129,-0.13656496435014925,0.7226878320963744,0.2880061864852905,-0.988118052482605,0.4245711508354398,-0.26543022038623054
0.1173851490020752,0.020282434299588203,-0.2055939882993698,-0.0633712112903595,-0.01554314699023962,-0.13102875500869293,0.5974074561879307,-0.13618007037745303,0.7227013000385705,0.26512742042541504,-0.9881712794303894,0.4013074908028681,-0.26546997939181893
0.11789298057556152,0.020282434299588203,-0.2055939882993698,-0.0633712112903595,-0.01554314699023962,-0.13065634465081022,0.5974204873121596,-0.1358449010553586,0.7227130280503765,0.2796061635017395,-0.9881742000579834,0.4154510645570981,-0.2654611720076069
0.11838126182556152,0.020282434299588203,-0.2055939882993698,-0.0633712112903595,-0.01554314699023962,-0.13029827121750326,0.5974330167686952,-0.13552263496538233,0.7227243045612586,0.2704054117202759,-0.9882038235664368,0.4059280466856582,-0.2654795190051782
0.1187734603881836,0.020452873781323433,-0.2055939882993698,0.02131691947579384,-0.008782532997429371,-0.13001065852326987,0.5974430807120551,-0.13541717907413398,0.7227333621102824,0.25722599029541016,-0.9880810976028442,0.39264316936954413,-0.26534773549256185
0.11919045448303223,0.020452873781323433,-0.2055939882993698,0.02131691947579384,-0.008782532997429371,-0.1297048624125014,0.5974537809168797,-0.13514196257444236,0.7227429922946246,0.26517438888549805,-0.9880815744400024,0.4003163514599404,-0.26533858214537787
0.11975288391113281,0.020452873781323433,-0.2055939882993698,0.02131691947579384,-0.008782532997429371,-0.12929241357013269,0.5974682130399107,-0.13477075861631052,0.7227559812053524,0.26034069061279297,-0.9881097078323364,0.39511144922910346,-0.265353726626984
0.12015891075134277,0.020452873781323433,-0.2055939882993698,0.02131691947579384,-0.008782532997429371,-0.12899466012437014,0.5974786318213952,-0.1345027805151242,0.7227653581086885,0.2632404565811157,-0.9881215691566467,0.39774323709623993,-0.26535621104795826
0.12057948112487793,0.020623313263058662,-0.20567920804023743,0.06794489175081253,-0.04959392175078392,-0.12868624140544754,0.5974894237947003,-0.1343785992016556,0.722851768651444,0.2639065980911255,-0.9879841804504395,0.3982851972927811,-0.2651324117989955
0.1300826072692871,0.02207206003367901,-0.20678706467151642,0.15997426211833954,-0.1322125494480133,-0.12112611362141373,0.5973107255877008,-0.12887835628958347,0.7236880112332955,0.2683863043785095,-0.9880395531654358,0.39726466066809296,-0.2643515419321403
0.14014530181884766,0.02360602468252182,-0.21032370626926422,0.1282321959733963,-0.4240935742855072,-0.11228972280278493,0.5965274445962747,-0.12230617273677608,0.7261660357789851,0.3556545376777649,-0.9886888861656189,0.47796071041454097,-0.2625228503866338
0.15013837814331055,0.02531043067574501,-0.21573519706726074,0.2223236858844757,-0.5248773694038391,-0.10304434451122273,0.5954387958200574,-0.11551929766827097,0.7300565935985863,0.3186556100845337,-0.9896794557571411,0.43417490775280465,-0.2596228621585548
0.1600663661956787,0.028676634654402733,-0.22093364596366882,0.41973772644996643,-0.5915106534957886,-0.09283905500999443,0.5936828529767957,-0.10936412069795745,0.733154849046418,0.3215925693511963,-0.9900271892547607,0.4309566900491537,-0.2568723402083427
0.17012262344360352,0.03195761516690254,-0.225450336933136,0.32230812311172485,-0.4695715606212616,-0.08217334003261276,0.5917035181068444,-0.10271785967956377,0.7354384695359824,0.30601340532302856,-0.9904478192329407,0.4087312650025923,-0.2550093496969583
0.18016767501831055,0.03451422601938248,-0.23030787706375122,0.23818641901016235,-0.5138538479804993,-0.07029278376088968,0.5889770575135412,-0.09432630880224495,0.7373564411195632,0.34367525577545166,-0.9909541010856628,0.4380015645776966,-0.2535976599660996
0.19015192985534668,0.03677256405353546,-0.2372959405183792,0.3097015619277954,-0.7840461730957031,-0.058300061598479926,0.5861633295487009,-0.08556536308681384,0.7411133430603721,0.3773788809776306,-0.9916028380393982,0.46294424406444445,-0.25048949497902606
0.20016026496887207,0.04005354270339012,-0.24573273956775665,0.3434402346611023,-0.8040388226509094,-0.044863655770122524,0.5825452562131729,-0.07642547862616138,0.7454501962028366,0.35598766803741455,-0.9920682311058044,0.43241314666357594,-0.24661803490296785
0.21015071868896484,0.042184051126241684,-0.2555330693721771,0.22209693491458893,-1.0314854383468628,-0.03142641876288776,0.5789207440504898,-0.0662494229002165,0.7510084320804002,0.43684250116348267,-0.9930804371833801,0.5030919240636992,-0.24207200510297988
0.22008705139160156,0.04439977928996086,-0.2643533945083618,0.23986926674842834,-0.9269570708274841,-0.01644924291581613,0.574478048502772,-0.0547641199851993,0.7549482987100204,0.36082923412323,-0.9934675693511963,0.4155933541084293,-0.23851927064117584
0.2300865650177002,0.047425102442502975,-0.2729606330394745,0.3158782720565796,-0.9469099044799805,-0.001376833562662487,0.5700071037391949,-0.04392174240464892,0.7586709631008025,0.3874472975730896,-0.9938664436340332,0.4313690399777385,-0.2351954805332307
0.2401599884033203,0.0510895736515522,-0.2826331555843353,0.3927229940891266,-1.0031644105911255,0.01530646133574327,0.5647598927156885,-0.03220480108422803,0.7626537434700215,0.3713020086288452,-0.9943950176239014,0.40350680971307323,-0.2317412741538799
0.2501544952392578,0.05530797690153122,-0.29401007294654846,0.44501417875289917,-1.194197416305542,0.032007413969989726,0.5594802556905251,-0.020970506638387346,0.7681412957733662,0.41616952419281006,-0.9949743151664734,0.4371400308311974,-0.22683301939310718
0.2601602077484131,0.060208141803741455,-0.3076027035713196,0.5094302296638489,-1.4122978448867798,0.04985513268876568,0.5535690960207887,-0.009317708203478199,0.7750546196328975,0.43250608444213867,-0.9955106377601624,0.4418237926456169,-0.2204560181272649
0.27014970779418945,0.06536397337913513,-0.32328322529792786,0.507994532585144,-1.5742628574371338,0.06792863573717403,0.5475262577571381,0.0023081961222350096,0.7837285347495594,0.458626389503479,-0.9959776997566223,0.456318193381244,-0.21224916500706292
0.2801501750946045,0.07056241482496262,-0.3386654853820801,0.5638772249221802,-1.5447757244110107,0.0867847808468696,0.5409605957707414,0.01460012941971628,0.7916634730375394,0.4226187467575073,-0.9962685704231262,0.40801861733779105,-0.20460509738558685
0.2901599407196045,0.07699654251337051,-0.35507041215896606,0.6146215200424194,-1.6715503931045532,0.10596281761757761,0.534182867899245,0.026069647593786393,0.8003279520523899,0.4565342664718628,-0.9966520071029663,0.4304646188780764,-0.19632405505057637
0.30016183853149414,0.08415505290031433,-0.3728814423084259,0.6999427080154419,-1.7939558029174805,0.12558870956234924,0.5269931876709771,0.03729029099583142,0.8098871669814628,0.45322662591934204,-0.9970057606697083,0.4159363349235106,-0.18711859368824546
0.3101513385772705,0.08990742266178131,-0.39252471923828125,0.5444780588150024,-1.959622859954834,0.1454784144964921,0.519552692851611,0.05001389265123971,0.820869670880903,0.5008953213691711,-0.997397780418396,0.4508814287179314,-0.17652810953749298
0.32015299797058105,0.09553196281194687,-0.41178449988365173,0.5867273211479187,-1.9306790828704834,0.1656168675011195,0.5117772273560567,0.06307641422025538,0.8312055545157376,0.4525023102760315,-0.9976217746734619,0.3894258960557761,-0.16641622015772428
0.3301568031311035,0.10179565846920013,-0.4314703941345215,0.5944578647613525,-2.0025181770324707,0.1859709631867446,0.5036933624128732,0.07575777424579003,0.8416473808926552,0.4737969636917114,-0.9978837370872498,0.3980391894459214,-0.15623635619459453
0.3401601314544678,0.10707931965589523,-0.45200851559638977,0.4586414098739624,-2.092989921569824,0.20637409374572688,0.4953653714607368,0.08936529668084849,0.8526364983514139,0.4764745235443115,-0.9981495141983032,0.38710922686346305,-0.14551301584688936
0.35015034675598145,0.11202208697795868,-0.47293010354042053,0.5336658358573914,-2.0494463443756104,0.2268206220912783,0.48670531424199054,0.10331868160198765,0.8636718760041701,0.43676984310150146,-0.9983116388320923,0.3334511614995138,-0.13463976282792223
0.3601527214050293,0.11794490367174149,-0.4938090741634369,0.6607386469841003,-2.0834949016571045,0.24723045078486988,0.47786351645025205,0.11635699240181556,0.87450533155232,0.43495988845825195,-0.9984825253486633,0.3186028960564364,-0.12397719379634331
0.37015271186828613,0.12327117472887039,-0.5152419805526733,0.48827260732650757,-2.229310989379883,0.26750164447818486,0.4686519625683286,0.12980742277438304,0.8855045488089017,0.46426063776016235,-0.9986934661865234,0.3344532149857793,-0.11318891737762171
0.3801605701446533,0.12778784334659576,-0.5378679633140564,0.45207542181015015,-2.2494115829467773,0.2876784072986058,0.45932550041473025,0.14390150755680903,0.8974741173559081,0.4354565143585205,-0.9988316297531128,0.2915550068017115,-0.1013575123972047
0.39015722274780273,0.13315673172473907,-0.5606217980384827,0.5673262476921082,-2.2425551414489746,0.30743212262446123,0.4496188899860649,0.15684785180974994,0.9092166192220928,0.41483640670776367,-0.9989439249038696,0.25798855489801376,-0.08972730568177678
0.40015077590942383,0.13895171880722046,-0.5836312770843506,0.5338467955589294,-2.3922972679138184,0.32708461034895253,0.4398630930377179,0.16931960238755886,0.9211449331098617,0.44252920150756836,-0.9990789294242859,0.2732095991200095,-0.07793399631442421
0.41016411781311035,0.14402231574058533,-0.606981635093689,0.47467583417892456,-2.3222804069519043,0.3460437766352709,0.42968609984719675,0.18181931480521704,0.9330009614467971,0.390621542930603,-0.9991600513458252,0.20880222812538599,-0.06615908989902808
0.4201500415802002,0.1486242115497589,-0.6309711933135986,0.47738584876060486,-2.3548519611358643,0.3649338954301172,0.4195308384913787,0.1946787154923225,0.9454518286244796,0.400912880897522,-0.9992520809173584,0.20623416540519948,-0.05380025229287877
0.430067777633667,0.15343914926052094,-0.6539379954338074,0.47387221455574036,-2.312856674194336,0.3825794698337881,0.40904552998021854,0.20622628851594046,0.9566851728726233,0.3577722907066345,-0.9993184804916382,0.15154600219069406,-0.04263330761901485
0.44014978408813477,0.15808366239070892,-0.676734447479248,0.4586983621120453,-2.2910521030426025,0.4005173131149081,0.3983865501972619,0.21819028565177928,0.967608897908859,0.3497841954231262,-0.9993846416473389,0.13159390977134694,-0.03177574373847991
0.4501504898071289,0.16136465966701508,-0.6996161341667175,0.32892853021621704,-2.231016159057617,0.41697681464204117,0.38748033480560345,0.2300509394775235,0.978386822075089,0.31299424171447754,-0.9994444251060486,0.08294330223695404,-0.021057603030959604
0.4601471424102783,0.1627281755208969,-0.7214325070381165,0.05144758149981499,-2.1125898361206055,0.43330577591400826,0.376547593873351,0.24351984035380023,0.9881820908203206,0.27320706844329834,-0.9995096325874329,0.029687228089498113,-0.011327541767112259
