#{"t_start": 1782238282.9829583, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
-56.558141,1000,1.080564
-55.832008,1000,1.391545
-73.036061,1000,1.716582
-71.408931,1000,2.045588
-47.096098,1000,2.368339
-59.513092,1000,2.69333
-24.100114,1000,3.018662
-43.568205,1000,3.340523
-26.801706,1000,3.667922
-16.627133,1000,4.01233
-45.168404,1000,4.345017
-28.768299,1000,4.677406
-38.921139,1000,5.000156
-33.501667,1000,5.306513
-40.424893,1000,5.622618
-61.123047,1000,5.968241
-44.044498,1000,6.304477
-48.478089,1000,6.633752
-39.932385,1000,6.961661
-37.965812,1000,7.278027
-63.574959,1000,7.605002
-46.308152,1000,7.917598
-48.061318,1000,8.226649
-53.82116,1000,8.540929
-57.121397,1000,8.845133
-56.053926,1000,13.323672
-51.699706,1000,17.47907
-54.347662,1000,21.790154
-58.353946,1000,26.337164
-50.13518,1000,30.748483
-61.950735,1000,35.202484
-44.384511,1000,40.231236
-51.014891,1000,45.1161
-64.68633,1000,49.675553
-49.185862,1000,53.935987
-62.5376,1000,58.78844
-42.176476,1000,64.373465
-26.257173,1000,68.990984
0.982667,1000,73.201831
27.426787,1000,77.432768
-32.566656,1000,81.63808
-26.006615,1000,86.008025
-15.999432,1000,90.455256
-0.639679,1000,95.169443
64.147776,1000,100.720461
18.13995,1000,105.552133
134.412557,1000,110.490504
123.698304,1000,115.782796
58.971067,1000,121.180609
187.889751,1000,125.962593
113.803155,1000,131.228606
78.43397,1000,136.23013
119.880889,1000,140.818101
109.35836,1000,145.49718
95.502035,1000,149.915943
195.971496,1000,154.329564
187.840588,1000,158.999825
227.984573,1000,164.540538
214.830899,1000,169.060035
224.952026,1000,173.823569
221.764535,1000,179.207797
228.562805,1000,184.472899
231.369686,1000,189.566005
227.561607,1000,194.247442
223.903249,1000,198.741957
226.80592,1000,203.050908
195.172642,1000,207.421942
234.916792,1000,211.786191
229.923355,1000,216.07615
243.7058,1000,220.694135
229.605916,1000,225.043581
185.680631,1000,229.321952
225.098903,1000,233.634615
223.113652,1000,238.019641
243.166267,1000,242.320167
240.351546,1000,246.598414
238.90404,1000,250.877145
203.544111,1000,255.171371
241.637307,1000,259.436491
244.195701,1000,263.793387
238.521946,1000,268.13166
224.815059,1000,272.412263
239.982861,1000,276.819779
242.165816,1000,281.104144
242.663385,1000,285.556952
246.655229,1000,290.456506
246.277172,1000,295.306285
243.462841,1000,299.603916
247.335021,1000,303.893944
251.269228,1000,308.280132
245.708999,1000,312.596423
239.875245,1000,316.931882
238.136203,1000,321.246552
251.607906,1000,325.588025
237.314457,1000,329.920468
229.414918,1000,334.214462
247.103744,1000,338.657424
255.082672,1000,342.964237
244.534409,1000,347.417364
197.495725,1000,352.546901
220.724055,1000,357.638585
253.681997,1000,362.539287
166.491951,1000,366.724733
244.621796,1000,371.062991
240.985288,1000,375.444859
214.916684,1000,380.046357
243.561286,1000,384.964389
256.874468,1000,389.25159
201.032086,1000,394.044529
239.223016,1000,399.003533
225.086438,1000,404.037407
257.361115,1000,408.997523
257.845817,1000,414.025755
207.758063,1000,419.076628
215.093173,1000,424.109989
246.668911,1000,429.136448
204.505896,1000,434.166505
257.933653,1000,438.361945
