time_s,hip_pos_target_r,hip_pos_target_l,hip_pos_r,hip_pos_l,hip_vel_target_r,hip_vel_target_l,hip_vel_r,hip_vel_l,pid_output_r,pid_output_l,agent_torque_r,agent_torque_l,combined_torque_r,combined_torque_l
0.0,0.0,0.0,0.00012783045531250536,-0.001022643642500043,1.6710131783785793,0.0,0.02180803008377552,-0.0003171753487549722,-0.0003195761382812634,0.0025566091062501073,0.9657077193260193,-0.7822186946868896,0.965388143187738,-0.7796620855806395
0.01,0.016710131783785793,0.0,0.00012783045531250536,-0.0011504741851240396,1.6710131783785793,0.0,0.016576407477259636,-0.03148398920893669,0.20855707115904115,0.0041544908890500665,0.9999988079071045,-0.9018477201461792,1.2085558790661457,-0.8976932292571291
0.02,0.033420263567571586,0.0,0.00012783045531250536,-0.0012356943916529417,1.733219752188944,0.0,0.02038911171257496,-0.0571066215634346,0.25033240061850565,0.003941438044421375,0.999999463558197,-0.8819289207458496,1.2503318641767027,-0.8779874827014282
0.03,0.051374526827564666,0.0,0.00012783045531250536,-0.0012356943916529417,1.8023381675337942,0.0,0.02038911171257496,-0.0571066215634346,0.3076593735305612,0.0030892359791323543,0.9999998211860657,-0.8687903881072998,1.307659194716627,-0.8657011521281675
0.04,0.06946702691824747,0.0,8.522030839230865e-05,-0.0011504741851240396,1.8519230650782323,0.0,0.004619720857590437,-0.02154315449297428,0.35480561890066786,0.0020239833975210786,0.9999999403953552,-0.8549486398696899,1.354805559296023,-0.8529246564721689
0.05,0.08841298812912933,0.0,8.522030839230865e-05,-0.0011504741851240396,1.905264385090676,0.0,0.004619720857590437,-0.02154315449297428,0.41027903166066126,0.002876185462810099,1.0,-0.8466217517852783,1.4102790316606613,-0.8437455663224682
0.06,0.10757231462006098,0.0,8.522030839230865e-05,-0.0011504741851240396,1.9422276063692152,0.0,0.004619720857590437,-0.02154315449297428,0.4603110006884882,0.002876185462810099,1.0,-0.8370866775512695,1.4603110006884883,-0.8342104920884594
0.07,0.12725754025651365,0.0,0.0,-0.0011930842883884907,1.9797918310492921,0.0,-0.0312657356262207,-0.050086408853530884,0.515848310089734,0.003408811753615737,1.0,-0.8199326992034912,1.515848310089734,-0.8165238874498755
0.08,0.14716815124104682,0.0,0.0,-0.0011930842883884907,2.0041333760619144,0.0,-0.0312657356262207,-0.050086408853530884,0.5670264879479487,0.0029827107209712267,1.0,-0.796023964881897,1.5670264879479487,-0.7930412541609257
0.09,0.1673402077777519,0.0,0.0,-0.0011930842883884907,2.025920505409574,0.0,-0.0312657356262207,-0.050086408853530884,0.6200710848114307,0.0029827107209712267,1.0,-0.7583285570144653,1.6200710848114306,-0.7553458462934941
0.1,0.1876865613492383,0.0,0.00029827107209712267,-0.0014487452572211623,2.037640374156288,0.0,0.09066269546747208,-0.11948730796575546,0.6689515506867457,0.006178472831379622,0.9999998807907104,-0.671748161315918,1.6689514314774563,-0.6655696884845383
0.11,0.20809301526087767,0.0,0.00029827107209712267,-0.0014487452572211623,2.0436504081715867,0.0,0.09066269546747208,-0.11948730796575546,0.723551399588345,0.003621863143052906,0.9999999403953552,-0.7029943466186523,1.7235513399837004,-0.6993724834755994
0.12,0.22855956951267,0.0,0.001917456858791411,-0.003323592012748122,2.0427486006523736,0.0,0.3119809329509735,-0.3666304349899292,0.755078966285677,0.027057447587139904,0.9998558163642883,-0.6084926128387451,1.7549347826499653,-0.5814351652516052
0.13,0.24894798727392514,0.0,0.008181149140000343,-0.009885555133223534,2.0329815393353012,0.0,0.7449906468391418,-0.7817547917366028,0.743164350135274,0.09033351903781295,0.9319769740104675,-0.6081414222717285,1.6751413241457416,-0.5178079032339156
0.14,0.26921920029937607,0.0,0.015339654870331287,-0.01832236535847187,2.019458055550194,0.0,0.7422609329223633,-0.8822342157363892,0.7658259365238118,0.13017401564866304,0.9174412488937378,-0.4864572286605835,1.6832671854175496,-0.35628321301192045
0.15,0.289337148384929,0.0,0.0214329082518816,-0.02471388876438141,1.9939138989006597,0.0,0.6685999631881714,-0.4725416898727417,0.8100075473726449,0.1256999559700489,0.8963069319725037,-0.5409497022628784,1.7063144793451486,-0.4152497462928295
0.16,0.30909747827738926,0.0,0.03259676694869995,-0.026673955842852592,1.9677687388496476,0.0,1.2582674026489258,-0.17776471376419067,0.7772164902781421,0.08628556039184332,0.7775216102600098,-0.9193649291992188,1.554738100538152,-0.8330793688073754
0.17,0.328692523161922,0.0,0.04499632120132446,-0.029869718477129936,1.9264474868677812,0.0,1.381461262702942,-0.4461776316165924,0.781195411220576,0.10663192253559828,0.9729210138320923,-0.9250012636184692,1.7541164250526684,-0.818369341082871
0.18,0.34762642801474486,0.0,0.05905767157673836,-0.03907351195812225,1.887680650550859,0.0,1.2703230381011963,-0.9351114630699158,0.7701474358691061,0.1897217147052288,0.9290902614593506,-0.9312182664871216,1.6992376973284566,-0.7414965517818928
