time_s,q_rad,qd_rad_s,q_des_rad,applied_torque_nm
2.384185791015625e-07,-0.09127148985862732,-0.05425875261425972,-0.00011666209097660872,-0.0008557541556977154
0.010158777236938477,-0.0911436602473259,-0.009752320125699043,0.010494618706116775,0.06599632610054276
0.020148754119873047,-0.09082408249378204,0.08660253882408142,0.02083878062435718,0.13834725660541164
0.030127763748168945,-0.09076016396284103,-0.008245153352618217,0.030801989505271715,0.20425490245004596
0.040125370025634766,-0.0899931862950325,0.10691221803426743,0.04073312735073697,0.2595129954031418
0.050169944763183594,-0.08801179379224777,0.2726738154888153,0.05024481065529573,0.29838789478336364
0.06018877029418945,-0.0816841572523117,0.6417789459228516,0.059721512645161005,0.322195788738437
0.07021474838256836,-0.0751008465886116,0.759590744972229,0.06865254862543112,0.3294819450222037
0.08005738258361816,-0.06800621747970581,0.7520314455032349,0.0774105236476509,0.32560810082769326
0.09005880355834961,-0.05912194401025772,1.0266810655593872,0.08576085972209384,0.3106442728196418
0.1000666618347168,-0.05074899643659592,0.8992753624916077,0.09404379684343636,0.28954587029918327
0.1100606918334961,-0.04033074900507927,1.1181312799453735,0.10178699177032152,0.26273340014926744
0.12006521224975586,-0.031382568180561066,0.9256454706192017,0.10939291121055533,0.23363407173614653
0.1300668716430664,-0.0211560670286417,1.005216360092163,0.11649800304590771,0.2022823022065123
0.14006567001342773,-0.011249148286879063,1.0153404474258423,0.12337269474871009,0.1709040602592129
0.15006589889526367,-0.0012143966741859913,1.0245155096054077,0.12979050705655149,0.13952054864757948
0.1600658893585205,0.010290413163602352,1.1776407957077026,0.13588615497474266,0.10952725199285235
0.1700601577758789,0.02205088548362255,1.1534074544906616,0.14157207568251418,0.08149449907407147
0.18012046813964844,0.03432268276810646,1.1786296367645264,0.14686483754645943,0.0560705600582215
0.19013595581054688,0.04391002655029297,0.9102855920791626,0.15178641294922887,0.034932678912902915
0.20013880729675293,0.05215514078736305,0.7120704650878906,0.15616288871148754,0.018150221757219157
0.21013140678405762,0.05835495516657829,0.6877804398536682,0.1602595776964276,0.008005581150849398
0.22008323669433594,0.061998143792152405,0.33839714527130127,0.16368128373618626,0.003502486771785739
0.23006439208984375,0.06506609171628952,0.17208223044872284,0.1669232834881863,0.0076036630563511625
0.24006295204162598,0.06538566946983337,-0.042168695479631424,0.16937004209544212,0.01681931348474916
0.2500624656677246,0.06538566946983337,0.022918909788131714,0.17171970520586824,0.030443213234459435
0.26006221771240234,0.06417127698659897,-0.11857502162456512,0.1731222372142615,0.04034221193312663
0.27006077766418457,0.06429910659790039,0.04114607349038124,0.17451801115109092,0.05005771017446507
0.2800626754760742,0.0643630251288414,0.06762227416038513,0.1748361322061116,0.053473158636546045
0.29006123542785645,0.06429910659790039,-0.0019737540278583765,0.17513480422170088,0.05597623340825365
0.300062894821167,0.06404344737529755,0.03236719220876694,0.17441934401267342,0.05239913353243934
0.31006288528442383,0.06404344737529755,0.00891077984124422,0.17357027513870135,0.04728755668057694
0.32006049156188965,0.06302079558372498,-0.14972613751888275,0.1717819646755965,0.03650102319225818
0.3300623893737793,0.05822712182998657,-0.5479716062545776,0.1697350121521529,0.02354384433944585
0.3400602340698242,0.05535092204809189,-0.050303880125284195,0.16683343410918214,0.005371274946116902
0.3500630855560303,0.05477568134665489,-0.19570834934711456,0.16353841449201786,-0.016472798003177986
0.3600614070892334,0.053305622190237045,-0.1218748390674591,0.1594833105701626,-0.042461257476516495
0.37006187438964844,0.05094074085354805,-0.3177659809589386,0.15489171698569945,-0.06937053939492611
0.38006043434143066,0.048831526190042496,-0.14406616985797882,0.1496431717496252,-0.09598028315864579
0.3900611400604248,0.04742538183927536,-0.1842414140701294,0.14370410187425725,-0.12095147291367485
0.40006375312805176,0.043526530265808105,-0.4077305793762207,0.1372192090028583,-0.1422011013939093
0.4100637435913086,0.042631715536117554,-0.07118427008390427,0.12988321394586552,-0.16061849045516355
0.4200606346130371,0.043462615460157394,0.07725086063146591,0.1221290237339521,-0.17359686643694874
0.43006134033203125,0.04301520809531212,-0.08033321797847748,0.11334534004097868,-0.1843153575436309
0.4400615692138672,0.04154514893889427,-0.17379213869571686,0.104274705325397,-0.18949155415819172
0.4500606060028076,0.036687564104795456,-0.6760125160217285,0.09399555714015924,-0.19416716876777523
0.46006178855895996,0.02914552018046379,-0.7748308777809143,0.08357008770325644,-0.1940478600047162
0.4700601100921631,0.020389080047607422,-0.8702558875083923,0.07174480032523078,-0.1956250622509575
0.48006272315979004,0.013294447213411331,-0.6729320287704468,0.059904534821785545,-0.19338965327070154
0.49006032943725586,0.006966801360249519,-0.6338133811950684,0.046501606806329865,-0.1947998576915713
0.5000622272491455,-0.0006391561473719776,-0.8054875135421753,0.03306473723747042,-0.19386099755808278
0.5100617408752441,-0.007989451289176941,-0.5429847240447998,0.018175766833296757,-0.19696138487396578
0.520061731338501,-0.01540366280823946,-0.8356308937072754,0.0030946758390274225,-0.19931118104869594
0.530059814453125,-0.02358485944569111,-0.7701732516288757,-0.013267333862748787,-0.2055668088035884
0.5400614738464355,-0.03266087919473648,-0.9595884084701538,-0.02998608500194207,-0.2121866857764096
0.5500602722167969,-0.043654363602399826,-1.098995327949524,-0.047647746989798144,-0.22149677568028947
0.560060977935791,-0.054903510957956314,-1.1695500612258911,-0.06574534893329344,-0.23148616840128963
0.5700595378875732,-0.06775055080652237,-1.257297396659851,-0.0844650513536516,-0.2427429496741465
0.5800614356994629,-0.08117282390594482,-1.4001483917236328,-0.10363026626649409,-0.2544730589737119
