update,mean_rollout_reward,eval_reward,loss_policy,loss_value,loss_entropy
215,-0.33214890809122477,nan,-0.014121148735284805,1.6348626613616943,-1.5491487979888916
216,-0.328120901023558,nan,0.030148692429065704,2.6832175254821777,-1.5678341388702393
217,-0.2720990944708619,nan,-0.05126900225877762,1.9558387994766235,-1.585824966430664
218,-0.26316426746566296,nan,0.1079368144273758,2.7935194969177246,-1.6029174327850342
219,-0.2641616152768874,nan,-0.051697567105293274,2.189189910888672,-1.6209826469421387
220,-0.20160071079592481,18.357164091850443,-0.006113630719482899,1.6636227369308472,-1.63499116897583
221,-0.21250023595484588,nan,-0.014500370249152184,2.0658648014068604,-1.6495611667633057
222,-0.1841861293829347,nan,0.03689396008849144,2.3467345237731934,-1.6668040752410889
223,-0.1711317950631076,nan,0.03781108558177948,1.9581141471862793,-1.685248613357544
224,-0.16170762274291292,nan,0.04473061487078667,1.501399040222168,-1.7001855373382568
225,-0.18460928134771337,nan,-0.03682909533381462,1.6625378131866455,-1.713402271270752
226,-0.1721050725250979,nan,0.08924484252929688,2.1956591606140137,-1.7317461967468262
227,-0.17013983518577644,nan,0.08025023341178894,1.9476661682128906,-1.7531554698944092
228,-0.14409683452821923,nan,-0.0004902058281004429,1.6906384229660034,-1.7697210311889648
229,-0.13825171049832582,nan,0.11406438052654266,1.4894006252288818,-1.785787582397461
230,-0.13208182709462332,117.98816993438851,0.00645875371992588,1.2654922008514404,-1.8036696910858154
231,-0.13728546065155553,nan,0.08975306898355484,1.2659212350845337,-1.8206596374511719
232,-0.1246386732443775,nan,-0.07542435824871063,1.3351954221725464,-1.8370733261108398
233,-0.12463790805503693,nan,-0.007410634309053421,1.9047695398330688,-1.8544690608978271
234,-0.10778080735765973,nan,0.04941796138882637,1.1440849304199219,-1.8712685108184814
235,-0.12816631906897158,nan,-0.009552758187055588,1.427087664604187,-1.891453742980957
236,-0.13113191019989698,nan,-0.024021867662668228,1.0435131788253784,-1.9052059650421143
237,-0.13095540280170215,nan,0.08762712776660919,1.0097049474716187,-1.9219214916229248
238,-0.1377357652235977,nan,0.015325971879065037,1.253469467163086,-1.9431788921356201
239,-0.12240690064626283,nan,-0.04556010663509369,0.9642934799194336,-1.9611079692840576
240,-0.10645799070981295,117.90012895773366,-0.03188464045524597,1.1286959648132324,-1.9796528816223145
241,-0.10535857408893354,nan,-0.09234549105167389,0.8682025671005249,-1.9984960556030273
242,-0.10459483775987873,nan,-0.041379302740097046,1.3723509311676025,-2.0131521224975586
243,-0.0792325074372323,nan,-0.05567518621683121,0.7226735949516296,-2.024381399154663
244,-0.07208332807931135,nan,0.05576295778155327,1.0090630054473877,-2.036999464035034
245,-0.09851728313005362,nan,0.02459755353629589,0.8281402587890625,-2.0519633293151855
246,-0.06554849886692275,nan,-0.017508545890450478,0.955085039138794,-2.0689918994903564
247,-0.08567237073180056,nan,0.0474725179374218,0.8554505109786987,-2.0884604454040527
248,-0.0724798268392255,nan,-0.07797607779502869,0.8383674621582031,-2.1069610118865967
249,-0.08153462087429557,nan,-0.028396671637892723,0.7884412407875061,-2.1244149208068848
250,-0.08863731307518306,117.51346854201587,0.04223015159368515,0.8690470457077026,-2.138923406600952
251,-0.07979140114257217,nan,0.008693307638168335,0.7918033599853516,-2.1523799896240234
252,-0.09660625336981897,nan,-0.06788013875484467,0.4949480891227722,-2.1681101322174072
253,-0.08536019655634457,nan,-0.041215989738702774,0.4910730719566345,-2.186138153076172
254,-0.10146870349512702,nan,0.05505291745066643,0.715377926826477,-2.2025375366210938
255,-0.0906847426486788,nan,0.04036010056734085,0.5405040979385376,-2.2195088863372803
