time_s,target_right_rad,actual_right_rad,torque_right_nm,right_flex,right_ext,target_left_rad,actual_left_rad,torque_left_nm,left_flex,left_ext
0.0,-0.00011691116769094612,-2.0592066845704214e-06,-0.0008573027395901016,0.00010522005092185152,0.0,0.0,-1.5571895238806541e-06,-0.00012084425627118393,0.0,0.0
0.01,0.010330123424831429,3.964298858057135e-05,0.06485700831526194,0.0,0.0092989643683644,0.0,-3.818746978690129e-06,-0.00011102310699544742,0.0,1.4014705714925888e-06
0.02,0.020690253406756048,0.000339068297793526,0.13753699926433535,0.0,0.01858554937635793,0.0,-6.933027774455055e-06,-9.553404722139984e-05,0.0,3.436872280821116e-06
0.03,0.03067499989498059,0.0012961398771965372,0.20498577083207709,0.0,0.02730233843746836,0.0,-1.2329014928004223e-05,-7.395525540988574e-05,0.0,6.239724997009549e-06
0.04,0.040614408538753366,0.0032755125000679345,0.26389905056472945,0.0,0.035386441795401145,0.0,-2.082398128728156e-05,-3.722100191879493e-05,0.0,1.1096113435203801e-05
0.05,0.050083881914268207,0.0065399806462254325,0.3087802662004626,0.0,0.04212753247278025,0.0,-3.2185102165229555e-05,2.095600132214997e-05,0.0,1.8741583158553404e-05
0.06,0.05955335528978305,0.011247629636176102,0.34086388150373975,0.0,0.047712037179201854,0.0,-4.563114098925248e-05,9.989264167932401e-05,0.0,2.89665919487066e-05
0.07,0.06846139646755374,0.017445040543997918,0.3574911915686337,0.0,0.05149239014823988,0.0,-6.0159104748427866e-05,0.00019457363624891637,0.0,4.106802689032724e-05
0.08,0.07736261172194747,0.025084656940939868,0.36292219246807117,0.0,0.0539258140601546,0.0,-7.481082555673704e-05,0.0002980419549441914,0.0,5.414319427358508e-05
0.09,0.0857121705396961,0.034035057815798804,0.35661586319153676,0.0,0.05456476223888061,0.0,-8.871676588199676e-05,0.0004033804096859695,0.0,6.732974300106334e-05
0.1,0.09399214266455713,0.044104690821418824,0.343113697562902,0.0,0.0539613763638825,0.0,-0.00010118525933197552,0.0005042371649865409,0.0,7.98450892937971e-05
