timestep,episode,hip_pos_l,hip_pos_r,exo_pos_l,exo_pos_r,hip_vel_l,hip_vel_r,exo_vel_l,exo_vel_r,act_iliopsoas_l,act_iliopsoas_r,act_glut_l,act_glut_r,muscle_length_iliopsoas_l,muscle_length_iliopsoas_r,muscle_length_glut_l,muscle_length_glut_r,muscle_force_iliopsoas_l,muscle_force_iliopsoas_r,muscle_force_glut_l,muscle_force_glut_r,motor_torque_l,motor_torque_r,pid_output_l,pid_output_r,hip_pos_target_l,hip_pos_target_r,hip_vel_target_l,hip_vel_target_r
199001,199,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.009999999776482582,1.0680402517318726,1.0680406093597412,0.7233721613883972,0.7233721613883972,0.0,0.0,0.0,0.0,0.0,0.0,0.00023616055873571117,0.0,0.0,0.00011691116769094612,0.0,-1.0447034592521818
199002,199,0.007555503863841295,0.0034287837333977222,0.005224534310400486,0.004964853636920452,-0.7173738479614258,-1.4675703048706055,-1.126810908317566,-1.2072386741638184,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.019333671778440475,1.0557196140289307,1.0557198524475098,0.7169663310050964,0.7140262126922607,0.0,0.0,0.0,0.0,0.0,0.0,-0.020864511094805666,0.0,0.0,-0.010330123424831429,0.0,-1.0447034592521813
199003,199,0.0016916964668780565,-0.013677112758159637,-0.004820363596081734,-0.008716278709471226,0.5544562339782715,-0.8806642889976501,0.20531801879405975,-0.5321378111839294,0.07855832576751709,0.13956721127033234,0.009999999776482582,0.018176432698965073,1.0308465957641602,1.0254677534103394,0.710648775100708,0.7036134600639343,0.0,0.0,0.0,0.0,0.0,0.0,0.1712108264623374,0.09234395938925444,0.0,-0.020690253406756048,0.0,-0.9984746488223865
199004,199,0.009878636337816715,-0.01990753784775734,0.0025581703521311283,-0.013032258488237858,0.845916211605072,-0.6527921557426453,0.9386650323867798,-0.5825397372245789,0.06882070004940033,0.13268278539180756,0.07420173287391663,0.017165176570415497,1.0027278661727905,0.9972046613693237,0.6914736032485962,0.6938796043395996,0.0,0.08265912532806396,0.0,0.0,0.0,0.0,0.09707726634532331,-0.08673677203711122,0.0,-0.03067499989498059,0.0,-0.9984746488223865
199005,199,0.012371748685836792,-0.03292997553944588,0.007730061188340187,-0.025478262454271317,0.08594277501106262,-1.4980196952819824,0.4611026346683502,-1.4797683954238892,0.06064053624868393,0.120348259806633,0.13165195286273956,0.01628151908516884,0.9864500164985657,0.9955819845199585,0.6831610798835754,0.6847640872001648,0.05049499124288559,0.13245707750320435,0.06947958469390869,0.0,0.0,0.0,0.05506434183490251,-0.14702722114976496,0.0,-0.040614408538753366,0.0,-0.951121543448045
199006,199,0.01247189287096262,-0.04730043560266495,0.0129347899928689,-0.040795132517814636,-0.09734109044075012,-1.3967790603637695,0.5558522343635559,-1.570127248764038,0.05371725931763649,0.17221464216709137,0.11686495691537857,0.015508084557950497,0.9858074188232422,0.995755672454834,0.6829041838645935,0.676203727722168,0.05373001843690872,0.16644304990768433,0.06672852486371994,0.0,0.0,0.0,0.18861132327065402,-0.038264865330420436,0.0,-0.050083881914268207,0.0,-0.9469473375514328
199007,199,0.01194758526980877,-0.05922228470444679,0.01824578270316124,-0.05540810152888298,-0.0567142590880394,-1.0795164108276367,0.3486245274543762,-1.4157778024673462,0.04781604930758476,0.18029499053955078,0.10060466825962067,0.014829660765826702,0.9866635203361511,0.996465265750885,0.6831967830657959,0.6681393980979919,0.04866337776184082,0.1866844743490219,0.05763765424489975,0.0,0.0,0.0,0.1829821430145882,-0.011222011740319431,0.0,-0.05955335528978305,0.0,-0.9217848711986326
199008,199,0.011315715499222279,-0.06887713074684143,0.019180255010724068,-0.06911429017782211,-0.09012266993522644,-0.8757119178771973,-0.09053770452737808,-1.3415504693984985,0.04278361052274704,0.17344635725021362,0.08806543052196503,0.014236215502023697,0.9875348806381226,0.9984945058822632,0.6834414005279541,0.6608591079711914,0.04332306981086731,0.18788552284240723,0.050437163561582565,0.005211336072534323,0.0,0.0,0.14123557919692845,-0.016506372946314518,0.0,-0.06846139646755374,0.0,-0.8901215254393259
199009,199,0.0108275031670928,-0.07667367160320282,0.017442135140299797,-0.08101652562618256,-0.06748330593109131,-0.7516342401504517,-0.25830742716789246,-1.0502187013626099,0.038474660366773605,0.16285063326358795,0.07680357992649078,0.013716820627450943,0.9884629249572754,1.0013971328735352,0.6835834980010986,0.658690333366394,0.03944018483161926,0.18130812048912048,0.04371005669236183,0.004877134691923857,0.0,0.0,0.1120024572108622,-0.01045768608804792,0.0,-0.07736261172194747,0.0,-0.8901215254393259
199010,199,0.009832803159952164,-0.08441882580518723,0.01420221570879221,-0.08981481939554214,-0.12508176267147064,-0.7827847599983215,-0.36688104271888733,-0.7478769421577454,0.03477293252944946,0.1509154587984085,0.06777804344892502,0.013262062333524227,0.9890179634094238,1.004654049873352,0.6841312050819397,0.6569910049438477,0.03388626500964165,0.16771002113819122,0.04046130180358887,0.005257875192910433,0.0,0.0,0.09210399965034603,-0.013093716087751093,0.0,-0.0857121705396961,0.0,-0.8279972124860561
