#{"t_start": 1781176910.1269114, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
684.387931,1000,3.540734
682.622625,1000,3.890671
685.763718,1000,4.200295
690.164843,1000,4.497123
676.858883,1000,4.80729
673.977168,1000,5.105901
694.490483,1000,5.391441
671.611845,1000,5.670282
676.00398,1000,5.949167
696.726889,1000,6.23049
669.274312,1000,11.019529
689.703748,1000,15.200143
697.199708,1000,19.757899
727.515998,1000,25.209644
743.717455,1000,30.18747
770.971651,1000,34.589833
784.179396,1000,39.251303
813.007487,1000,43.944358
826.718711,1000,48.931278
840.644227,1000,53.686418
841.967952,1000,58.499778
838.945714,1000,63.143955
841.926667,1000,67.642728
842.685317,1000,71.971036
847.351187,1000,76.276485
845.927234,1000,81.383529
855.142187,1000,86.980874
858.145518,1000,92.412937
865.03146,1000,97.615556
871.283375,1000,102.785949
875.643778,1000,108.185217
880.962877,1000,113.43718
886.323162,1000,117.978747
883.684367,1000,122.99959
888.303039,1000,127.829884
890.404069,1000,132.492765
890.734704,1000,137.065213
891.161864,1000,141.832907
894.287201,1000,146.298895
893.661547,1000,150.955719
893.31703,1000,155.920539
893.65962,1000,161.252263
893.657781,1000,166.417158
895.114907,1000,171.895651
895.055713,1000,177.187911
896.913204,1000,182.628352
898.226477,1000,187.627486
897.968197,1000,192.676348
898.480324,1000,197.660763
899.816089,1000,202.445159
899.35637,1000,206.828308
901.215578,1000,211.608063
900.751026,1000,216.326238
901.469652,1000,220.872708
902.292328,1000,225.547254
903.501236,1000,230.677146
902.345843,1000,236.619592
902.552134,1000,242.272052
904.364085,1000,247.268298
903.634808,1000,251.630232
904.586919,1000,255.998103
904.162975,1000,260.827429
904.97392,1000,265.665936
904.198803,1000,270.411052
904.923821,1000,275.698006
905.711167,1000,281.141868
905.731932,1000,285.880016
906.260056,1000,290.396555
906.449827,1000,295.134751
906.529228,1000,299.920455
907.667335,1000,304.423127
906.990367,1000,308.644895
906.013945,1000,312.831709
906.92682,1000,317.693139
907.595113,1000,322.038349
908.295675,1000,326.818321
907.880246,1000,332.420589
909.297113,1000,337.282597
908.145808,1000,342.375964
909.287056,1000,347.669345
909.45226,1000,352.483853
909.016096,1000,358.125316
908.903987,1000,363.646263
909.347783,1000,369.378185
909.791939,1000,374.980607
909.801992,1000,380.557603
910.139414,1000,384.975743
908.68299,1000,389.780286
910.0023,1000,394.769146
909.589488,1000,399.728653
910.39984,1000,404.581566
910.685752,1000,409.723811
910.473176,1000,414.987068
911.081883,1000,420.248913
910.346138,1000,424.986163
910.188715,1000,429.231836
910.916037,1000,433.695485
911.31544,1000,438.152435
910.754557,1000,442.736575
911.062328,1000,447.265659
910.517051,1000,451.632723
910.819168,1000,455.986604
910.499212,1000,460.559601
910.832095,1000,465.011116
910.385809,1000,469.459846
910.633335,1000,474.366457
912.028787,1000,479.297811
911.404966,1000,483.684845
910.856727,1000,488.537791
910.960093,1000,493.420191
911.454412,1000,498.253109
911.272747,1000,502.674642
911.42583,1000,506.929111
910.498536,1000,511.179855
911.534045,1000,515.589191
910.713029,1000,519.911459
911.3967,1000,524.290265
911.260525,1000,529.126212
911.573647,1000,533.995083
911.369404,1000,538.738482
912.156982,1000,543.56003
912.496883,1000,548.379355
911.516947,1000,553.223644
911.322468,1000,557.617157
911.36173,1000,562.276096
911.73335,1000,566.546441
911.69035,1000,571.170856
911.985441,1000,575.995399
911.881305,1000,581.168891
911.829275,1000,585.498829
911.84464,1000,590.200159
912.045539,1000,594.850084
912.774883,1000,600.030597
912.261037,1000,605.006369
911.607207,1000,609.935309
912.138971,1000,614.761161
912.647049,1000,619.514844
911.96245,1000,624.493643
912.634902,1000,629.524845
912.31796,1000,634.309098
912.584467,1000,638.725557
912.897434,1000,642.958425
912.02812,1000,647.172412
913.171861,1000,651.85597
912.176378,1000,656.811382
912.375528,1000,661.555518
912.269955,1000,666.59752
912.643459,1000,671.274505
912.523949,1000,676.344086
912.243326,1000,681.519037
912.652298,1000,686.324538
913.336475,1000,690.659451
912.873018,1000,695.143882
912.949611,1000,699.634791
913.222861,1000,703.871621
913.548585,1000,708.128606
912.506062,1000,712.666054
913.79906,1000,717.087132
913.896806,1000,721.314111
913.51939,1000,725.568059
914.462952,1000,729.790747
913.348185,1000,734.098188
912.594797,1000,738.442743
913.739602,1000,743.783401
912.889826,1000,748.565719
913.658578,1000,753.18406
913.524202,1000,758.087282
913.68169,1000,762.662325
912.833738,1000,767.295204
913.612705,1000,771.875491
913.042829,1000,776.353586
913.321454,1000,780.661032
913.56439,1000,785.00734
913.510811,1000,789.290377
914.180976,1000,793.822726
913.741083,1000,798.422983
913.603278,1000,803.590823
913.087573,1000,808.571544
913.881829,1000,813.317173
913.774011,1000,818.060362
913.949262,1000,822.79625
913.649442,1000,827.536296
913.802215,1000,832.284055
913.590478,1000,836.694111
913.800099,1000,840.947028
913.203151,1000,845.228558
914.597798,1000,849.492793
913.890041,1000,853.753881
914.255989,1000,858.000591
913.690477,1000,862.252219
914.4363,1000,866.646509
913.74595,1000,870.900279
913.563098,1000,875.149707
914.657943,1000,879.413165
913.956335,1000,883.667965
914.489663,1000,887.922992
914.365031,1000,892.176537
914.05917,1000,896.420511
914.681743,1000,900.673434
914.60791,1000,904.928248
