time_s,q_rad,qd_rad_s,q_des_rad,applied_torque_nm
7.152557373046875e-07,-0.2466275691986084,-0.008581530302762985,-0.0001161639375479339,-0.000689933815890212
0.010167121887207031,-0.24649973213672638,0.0463503822684288,0.010503263872260367,0.051409371596036556
0.02014613151550293,-0.2466275691986084,-0.01575719378888607,0.020836162020379728,0.10816349858520222
0.03016805648803711,-0.246584951877594,0.002052453812211752,0.030842038105964406,0.1628786188146477
0.040145158767700195,-0.246584951877594,0.003403974464163184,0.04075186624734932,0.21389326960212898
0.05014300346374512,-0.24654234945774078,0.02176891639828682,0.05021929866352228,0.25802939203783415
0.060071706771850586,-0.2466275691986084,-0.03380110487341881,0.059617231977420054,0.29582005700599995
0.07016968727111816,-0.24641451239585876,0.002853801939636469,0.06861243876016908,0.3250437205567016
0.08007121086120605,-0.24624405801296234,0.029073726385831833,0.07742206964935772,0.3469804552971033
0.09014368057250977,-0.2461162507534027,0.00606124009937048,0.08583113765322259,0.3605564228215409
0.10014772415161133,-0.24581795930862427,0.026531757786870003,0.09410660950730954,0.3679578253177894
0.11017203330993652,-0.24513623118400574,0.08762399107217789,0.10187167524681465,0.368447242944612
0.1202247142791748,-0.24283526837825775,0.24553760886192322,0.10950624426228117,0.36439352055078256
0.13017487525939941,-0.2402360588312149,0.31129369139671326,0.11657229366649159,0.35566691218046836
0.14017033576965332,-0.23738116025924683,0.3245645761489868,0.12343988790025844,0.34403412664696154
0.1501452922821045,-0.23346103727817535,0.37373536825180054,0.1298389237851522,0.32964552297959177
0.16014480590820312,-0.2283478081226349,0.5027215480804443,0.13593107229646592,0.31364338409578024
0.17009186744689941,-0.2219989001750946,0.6476976275444031,0.14158877129843775,0.29655712404494833
0.18018698692321777,-0.21454212069511414,0.753180205821991,0.14689757361446404,0.27852023254250685
0.19019675254821777,-0.20768189430236816,0.6917634606361389,0.15181303572727525,0.26076445350288746
0.20019102096557617,-0.20094947516918182,0.7111270427703857,0.15618434078356125,0.24293752777691016
0.21021199226379395,-0.19153262674808502,0.9329031705856323,0.1602872977167648,0.2263291413828447
0.22017312049865723,-0.18122099339962006,1.0067591667175293,0.16371052579701828,0.21010294514930422
0.23014140129089355,-0.17171892523765564,0.9242552518844604,0.16694213295318414,0.19621015328451324
0.2401442527770996,-0.16315427422523499,0.9074673652648926,0.16938919436738292,0.18279622307982832
0.25014352798461914,-0.15241652727127075,1.1835898160934448,0.17173107473719373,0.17284153212243608
0.2601442337036133,-0.14078395068645477,1.1604543924331665,0.17313374050477906,0.16343330990700888
0.27014708518981934,-0.12991835176944733,1.0619419813156128,0.17452075696729444,0.1541609893866489
0.28014326095581055,-0.11849883943796158,1.2654746770858765,0.17483858973148791,0.1447449172605349
0.2901418209075928,-0.10682365298271179,1.1763266324996948,0.1751290461247555,0.14203793258797937
0.3001704216003418,-0.09467975795269012,1.2315140962600708,0.17441027807643664,0.139653118321739
0.310164213180542,-0.08215237408876419,1.2557464838027954,0.17355216579941912,0.13998200149952314
0.3201627731323242,-0.07013630867004395,1.1621935367584229,0.17176108687878855,0.13859413184644548
0.33014416694641113,-0.058461129665374756,1.2028019428253174,0.16971129782158648,0.1375247225991445
0.3401753902435303,-0.04601896554231644,1.225959300994873,0.1667955561714213,0.1339091475378845
