#{"t_start": 1781979632.8884444, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
290.846366,1000,3.643293
291.78756,1000,4.007277
299.931144,1000,4.347396
298.919922,1000,4.694046
276.400941,1000,4.990938
269.463899,1000,5.306484
313.6627,1000,5.626269
270.714189,1000,5.956169
284.938642,1000,6.27586
318.218799,1000,6.588006
291.481568,1000,6.879873
311.260866,1000,7.2061
269.028817,1000,7.506333
317.418898,1000,7.789238
299.551468,1000,8.096598
311.497561,1000,8.419864
276.819573,1000,8.726667
302.378806,1000,9.047938
301.03077,1000,9.387837
312.398286,1000,9.753095
299.222973,1000,10.058515
257.265574,1000,10.364559
300.983424,1000,10.667017
255.484542,1000,10.968328
293.844446,1000,11.272637
264.100138,1000,17.151836
424.849854,1000,21.922394
466.050448,1000,26.789883
507.645467,1000,31.361746
548.622649,1000,35.841696
584.116616,1000,40.320503
658.25952,1000,44.733132
668.38367,1000,49.117374
710.362257,1000,53.678996
721.422531,1000,58.395558
746.972454,1000,62.964054
759.648315,1000,67.669015
760.093602,1000,72.262724
766.420962,1000,77.06556
776.21325,1000,81.948958
786.554373,1000,86.744309
788.47376,1000,91.544911
794.456482,1000,96.345178
793.636789,1000,101.376407
800.819843,1000,106.992184
805.010714,1000,112.503619
803.314668,1000,118.050345
802.270963,1000,123.374271
803.888952,1000,128.556487
805.950115,1000,133.515966
808.833927,1000,138.177215
808.437156,1000,143.392093
809.073274,1000,148.681587
812.712213,1000,153.596818
811.800984,1000,158.156496
812.452277,1000,162.670182
815.075026,1000,167.227986
814.984479,1000,171.773844
814.718435,1000,176.334496
817.033045,1000,180.888021
816.499695,1000,185.455935
818.9777,1000,190.140095
818.396199,1000,195.212987
817.614144,1000,199.788128
820.671836,1000,204.382179
821.629077,1000,208.963046
822.346004,1000,213.553151
823.323021,1000,218.156543
822.835077,1000,222.888866
823.218945,1000,227.489542
822.621285,1000,232.139757
822.706999,1000,236.745069
824.549378,1000,242.060657
823.507468,1000,247.509388
824.860841,1000,252.886998
827.216696,1000,258.342818
827.580318,1000,263.692795
827.0953,1000,269.033822
825.588006,1000,274.267388
826.638701,1000,279.702912
828.954072,1000,284.848421
827.416109,1000,289.444301
828.788395,1000,294.082314
826.736092,1000,298.711251
828.150235,1000,303.371452
828.695271,1000,308.007912
828.76632,1000,312.648556
828.110888,1000,317.270071
829.478912,1000,322.25811
829.248784,1000,327.667649
828.875864,1000,333.18239
830.359705,1000,338.584919
831.208367,1000,344.199343
831.44492,1000,349.583336
831.368669,1000,354.21931
830.522379,1000,358.864418
830.154547,1000,363.573822
831.543537,1000,368.240992
830.587776,1000,372.89276
832.75456,1000,377.677046
832.141181,1000,382.317857
834.331295,1000,387.560686
832.081057,1000,392.504167
833.308968,1000,397.962484
832.822701,1000,403.33069
833.342999,1000,408.713545
833.405954,1000,414.171693
835.570756,1000,419.296986
836.64239,1000,423.948092
835.154897,1000,428.60008
835.334885,1000,433.27832
833.97753,1000,437.99933
835.039186,1000,442.631629
835.692442,1000,447.257063
837.349867,1000,451.934604
835.242404,1000,456.550683
835.626003,1000,461.174603
835.709326,1000,465.80409
836.386879,1000,470.664682
837.577,1000,475.287713
836.270367,1000,479.817477
837.142147,1000,484.398666
839.240076,1000,489.037539
837.438556,1000,493.641897
835.104135,1000,498.194559
837.140969,1000,502.646609
837.631101,1000,507.567677
837.861885,1000,512.862105
837.383473,1000,518.047412
840.063138,1000,522.765271
837.641243,1000,527.266533
838.728267,1000,532.25765
839.881987,1000,536.902893
838.812307,1000,541.407711
838.421709,1000,546.084737
838.992372,1000,550.887182
840.97775,1000,555.470217
838.666779,1000,560.072702
838.451923,1000,564.887238
840.200193,1000,569.541384
841.566173,1000,574.18203
840.505975,1000,578.832729
840.5772,1000,583.446992
841.535737,1000,588.464694
840.115987,1000,593.549463
841.8893,1000,598.238749
841.640056,1000,603.436722
840.198192,1000,608.899122
840.56697,1000,613.65111
842.712952,1000,618.379148
844.537857,1000,623.033087
842.80434,1000,627.747636
843.410379,1000,632.550964
842.971361,1000,637.864712
842.946847,1000,643.291331
842.306947,1000,648.07483
844.557819,1000,652.765927
843.353298,1000,657.401201
843.137776,1000,661.985579
841.700955,1000,666.676134
842.661979,1000,671.335221
844.577807,1000,676.267181
843.816158,1000,681.660059
844.143896,1000,686.667987
842.811158,1000,691.325648
844.124688,1000,695.974023
844.836562,1000,700.450096
845.276912,1000,705.056361
845.350531,1000,709.552885
844.434848,1000,714.79352
842.762238,1000,720.169817
842.700903,1000,725.572331
843.787151,1000,730.986101
844.856294,1000,736.449303
846.100155,1000,741.484792
844.557043,1000,746.11996
844.840216,1000,750.743579
844.309278,1000,755.60997
846.641879,1000,760.29141
845.735672,1000,764.972512
844.54617,1000,769.754077
845.680335,1000,774.426819
844.48062,1000,779.143761
845.33731,1000,784.441063
846.201783,1000,789.310414
844.554134,1000,794.121367
845.478695,1000,799.01208
845.87232,1000,804.483036
844.981317,1000,809.325319
845.764735,1000,814.145658
846.159574,1000,819.49887
845.583757,1000,824.936377
846.144453,1000,830.440759
845.528928,1000,835.948451
845.301196,1000,841.384921
846.713501,1000,846.909711
846.304469,1000,852.328037
846.632054,1000,857.616444
846.010086,1000,862.267706
846.733745,1000,866.927769
