#{"t_start": 1780842857.7387655, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
839.790019,1000,1.018247
837.059938,1000,1.262643
841.238642,1000,1.504342
846.681583,1000,1.747339
830.581807,1000,1.989436
827.387757,1000,2.230346
851.282214,1000,2.473682
824.431896,1000,2.71569
828.947588,1000,2.959665
854.049256,1000,3.20189
820.911424,1000,7.561151
844.901856,1000,11.494751
864.585379,1000,15.433732
908.68972,1000,19.43522
941.083969,1000,23.469231
980.529466,1000,27.420484
1004.740751,1000,31.382263
1031.667217,1000,35.358776
1043.477283,1000,39.335971
1052.065448,1000,43.318446
1056.413507,1000,47.316653
1059.356785,1000,51.301637
1064.189345,1000,55.293748
1067.133729,1000,59.281178
1067.175563,1000,63.861225
1070.257292,1000,68.524415
1076.346629,1000,73.26976
1078.725347,1000,77.887537
1075.830258,1000,82.512194
1075.573046,1000,87.143155
1082.212282,1000,91.772706
1080.185702,1000,96.390872
1085.574896,1000,101.012735
1084.677138,1000,105.64044
1087.029159,1000,110.265778
1087.263743,1000,114.899361
1088.535297,1000,119.534174
1089.441335,1000,124.16267
1090.168578,1000,128.791897
1090.809354,1000,132.802025
1089.731132,1000,136.813926
1091.199706,1000,140.823944
1090.642529,1000,144.837442
1090.750762,1000,148.84778
1092.872846,1000,152.888303
1093.058773,1000,157.510384
1091.807912,1000,161.935187
1093.239419,1000,166.575246
1093.312148,1000,171.222769
1093.238754,1000,175.85508
1094.518056,1000,180.493941
1093.535948,1000,185.139061
1095.835215,1000,189.932533
1094.421179,1000,194.589673
1095.302132,1000,199.23523
1095.306317,1000,203.882083
1094.988945,1000,208.525928
1096.51894,1000,213.182797
1097.418939,1000,217.839096
1097.24312,1000,222.499206
1097.964623,1000,227.154232
1098.953897,1000,231.802665
1097.490426,1000,236.453876
1097.861504,1000,241.116776
1098.594585,1000,245.770018
1099.116855,1000,250.419973
1098.687321,1000,255.090859
1098.284761,1000,259.765384
1099.351993,1000,264.443799
1099.769222,1000,269.111222
1099.891946,1000,273.783576
1099.976877,1000,278.467051
1099.746816,1000,283.165434
1099.63321,1000,287.860649
1099.673669,1000,292.548151
1100.235571,1000,297.232059
1100.861801,1000,301.918151
1101.455576,1000,306.603323
1101.325981,1000,311.088128
1101.674436,1000,315.115152
1101.465583,1000,319.14267
1102.466669,1000,323.174209
1102.280801,1000,327.196119
1101.852495,1000,331.219074
1101.975234,1000,335.246715
1102.013937,1000,339.337093
1101.915622,1000,343.844183
1102.209697,1000,348.549517
1102.514894,1000,353.247064
1103.071353,1000,357.938141
1101.900722,1000,362.637751
1103.210751,1000,367.339427
1102.234654,1000,372.039282
1103.679917,1000,376.754436
1102.525336,1000,381.464144
1103.159045,1000,385.852929
1103.241534,1000,390.137169
1104.078192,1000,394.847298
1103.009749,1000,399.553686
1104.52695,1000,404.269741
1103.036285,1000,408.999961
1103.219088,1000,413.715858
1103.252708,1000,418.427216
1104.52284,1000,423.132901
1103.920513,1000,427.976018
1103.08086,1000,432.67914
1103.616949,1000,437.384941
1103.714958,1000,442.092383
1103.970622,1000,446.79813
1103.725419,1000,451.4892
