#{"t_start": 1781183759.3463717, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
950.368676,1000,3.513959
948.447831,1000,3.789518
950.539073,1000,4.060092
957.624638,1000,4.337224
944.308624,1000,4.630985
941.24525,1000,4.917734
960.740267,1000,5.197956
937.274079,1000,5.492435
941.823854,1000,5.780552
959.045277,1000,6.060878
939.439071,1000,10.873601
951.256632,1000,15.12694
957.005656,1000,19.342986
983.700039,1000,23.499431
999.259023,1000,27.938405
1027.603034,1000,32.981029
1040.651849,1000,37.864357
1066.047042,1000,42.27912
1076.463202,1000,47.919868
1090.916251,1000,52.258879
1099.835251,1000,57.22967
1096.75355,1000,62.661461
1100.634141,1000,66.947732
1104.463476,1000,71.697317
1107.280761,1000,76.097785
1106.803923,1000,80.64474
1109.16328,1000,85.001636
1109.831988,1000,89.264855
1109.72101,1000,93.627388
1115.460822,1000,97.87866
1118.742807,1000,101.977912
1124.641396,1000,106.250298
1125.548056,1000,110.952395
1121.82377,1000,115.400931
1128.460243,1000,119.727438
1128.529311,1000,124.211647
1125.412436,1000,128.413393
1126.306383,1000,132.944357
1126.758309,1000,137.242417
1126.898547,1000,141.684867
1126.944447,1000,145.818493
1129.330741,1000,150.025305
1126.612178,1000,154.773907
1130.969192,1000,160.319856
1132.105762,1000,165.654603
1133.276904,1000,170.860744
1134.210626,1000,175.5175
1135.262427,1000,179.904188
1135.234031,1000,184.290417
1137.020945,1000,188.671105
1135.693243,1000,193.109595
1136.406162,1000,197.412421
1136.708647,1000,201.904626
1135.625868,1000,206.836864
1136.294324,1000,211.297349
1138.603378,1000,215.435705
1137.8466,1000,219.603449
1139.446266,1000,223.752193
1140.714636,1000,227.905555
1137.971743,1000,232.124424
1140.897699,1000,236.278414
1140.723618,1000,240.67867
1140.609176,1000,244.777137
1141.378774,1000,248.883923
1141.765514,1000,252.989355
1141.278505,1000,257.143359
1141.817239,1000,261.256546
1142.477254,1000,265.359212
1141.650754,1000,269.495954
1142.563225,1000,273.60336
1143.33031,1000,277.883797
1142.337106,1000,282.055328
1142.132626,1000,286.234017
1142.194934,1000,290.381787
1142.886728,1000,294.566686
1143.433402,1000,298.696655
1143.150193,1000,302.950475
1144.65965,1000,307.121118
1143.225014,1000,311.321582
1144.694906,1000,315.443337
1144.592206,1000,319.637029
1143.470652,1000,323.748912
1144.825894,1000,328.05144
1143.519292,1000,332.169234
1144.220374,1000,336.346709
1144.507682,1000,340.538438
1144.330297,1000,344.697483
1145.272888,1000,348.819032
1145.589439,1000,353.504851
1144.759446,1000,358.331616
1145.090897,1000,363.264181
1144.956923,1000,368.03134
1146.170836,1000,372.84526
1146.735546,1000,377.743551
1144.81436,1000,382.935768
1145.786207,1000,387.269495
1145.735991,1000,391.611329
1145.650281,1000,395.72936
1146.231837,1000,399.859068
1146.294918,1000,404.185515
1145.634225,1000,408.473851
1145.720929,1000,412.970499
1146.419758,1000,417.311684
1146.466042,1000,421.796503
1146.197082,1000,426.134531
1145.76401,1000,430.497347
1145.960977,1000,434.758019
1146.310813,1000,439.542945
1146.81207,1000,443.932699
1146.285497,1000,449.268919
1147.015848,1000,453.800392
1146.64847,1000,458.10846
1146.425712,1000,462.338669
1146.91333,1000,466.584712
1147.393233,1000,471.293381
1146.351255,1000,476.28248
1146.791432,1000,481.276653
1147.421055,1000,485.628806
1147.282543,1000,489.980851
1147.277302,1000,494.315029
1147.38003,1000,498.653876
1147.70648,1000,503.221858
1147.092147,1000,507.560914
1147.74177,1000,512.010468
