#{"t_start": 1781986804.2751293, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
90.619543,1000,3.584737
103.955959,1000,3.860989
91.708782,1000,4.132824
91.152486,1000,4.402713
85.530278,1000,4.672245
79.181493,1000,4.943808
107.412053,1000,5.218063
79.047792,1000,5.49253
96.205277,1000,5.771045
126.095019,1000,6.045655
106.985619,1000,6.313791
123.666535,1000,6.583273
76.840206,1000,6.852649
93.115932,1000,7.123668
89.236535,1000,7.398554
110.02583,1000,7.67665
61.759293,1000,7.958635
81.382611,1000,8.230213
103.584891,1000,8.499386
115.270835,1000,8.768405
89.37294,1000,9.038669
71.165879,1000,9.314909
100.400856,1000,9.593355
66.525163,1000,9.871399
81.89541,1000,10.147593
134.056482,1000,15.567146
316.738591,1000,20.603279
391.209055,1000,24.822169
478.70039,1000,29.420632
542.293232,1000,34.577015
582.477059,1000,39.689686
638.531782,1000,43.911408
658.537887,1000,48.196269
692.077105,1000,52.570882
725.868973,1000,56.818117
757.514706,1000,61.081184
766.432725,1000,65.342848
780.376116,1000,69.594008
793.861686,1000,73.887531
805.245501,1000,78.180143
808.553741,1000,82.456546
811.301351,1000,86.812958
820.499338,1000,91.316431
819.876726,1000,95.637008
821.488338,1000,99.933373
823.615161,1000,104.488829
824.742657,1000,109.295052
823.108708,1000,114.392311
824.947824,1000,119.587966
826.149086,1000,124.245129
826.477082,1000,128.59002
824.846721,1000,133.132778
826.536764,1000,137.81469
828.933863,1000,142.167118
829.152106,1000,146.59799
827.955106,1000,150.924817
829.39032,1000,155.338217
830.015856,1000,160.231294
830.840287,1000,165.388816
831.765578,1000,170.637723
829.711066,1000,175.015091
830.358574,1000,179.381315
832.017401,1000,184.371463
829.630369,1000,189.113936
831.622937,1000,193.843686
831.29163,1000,198.556893
832.915218,1000,202.958717
833.697408,1000,207.406144
832.64464,1000,211.80016
833.259004,1000,216.259459
831.17163,1000,220.680472
833.160722,1000,225.125587
832.505716,1000,229.535881
834.030006,1000,233.984206
834.234863,1000,238.407476
835.335666,1000,242.821273
835.179643,1000,247.410535
834.7725,1000,251.951641
834.859606,1000,256.391442
834.628798,1000,260.862517
834.95824,1000,265.83628
835.19939,1000,271.014582
836.076352,1000,276.330971
835.79727,1000,281.270431
836.525955,1000,285.748409
835.51155,1000,290.3169
837.278337,1000,295.650496
836.71493,1000,300.924611
836.398048,1000,306.211065
837.255366,1000,310.788099
836.02217,1000,315.309208
835.608836,1000,320.655614
836.992248,1000,326.101526
837.523311,1000,331.424777
837.695933,1000,336.671013
838.048644,1000,341.753192
836.497088,1000,346.223186
837.247299,1000,350.723877
837.402092,1000,355.347249
837.808157,1000,360.561173
838.607248,1000,365.240748
837.169062,1000,370.344821
836.379936,1000,375.335408
838.05057,1000,379.654434
836.509663,1000,383.964871
836.608653,1000,388.335943
837.639672,1000,392.751468
837.846752,1000,397.21882
836.571207,1000,401.773036
837.442716,1000,406.232851
837.545039,1000,410.741629
837.567788,1000,415.26974
837.079731,1000,419.772744
836.015837,1000,424.37243
838.228494,1000,428.949812
837.1591,1000,433.446575
837.916298,1000,437.928214
837.942001,1000,442.432606
838.243955,1000,446.966922
839.397198,1000,451.49685
838.807012,1000,456.014107
839.562438,1000,460.483479
840.032663,1000,464.978916
837.904847,1000,469.491391
837.346974,1000,474.030294
838.612404,1000,478.536854
837.611845,1000,483.091434
837.827723,1000,487.661074
837.449166,1000,492.199487
838.518646,1000,496.789144
838.208241,1000,501.405622
839.175074,1000,506.834146
838.889856,1000,511.882838
838.492828,1000,516.442874
838.03058,1000,520.995274
838.953007,1000,525.538127
839.623155,1000,530.144442
838.212254,1000,535.111388
839.20992,1000,539.800488
838.507978,1000,544.330766
839.854233,1000,548.956644
838.722944,1000,553.484516
840.681789,1000,558.024636
840.559159,1000,563.400636
840.118202,1000,568.370884
840.752254,1000,573.651965
838.490132,1000,578.501354
839.816246,1000,582.966128
839.173826,1000,587.563477
840.470339,1000,592.277742
840.831021,1000,596.659664
840.316626,1000,601.133349
839.97236,1000,605.65314
840.426451,1000,610.134952
840.00576,1000,614.598083
839.19751,1000,619.150707
841.689439,1000,623.983085
838.758018,1000,629.265102
840.806747,1000,633.857177
837.966006,1000,638.432777
841.174944,1000,643.063236
839.641711,1000,647.613879
839.267346,1000,652.158882
840.57606,1000,656.895742
839.205353,1000,661.444203
839.917097,1000,665.965085
841.295156,1000,670.517225
841.666134,1000,674.947944
841.415173,1000,679.324254
841.604988,1000,683.702827
840.166734,1000,688.069802
840.837584,1000,692.593251
840.043251,1000,697.135275
840.914364,1000,701.751041
841.213059,1000,706.3291
841.665206,1000,711.037443
839.989639,1000,715.591569
840.803704,1000,720.027829
842.351331,1000,724.472255
841.607944,1000,728.97206
839.961239,1000,733.461114
841.431346,1000,738.000636
840.028871,1000,742.989968
841.336978,1000,748.251789
841.523722,1000,753.543378
840.716693,1000,758.638385
841.736812,1000,763.837555
841.00466,1000,768.541822
840.296916,1000,772.968411
841.322098,1000,777.447919
840.969591,1000,781.933026
841.854,1000,786.465168
839.850497,1000,790.997041
841.621816,1000,795.502664
840.405199,1000,800.10046
840.753367,1000,804.68343
841.004677,1000,809.267782
840.530765,1000,813.925382
839.579381,1000,818.518171
841.811946,1000,823.021181
