time_s,target_right_rad,actual_right_rad,torque_right_nm,right_flex,right_ext,target_left_rad,actual_left_rad,torque_left_nm,left_flex,left_ext
0.0,-0.00011691116769094612,-6.96101090355119e-06,-0.0006960471180344115,8.218855088673512e-05,0.0,0.0,-6.5955602816363625e-06,-0.0001208368395628935,0.0,0.0
0.01,0.010330123424831429,1.6315420569951504e-05,0.050672554955269254,0.0,0.007266619624818617,0.0,-1.5308619002919173e-05,-8.83332352092373e-05,0.0,4.636678877990362e-06
0.02,0.020690253406756048,0.00012530602566586814,0.10803539513756438,0.0,0.014564438924092957,0.0,-2.1124313769299473e-05,-4.121306270077182e-05,0.0,1.0781745839897086e-05
0.03,0.03067499989498059,0.0005332430531627926,0.16335230247303437,0.0,0.021569117123890938,0.0,-2.3633422526362292e-05,-6.368663779457564e-06,0.0,1.4916105117671196e-05
0.04,0.040614408538753366,0.0014592529897919002,0.2154114237826823,0.0,0.02836139075174081,0.0,-2.614445598840342e-05,1.0787131162158978e-05,0.0,1.6743381515194256e-05
0.05,0.050083881914268207,0.0030809542131156474,0.26056685789350575,0.0,0.034487689045734245,0.0,-3.088485998020864e-05,2.580715108729737e-05,0.0,1.8579538306588255e-05
0.06,0.05955335528978305,0.005537186020919824,0.29965455700703886,0.0,0.040150546755498014,0.0,-3.848058498656216e-05,5.160144398822368e-05,0.0,2.1990475680792534e-05
0.07,0.06846139646755374,0.00892083499262505,0.3296462896637579,0.0,0.04485558594581448,0.0,-4.8675404424942216e-05,9.291167647462638e-05,0.0,2.7422924940199684e-05
0.08,0.07736261172194747,0.013281456385581585,0.35273348090186796,0.0,0.048923207673884396,0.0,-6.085063352724467e-05,0.00014912725008589122,0.0,3.470532476034055e-05
0.09,0.0857121705396961,0.018622976655638824,0.3670690142931915,0.0,0.0519327560137012,0.0,-7.432674330282845e-05,0.00021717734934646694,0.0,4.3410537032534e-05
0.1,0.09399214266455713,0.024909779404112545,0.37522464815694156,0.0,0.054215779810090625,0.0,-8.846718185847864e-05,0.0002933702058567964,0.0,5.306679410535113e-05
0.11,0.10174083111555474,0.03206877976428741,0.3763247606235563,0.0,0.055469592956991665,0.0,-0.00010273697020878884,0.00037413404837605184,0.0,6.32305026398817e-05
0.12,0.10934657510247155,0.03999723160951385,0.3728166899895663,0.0,0.05601414688172557,0.0,-0.00011669830824063073,0.0004563991964404693,0.0,7.35275653957252e-05
0.13,0.11645200517998859,0.04856695500816055,0.3644078921690061,0.0,0.055667395965040424,0.0,-0.00013002028980277185,0.0005376269205403719,0.0,8.365059694273643e-05
0.14,0.12333053602054957,0.0576316936424559,0.35303163511231506,0.0,0.05470785191741759,0.0,-0.00014246122361292356,0.0006158627882745875,0.0,9.336604490564352e-05
0.15,0.12975031971785705,0.06703190513880043,0.3387604922797524,0.0,0.05307273933975228,0.0,-0.00015386748848204347,0.0006896586941822741,0.0,0.00010250208224358849
0.16,0.13584865240365068,0.07660049785325389,0.3228299007448861,0.0,0.0509678744141612,0.0,-0.000164156804204734,0.000758059061077436,0.0,0.00011094807011741855
0.17,0.14154040171401913,0.0861675973987918,0.3056477784441049,0.0,0.04844890374288399,0.0,-0.00017331142158427188,0.0008205183871406467,0.0,0.00011864306153591612
0.18,0.14680555123663377,0.09556430947816877,0.2877061714464117,0.0,0.04561945258835123,0.0,-0.00018136557731656544,0.0008768589213356705,0.0,0.00012557122796634545
0.19,0.15172687815333405,0.10462752280011864,0.26983926372977196,0.0,0.04265517068050304,0.0,-0.0001883948578603473,0.0009272044800916418,0.0,0.00013175323371090065
0.2,0.15610585950435826,0.11320171709020078,0.25179432750058867,0.0,0.0395306433109678,0.0,-0.00019450943761692945,0.0009719211414334867,0.0,0.000137238914665129
0.21,0.1602143760206611,0.12114413183848775,0.23497695679779457,0.0,0.03654570684611366,0.0,-0.00019983984321753618,0.0010115769346506617,0.0,0.0001421026488075873
0.22,0.16365420419168317,0.12832467849422202,0.2183640981894552,0.0,0.03352142645908782,0.0,-0.00020453613942438668,0.0010468675170323535,0.0,0.0001464334522576646
0.23,0.16690752230085934,0.13463183714522292,0.20409057625954422,0.0,0.030888115007917064,0.0,-0.00020874906704412455,0.0010786032564989738,0.0,0.0001503344680207331
0.24,0.16935521228346778,0.13997058623356864,0.19027494832203873,0.0,0.02829065706545708,0.0,-0.00021263465668988068,0.0011076152559595393,0.0,0.00015390976455568198
0.25,0.171710943978788,0.14426929644045913,0.17992899932992512,0.0,0.026297765963574884,0.0,-0.0002163295382915491,0.001134765820603061,0.0,0.00015726758127778092
0.26,0.1731135107645712,0.14747535606980328,0.17014528756262665,0.0,0.024356998211772125,0.0,-0.00021996086890618404,0.0011608289986937204,0.0,0.00016050298701382346
0.27,0.17451607755035445,0.15089331909462164,0.16032850707329785,0.0,0.023175675385721146,0.0,0.0008041719841532333,0.0011559569384954396,0.0,0.00016370480105078647
0.28,0.17483422086211478,0.15267410628997174,0.15055497584974029,0.0,0.021077624291883,0.0,0.001232844229081584,-0.0038985160943633295,0.0005556007120432652,0.0
0.29,0.17513917969394777,0.153002893721878,0.14788412676637433,0.0,0.02011193965763295,0.0,0.0012574896318979822,-0.006617901231706789,0.0008593698161803556,0.0
0.3,0.17442464688180706,0.15242199694600633,0.1455760473374827,0.0,0.01944588074627986,0.0,0.0011792803054355018,-0.007086794621543577,0.0008803940670475282,0.0
0.31,0.17358151400771096,0.1512212693798287,0.14615483618845862,0.0,0.019325794028707877,0.0,0.001116482400399619,-0.006790745546512955,0.0008291853794400985,0.0
0.32,0.17179431226209094,0.14957484696949302,0.14508058805886093,0.0,0.018976981231744995,0.0,0.0010849844203734773,-0.006473877731283163,0.0007885762931161794,0.0
0.33,0.16975310418137338,0.14757072497396548,0.14446667737801835,0.0,0.018761166034113305,0.0,0.0010764335538596885,-0.0063055577105094905,0.0007697826603590007,0.0
0.34,0.1668532467017202,0.14524333633717262,0.14139370965652817,0.0,0.018191998760408626,0.0,0.001079419573234869,-0.006266599391850315,0.0007670263544609275,0.0
0.35000000000000003,0.16356397991368896,0.14260164156003563,0.13761527877123744,0.0,0.017573645985271308,0.0,0.001085793661302912,-0.006299452250461661,0.0007723548267432584,0.0
0.36,0.1595114798994487,0.1396418998037571,0.13149415330527492,0.0,0.016636811834317256,0.0,0.0010911403327443752,-0.006357497396339547,0.0007800740693747972,0.0
