time_s,q_l_rad,q_r_rad,qd_l_rad_s,qd_r_rad_s,q_des_l_rad,q_des_r_rad,applied_torque_l_nm,applied_torque_r_nm
4.76837158203125e-07,-0.013379588723182678,-0.09732159227132797,-0.0008498261449858546,0.02138248272240162,0.0,-0.00011641301426227131,-0.0001208438911558854,0.0006912087489173587
0.010146379470825195,-0.013336977921426296,-0.09727898240089417,0.020493779331445694,0.01909990794956684,0.0,0.010481774459274866,-0.00011302818100683133,-0.05125592639012513
0.020148515701293945,-0.013294368050992489,-0.09732159227132797,0.044899631291627884,0.02704874984920025,0.0,0.02083854256945014,-0.00010115450451965881,-0.10803260290089425
0.030088424682617188,-0.013336977921426296,-0.09727898240089417,0.021775076165795326,0.04004017263650894,0.0,0.030762888800453407,-8.777328387709367e-05,-0.16177593075319635
0.0401453971862793,-0.013294368050992489,-0.09740681201219559,0.027080612257122993,-0.019281839951872826,0.0,0.040752092017188025,-6.719023541160144e-05,-0.21141474253069562
0.0501556396484375,-0.013336977921426296,-0.0974494218826294,0.023442352190613747,-0.037030309438705444,0.0,0.050231264464973543,-3.4405778487052207e-05,-0.25201629914789264
0.060149192810058594,-0.013464808464050293,-0.0974920317530632,-0.05562129244208336,-0.032396283000707626,0.0,0.05968625685932598,1.179922244580807e-05,-0.28438127763527404
0.07014632225036621,-0.013336977921426296,-0.09736420214176178,0.015333421528339386,0.059046849608421326,0.0,0.06859164105225543,6.966116881293182e-05,-0.30590698679046574
0.08014917373657227,-0.013379588723182678,-0.09753464162349701,-0.003578037256374955,0.011586825363337994,0.0,0.07748716521070481,0.0001356901977202087,-0.31917046599760696
0.09009885787963867,-0.013379588723182678,-0.0974920317530632,0.004600849933922291,0.03422894701361656,0.0,0.0857940245884692,0.00020558643350841,-0.32307130823543295
0.1000823974609375,-0.013422197662293911,-0.09770508110523224,-0.021994879469275475,-0.0388406403362751,0.0,0.09405598988995292,0.00027613170384448876,-0.32069803096826116
