#{"t_start": 1781712788.595971, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
265.637467,1000,1.085947
269.952162,1000,1.366638
264.554733,1000,1.644039
265.484024,1000,1.921196
256.180973,1000,2.200211
253.254334,1000,2.495085
274.409662,1000,2.786129
250.174727,1000,3.083742
260.371612,1000,3.376802
291.460652,1000,3.666386
263.550344,1000,8.77857
337.578779,1000,13.698734
370.622006,1000,17.792084
442.798474,1000,21.982313
486.166033,1000,26.344973
543.122294,1000,30.477056
593.65349,1000,34.799555
634.217195,1000,39.533665
658.013901,1000,43.902392
667.647393,1000,48.899514
676.650053,1000,53.402221
681.636599,1000,57.699108
689.636323,1000,61.832808
702.646971,1000,65.983341
718.694809,1000,70.533612
718.009187,1000,75.537772
730.653385,1000,80.539218
741.923901,1000,85.287735
748.019461,1000,89.555202
752.134011,1000,93.8174
753.199285,1000,98.287072
753.497272,1000,102.770023
755.842729,1000,107.202733
757.504925,1000,111.626542
761.832675,1000,116.023727
764.226717,1000,120.389184
767.208524,1000,124.800962
767.039247,1000,129.0677
770.25881,1000,133.49402
769.958905,1000,137.786897
771.580654,1000,142.294159
773.180045,1000,146.591464
772.176207,1000,151.481719
774.263627,1000,156.423978
775.065904,1000,160.956443
775.657524,1000,165.505899
774.793232,1000,170.496433
775.907948,1000,175.461594
774.931631,1000,180.446949
777.67357,1000,185.382434
774.969417,1000,190.331013
777.601929,1000,195.250257
776.792007,1000,200.32045
777.978832,1000,205.278175
777.685448,1000,210.154798
776.352245,1000,214.990525
778.257397,1000,219.340342
777.635196,1000,224.371984
779.726691,1000,228.922221
778.27875,1000,233.278973
779.525772,1000,237.652999
777.992567,1000,241.979693
779.152938,1000,246.555899
778.884372,1000,251.091287
778.884611,1000,255.994359
779.289223,1000,260.955332
779.661333,1000,265.996514
779.928209,1000,270.929712
780.022924,1000,275.87648
778.538833,1000,280.81212
780.260099,1000,285.777021
779.634093,1000,290.821693
780.505397,1000,295.770626
778.123785,1000,300.752795
780.44348,1000,305.803672
779.76762,1000,310.518643
781.000221,1000,315.266128
782.341506,1000,320.169311
781.273928,1000,324.868077
781.862711,1000,329.177136
782.228075,1000,333.535875
782.788805,1000,337.832338
782.916183,1000,342.164484
782.351129,1000,346.559327
781.560958,1000,350.938128
783.036759,1000,355.228828
781.216278,1000,359.526695
782.368288,1000,363.854527
782.486111,1000,368.135618
780.968017,1000,372.436564
782.97334,1000,376.875087
783.270922,1000,381.178225
783.880628,1000,385.483742
782.647672,1000,389.948801
782.544029,1000,394.708401
782.672348,1000,399.080015
784.0955,1000,403.361734
784.428521,1000,407.679685
783.733934,1000,412.004479
784.022234,1000,416.329086
783.214509,1000,420.898112
783.343573,1000,425.323729
782.40944,1000,429.745546
783.472616,1000,434.09634
783.826191,1000,438.388864
783.614441,1000,442.952817
783.591605,1000,447.414183
785.591133,1000,451.737048
785.004411,1000,456.017997
783.711058,1000,460.303777
785.04888,1000,464.661158
784.988459,1000,468.950615
784.828007,1000,473.275936
782.904586,1000,477.658283
784.997093,1000,481.913965
784.836476,1000,486.240302
784.123717,1000,490.527004
785.372742,1000,494.858058
784.322923,1000,499.146974
785.385489,1000,503.931058
786.023975,1000,508.614593
785.770137,1000,512.930928
786.023269,1000,517.229211
784.928975,1000,521.533472
785.007207,1000,525.972752
785.624453,1000,530.455431
786.774712,1000,535.410972
786.021602,1000,540.439276
786.29224,1000,545.016024
786.736005,1000,549.469775
785.845096,1000,553.753579
786.595789,1000,558.03259
786.910497,1000,562.690555
786.401631,1000,567.623944
786.637777,1000,572.681317
787.834761,1000,577.724189
787.064897,1000,582.708085
787.456203,1000,587.677114
788.241509,1000,592.658216
786.897384,1000,597.481814
787.230469,1000,601.757113
787.967364,1000,606.467014
785.966984,1000,611.328222
787.524595,1000,615.676746
786.009587,1000,619.972044
787.426935,1000,624.480792
787.186583,1000,629.596084
786.939314,1000,634.516445
787.492434,1000,639.535952
786.301307,1000,643.821353
