time_s,q_rad,qd_rad_s,q_des_rad,applied_torque_nm
2.384185791015625e-07,0.01849280670285225,0.018788350746035576,0.0,-0.0001208440733706925
0.010150432586669922,0.018450196832418442,-0.013785946182906628,0.0,-0.00011302337884086408
0.020147085189819336,0.01862063631415367,0.07576115429401398,0.0,-0.00010115642152468365
0.03015732765197754,0.018450196832418442,-0.01041667815297842,0.0,-8.76334844143608e-05
0.04015350341796875,0.018450196832418442,-0.010792111046612263,0.0,-6.716385715734714e-05
0.050169944763183594,0.01849280670285225,0.01188774686306715,0.0,-3.433988889824737e-05
0.06014370918273926,0.01862063631415367,0.0680757462978363,0.0,1.1767549712477587e-05
0.07014846801757812,0.018535416573286057,0.03799225017428398,0.0,6.967531930894945e-05
0.08014988899230957,0.01849280670285225,0.00460465531796217,0.0,0.00013569522205751338
0.09013032913208008,0.018450196832418442,-0.013261815533041954,0.0,0.0002058088905413955
0.10013628005981445,0.018450196832418442,-0.007455072365701199,0.0,0.0002764967732467255
0.11014103889465332,0.018407586961984634,-0.02285250648856163,0.0,0.0003441998391885939
0.12014055252075195,0.018450196832418442,-0.00046555124572478235,0.0,0.0004060286452138538
0.13014698028564453,0.01849280670285225,0.011836863122880459,0.0,0.0004598664428711634
0.14014172554016113,0.018450196832418442,-0.01001380942761898,0.0,0.0005040358275723812
0.1501321792602539,0.018407586961984634,-0.02772418223321438,0.0,0.0005376188647427542
0.16013264656066895,0.018450196832418442,-0.010753888636827469,0.0,0.0005601701230822131
0.17014431953430176,0.018450196832418442,-0.014888358302414417,0.0,0.0005716252213196403
0.1801469326019287,0.01849280670285225,0.017950940877199173,0.0,0.0005722976953721027
0.19014477729797363,0.01849280670285225,0.018382064998149872,0.0,0.0005628143645575526
0.20013713836669922,0.01849280670285225,0.011755649000406265,0.0,0.0005440640098034941
0.21015238761901855,0.01849280670285225,0.008755533955991268,0.0,0.0005169934757325179
0.22015714645385742,0.018450196832418442,-0.013882921077311039,0.0,0.00048295438209564555
0.23015952110290527,0.018364977091550827,-0.030400333926081657,0.0,0.00044326656971526167
0.24019265174865723,0.01849280670285225,0.0010437490418553352,0.0,0.00039934074672996506
0.2501945495605469,0.018535416573286057,0.031019723042845726,0.0,0.00035301946543514
0.26018524169921875,0.018407586961984634,-0.02541060745716095,0.0,0.0003060012003157491
0.27016210556030273,0.01849280670285225,0.0022230413742363453,0.0,0.00026010348874033957
0.2801353931427002,0.018450196832418442,0.003012316534295678,0.0,0.0002250263598598079
0.29013681411743164,0.01849280670285225,0.011929888278245926,0.0,0.00021192192944529547
0.30016469955444336,0.018450196832418442,-0.014669176191091537,0.0,0.00021711660582073532
0.3101835250854492,0.018450196832418442,-0.008639400824904442,0.0,0.00023293511375656505
0.32016420364379883,0.01849280670285225,0.016613811254501343,0.0,0.00025436419214670835
0.3300971984863281,0.018450196832418442,-0.00393347954377532,0.0,0.0002784416745774993
0.3401954174041748,0.018450196832418442,-0.012880831956863403,0.0,0.00030412974496009235
0.35018396377563477,0.018450196832418442,-0.008174782618880272,0.0,0.00032971674114081715
