#{"t_start": 1780843709.812468, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
745.008313,1000,1.003871
741.584601,1000,1.239705
747.552558,1000,1.474441
751.587536,1000,1.709198
733.101678,1000,1.946391
729.795619,1000,2.180904
757.461026,1000,2.415134
727.710025,1000,2.651345
732.196503,1000,2.886513
764.052666,1000,3.120063
720.972395,1000,8.003599
757.921641,1000,12.656021
791.152431,1000,17.277689
846.564518,1000,21.923966
893.564858,1000,26.550712
936.79631,1000,31.193266
961.602428,1000,35.819708
986.421573,1000,40.470391
998.374288,1000,45.105129
1005.887864,1000,49.396577
1013.398049,1000,53.673701
1015.741963,1000,57.66233
1022.083313,1000,62.05568
1027.371401,1000,66.657805
1033.327246,1000,70.740143
1037.278319,1000,74.825967
1045.320774,1000,78.991288
1049.463375,1000,83.014432
1053.683388,1000,87.035677
1054.801052,1000,91.077195
1056.662489,1000,95.663246
1056.679237,1000,99.683131
1059.201219,1000,103.730658
1060.044712,1000,107.804826
1062.558788,1000,112.000615
1060.963584,1000,116.360098
1061.126749,1000,120.412584
1062.373673,1000,124.442251
1064.73642,1000,128.470634
1063.208054,1000,132.523748
1063.23459,1000,136.55174
1064.413377,1000,140.699259
1063.966079,1000,144.95768
1065.047283,1000,149.211483
1066.359492,1000,153.241009
1065.698314,1000,157.33228
1066.939341,1000,161.612796
1067.998684,1000,165.642997
1067.563481,1000,169.672259
1068.16701,1000,173.70001
1069.289017,1000,177.738623
1070.157281,1000,181.771838
1069.693685,1000,185.947591
1068.573585,1000,189.981609
1068.68544,1000,194.016523
1069.316456,1000,198.056289
1068.995126,1000,202.158195
1068.865613,1000,206.187341
1071.212493,1000,210.219145
1070.881574,1000,214.250771
1071.904443,1000,218.28471
1070.810254,1000,222.31773
1072.180308,1000,226.350353
1071.009681,1000,230.381596
1070.949788,1000,234.4139
1071.957407,1000,238.461964
1070.212433,1000,242.49687
1072.121254,1000,246.534329
1072.197316,1000,250.567793
1072.323783,1000,254.600909
1072.601915,1000,258.636755
1072.947059,1000,262.690414
1071.192974,1000,266.80457
1071.129015,1000,270.840868
1072.805489,1000,274.933592
1073.277485,1000,279.493852
1073.203317,1000,283.6852
1074.594326,1000,287.722998
1074.618329,1000,291.972338
1073.94194,1000,296.565528
1074.5551,1000,301.150441
1073.472192,1000,305.192627
1075.301021,1000,309.224257
1073.408014,1000,313.25505
1075.810661,1000,317.311488
1074.616108,1000,321.575697
1074.640714,1000,325.610948
1075.436043,1000,329.644083
1074.970713,1000,333.678879
1074.942367,1000,337.709574
1075.882418,1000,341.743841
1074.851956,1000,345.777073
1074.725401,1000,349.967697
1075.735997,1000,354.734387
1075.139429,1000,359.476167
1076.06272,1000,364.115918
1075.064047,1000,368.154312
1076.765829,1000,372.19172
1076.098167,1000,376.23113
1076.955027,1000,380.271918
1075.377703,1000,384.320519
1075.98533,1000,388.602658
1075.626637,1000,392.647669
1076.590027,1000,396.684879
1077.564553,1000,400.863973
1076.389124,1000,404.902263
1076.128483,1000,408.940675
1077.706342,1000,413.021085
1078.234777,1000,417.059894
1076.520991,1000,421.096939
