#{"t_start": 1780839875.104429, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
804.561873,1000,1.005266
803.751225,1000,1.242188
804.799434,1000,1.477899
810.835836,1000,1.714302
800.442583,1000,1.951582
797.481484,1000,2.187538
813.697738,1000,2.425541
794.179593,1000,2.663311
798.616527,1000,2.902243
811.133528,1000,3.141778
795.401367,1000,7.355313
805.120084,1000,11.873989
807.569624,1000,16.503293
827.105235,1000,21.134383
837.983903,1000,25.745618
859.088301,1000,30.364234
869.421379,1000,34.323959
890.617303,1000,38.281371
900.934541,1000,42.247654
916.349068,1000,46.223161
929.821863,1000,50.202634
929.53781,1000,54.187875
934.876389,1000,58.179959
938.224024,1000,62.179581
938.56174,1000,66.281585
942.611667,1000,70.457879
939.18582,1000,74.616086
941.779881,1000,78.62465
950.754182,1000,82.709957
952.017625,1000,86.720294
952.320126,1000,90.726705
954.431518,1000,94.776615
954.051229,1000,99.007983
952.419572,1000,103.016558
954.697227,1000,107.301614
959.231484,1000,111.76245
958.755342,1000,115.876156
959.346449,1000,119.946655
958.416631,1000,123.958421
959.308172,1000,127.97083
962.058762,1000,131.989107
960.284995,1000,136.007996
963.541036,1000,140.024234
962.76632,1000,144.47063
962.436633,1000,148.859765
962.574802,1000,152.868973
963.028158,1000,156.883546
964.207869,1000,160.893759
964.001409,1000,164.901156
965.96737,1000,169.287185
966.091315,1000,173.351057
967.004636,1000,177.522723
966.62627,1000,181.549862
967.251816,1000,185.585385
968.097205,1000,189.631084
968.071077,1000,193.655534
969.322974,1000,198.019514
968.54163,1000,202.757867
970.164638,1000,207.504249
969.233695,1000,212.222203
971.156865,1000,216.932032
971.636137,1000,221.625401
971.296632,1000,226.334611
970.167968,1000,231.035025
971.72399,1000,235.743707
970.67219,1000,240.459849
971.374327,1000,245.170139
972.138469,1000,249.880056
972.112328,1000,254.58287
971.855894,1000,259.290096
971.976327,1000,263.97218
971.019318,1000,268.012885
970.960138,1000,272.418911
970.65948,1000,276.761453
970.875172,1000,280.784412
970.726261,1000,284.808996
972.711735,1000,289.137678
973.594888,1000,293.157784
972.267819,1000,297.178528
971.943648,1000,301.202015
972.043796,1000,305.226395
972.230437,1000,309.249949
971.908366,1000,313.279481
971.147997,1000,317.305843
972.450608,1000,321.329807
972.247917,1000,325.352767
972.056847,1000,329.378469
972.637675,1000,333.404126
972.443499,1000,337.445575
972.242444,1000,341.556691
972.028718,1000,345.577595
972.234606,1000,349.998298
972.792727,1000,354.088169
973.651238,1000,358.110132
972.831804,1000,362.317417
972.83833,1000,367.045803
973.099314,1000,371.389067
972.960124,1000,375.594522
972.849077,1000,379.623751
972.959404,1000,383.652442
972.402902,1000,387.689031
973.223128,1000,391.719856
973.217845,1000,395.887277
973.949276,1000,399.921231
973.2003,1000,403.95122
972.897339,1000,408.497016
973.346264,1000,413.224233
973.778606,1000,417.954455
973.679982,1000,422.673029
973.103624,1000,427.401421
974.214421,1000,432.136485
973.423245,1000,436.856978
973.66244,1000,441.437299
973.539787,1000,445.471453
974.394465,1000,449.666755
973.096041,1000,453.688875
973.167674,1000,457.762365
974.038542,1000,462.159432
973.960304,1000,466.183674
974.10851,1000,470.207518
974.673577,1000,474.232165
973.809199,1000,478.255733
973.959416,1000,482.283329
974.06493,1000,486.305188
974.038151,1000,490.439383
974.744283,1000,494.598532
974.076583,1000,498.804748
974.390837,1000,503.166684
974.924267,1000,507.192756
974.51963,1000,511.220123
974.159559,1000,515.243279
973.967873,1000,519.303976
974.670899,1000,523.648216
974.729562,1000,527.675349
975.122993,1000,531.84797
975.227587,1000,536.268629
975.165485,1000,540.344766
974.465444,1000,544.368665
974.825498,1000,548.396165
975.168257,1000,552.420701
975.320197,1000,556.777797
975.190809,1000,561.12931
975.371657,1000,565.696812
975.015532,1000,569.963318
974.832609,1000,574.00228
975.267007,1000,578.165277
974.718209,1000,582.228759
975.443883,1000,586.262416
975.349253,1000,590.297715
975.476725,1000,594.330677
975.416215,1000,598.50006
975.91407,1000,602.540583
975.749141,1000,606.57897
975.835805,1000,610.760835
976.116405,1000,614.944207
