#{"t_start": 1781714182.1782796, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
-404.986846,1000,1.106597
-388.505416,1000,1.391959
-413.179879,1000,1.674209
-415.832168,1000,1.966734
-408.165561,1000,2.256731
-409.928736,1000,2.541271
-404.121095,1000,2.813234
-415.426549,1000,3.090679
-397.387865,1000,3.363863
-373.506421,1000,3.636577
-216.374433,1000,8.869698
-84.700735,1000,13.101835
-39.168151,1000,17.289771
33.170895,1000,21.536221
78.732894,1000,26.062376
125.619418,1000,30.53355
171.603265,1000,34.7124
203.725502,1000,38.845903
232.90686,1000,42.973179
261.371855,1000,47.071232
286.932173,1000,51.178079
300.964819,1000,55.282997
304.372263,1000,59.386368
310.542219,1000,63.675409
310.740603,1000,68.061051
311.860713,1000,72.153274
310.298414,1000,76.535009
313.434411,1000,81.50332
314.119127,1000,86.427179
317.117555,1000,91.437439
315.781244,1000,96.537518
317.006467,1000,101.715679
322.502399,1000,106.738416
324.454105,1000,111.696486
325.926685,1000,116.733634
329.081469,1000,121.720798
331.927096,1000,126.708725
331.033784,1000,131.051007
334.597732,1000,135.382555
335.330004,1000,139.767381
334.746897,1000,144.114608
336.046004,1000,148.403968
337.977063,1000,152.850631
338.485289,1000,157.172034
337.895509,1000,161.520601
337.942209,1000,165.799881
339.849898,1000,170.149438
339.890829,1000,174.441551
337.833743,1000,178.81617
339.491089,1000,183.10613
340.365445,1000,187.370667
340.443385,1000,192.198058
340.414521,1000,197.1174
339.241652,1000,202.001957
340.022444,1000,206.992581
339.735526,1000,212.058332
340.312417,1000,216.455298
339.922694,1000,220.986371
341.660332,1000,225.95068
340.163044,1000,230.948735
341.640154,1000,235.289902
341.420818,1000,239.571163
341.660941,1000,244.03804
341.195843,1000,248.319185
340.903859,1000,252.593182
339.962049,1000,256.906229
341.058738,1000,261.191917
341.368127,1000,265.678631
341.069135,1000,269.951993
341.126772,1000,274.334157
341.063502,1000,278.586135
340.974584,1000,283.1115
341.735446,1000,287.698807
340.854051,1000,292.223819
341.249477,1000,296.580676
340.553067,1000,300.886473
340.777566,1000,305.501022
341.916061,1000,309.799334
341.669515,1000,314.158662
342.307911,1000,318.746446
341.009515,1000,323.189614
342.212474,1000,327.696423
342.366797,1000,332.131027
341.826147,1000,336.469774
341.779599,1000,340.766708
342.311117,1000,345.1443
341.79979,1000,349.41957
342.445073,1000,353.688698
342.003784,1000,357.991705
340.133022,1000,362.276833
341.790212,1000,366.704239
341.290355,1000,371.052167
342.847945,1000,375.37437
343.344583,1000,379.819362
341.832225,1000,384.191
341.971069,1000,388.59125
342.738031,1000,392.911345
342.591344,1000,397.281713
342.358945,1000,401.578978
342.845235,1000,405.881611
341.118882,1000,410.224757
341.768339,1000,414.491537
341.876583,1000,418.882231
342.108677,1000,423.663723
342.871504,1000,428.578486
342.046976,1000,433.530873
342.343654,1000,438.220561
344.958227,1000,442.93277
343.117394,1000,447.768317
342.855149,1000,452.126907
342.322556,1000,456.405767
342.178999,1000,460.999418
342.903249,1000,465.832786
342.086482,1000,470.248617
342.699341,1000,474.55345
341.947575,1000,478.838544
341.856136,1000,483.163476
342.779226,1000,487.458484
342.921417,1000,491.76134
342.004558,1000,496.114303
344.018023,1000,500.495135
343.573662,1000,504.807576
342.477584,1000,509.214891
342.615043,1000,513.49036
342.514964,1000,517.970696
343.119004,1000,522.490475
342.848986,1000,527.252678
343.352977,1000,531.599781
343.605298,1000,535.922755
343.340993,1000,540.210161
342.873132,1000,544.516535
342.643987,1000,548.843236
342.74563,1000,553.322882
342.552275,1000,557.764694
343.866048,1000,562.074803
344.258225,1000,566.389197
343.265031,1000,570.719991
343.619727,1000,575.028314
344.890199,1000,579.367986
343.696792,1000,583.662073
342.482191,1000,587.962716
343.980424,1000,592.294782
342.226242,1000,596.712407
343.164027,1000,601.18345
342.914944,1000,606.125177
343.564804,1000,611.125073
343.162881,1000,615.450961
342.631605,1000,619.75408
343.655197,1000,624.749759
343.150812,1000,629.833385
