#{"t_start": 1781990509.0444863, "env_id": "nair_gait_h0404MimoExo-v0"}
r,l,t
257.162003,1000,3.482375
269.580176,1000,3.759169
260.045303,1000,4.033141
260.198966,1000,4.306577
245.486908,1000,4.578102
237.066248,1000,4.8471
280.600065,1000,5.113165
233.456514,1000,5.381176
259.87468,1000,5.648837
295.151707,1000,5.915492
268.609493,1000,6.183786
298.741157,1000,6.456309
235.213121,1000,6.728636
262.832639,1000,7.005539
255.95361,1000,7.28465
282.150223,1000,7.555459
220.261306,1000,7.823899
247.226331,1000,8.093019
264.97886,1000,8.363134
283.597125,1000,8.636864
265.991286,1000,8.909175
220.959488,1000,9.184604
266.429948,1000,9.456259
226.0996,1000,9.728165
242.166037,1000,9.99659
290.198239,1000,14.564705
570.85077,1000,18.879969
664.377552,1000,23.094782
753.742852,1000,27.314682
807.770685,1000,31.485017
832.978072,1000,35.839935
917.21548,1000,40.132409
968.678184,1000,44.360606
1022.373155,1000,48.648978
1047.176904,1000,52.915678
1084.02535,1000,57.585008
1100.611349,1000,62.433954
1102.342043,1000,67.109973
1105.946721,1000,72.239051
1105.892957,1000,77.008885
1101.168611,1000,81.234881
1105.072272,1000,85.600938
1110.101488,1000,89.913263
1111.367053,1000,94.18082
1111.04112,1000,98.416179
1116.738958,1000,102.781621
1115.91382,1000,107.489111
1113.081744,1000,112.579058
1119.02505,1000,117.606608
1120.388481,1000,121.887239
1125.085674,1000,126.097312
1125.4598,1000,130.358848
1126.682222,1000,134.612509
1131.323865,1000,138.986847
1135.967639,1000,143.926039
1133.188519,1000,149.079009
1132.014997,1000,154.160535
1136.980127,1000,158.936522
1140.161901,1000,163.232859
1138.94563,1000,167.446133
1141.890108,1000,171.76874
1142.22598,1000,176.921699
1140.84319,1000,181.621754
1142.41473,1000,186.516846
1144.077029,1000,190.811391
1146.829367,1000,195.111659
1146.565728,1000,199.411541
1147.675869,1000,203.667616
1149.225961,1000,208.292348
1147.70569,1000,213.453248
1147.492706,1000,218.433618
1148.976467,1000,223.683358
1147.666524,1000,228.245975
1151.659382,1000,232.604395
1151.386369,1000,237.651
1154.672279,1000,242.567573
1153.759595,1000,246.927878
1151.657829,1000,251.335581
1149.2069,1000,255.735048
1152.766329,1000,260.171561
1150.637098,1000,264.668334
1150.590656,1000,269.937186
1154.303947,1000,274.84801
1153.12994,1000,279.235937
1152.395877,1000,283.764132
1152.541261,1000,288.975865
1152.32518,1000,294.208267
1154.123756,1000,299.403133
1154.039335,1000,304.465207
1153.724218,1000,308.831631
1152.54806,1000,313.333609
1153.726466,1000,318.441537
1155.800866,1000,323.919713
1156.23145,1000,329.06436
1154.219724,1000,333.789391
1152.548989,1000,338.3132
1153.970925,1000,342.758124
1157.611569,1000,347.167062
1155.941606,1000,352.164159
1156.054754,1000,357.375153
1157.34459,1000,361.813392
1156.234742,1000,366.249989
1155.77956,1000,370.680916
1157.457722,1000,375.103961
1156.936522,1000,380.150782
1156.807596,1000,384.765408
1155.539385,1000,389.17004
1157.040157,1000,394.074937
1158.456163,1000,399.344436
1157.124968,1000,404.556241
1154.83843,1000,409.772898
1156.730293,1000,414.303371
1158.901556,1000,418.710729
1155.890683,1000,423.054192
1158.851013,1000,427.496902
1156.639754,1000,431.922938
1156.308619,1000,436.365299
1159.121465,1000,441.269938
1158.502422,1000,446.538908
1158.262574,1000,451.89521
1157.422931,1000,456.597068
1159.507071,1000,461.106169
1162.627945,1000,465.651466
1160.598235,1000,470.116681
1157.300846,1000,474.551469
1159.938782,1000,478.977541
1157.556315,1000,483.438516
1159.985767,1000,487.911794
1158.563623,1000,492.385762
1161.157069,1000,497.223611
1158.591163,1000,502.525001
1159.334005,1000,507.551193
1160.888393,1000,512.010151
1160.903946,1000,516.45794
1159.647029,1000,520.940134
1162.29268,1000,525.468378
1162.570891,1000,530.011869
1160.633523,1000,534.568619
1160.662145,1000,539.301158
1160.571241,1000,543.829817
1163.467271,1000,548.302882
1160.744518,1000,552.782681
1164.173333,1000,557.293793
1162.540597,1000,561.74966
1162.308735,1000,566.318075
1162.612513,1000,570.828323
1161.768193,1000,575.286361
1162.471377,1000,579.786502
1162.085262,1000,584.36239
1164.23995,1000,588.807513
1164.978209,1000,593.099469
1163.850806,1000,597.411703
1163.195712,1000,601.699686
1165.235506,1000,606.277615
1163.789669,1000,611.513516
1163.2148,1000,616.431287
1166.110429,1000,620.910653
1163.085274,1000,625.803166
1165.315509,1000,630.952796
1162.711983,1000,635.47275
1164.171799,1000,640.004727
1165.276439,1000,644.53227
1163.960645,1000,648.880826
1164.698816,1000,653.181487
1163.891586,1000,657.506046
1165.186308,1000,661.96232
